PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
982257,"Jarrett Stidham",4500,QB,DEN,NEP,158397,,32.84,19.79,206.55,1.23,0.98,4.9,18.13,0.12,0,0,0,0,14.9,3.31,45,20.42,17.78%,MAIN,865868,61644,1,982257,14.86,14.86,224.68,1.35,224.68,1.35,18.13,0.12,0,8.9,22.75,2.44,
1844097,"J.K. Dobbins",4000,RB,DEN,NEP,158397,Q,0,0,0,0,0,6.1,30.13,0.18,0.18,0.13,0.74,0,4.29,1.07,6.38,4.79,4.67%,MAIN,976513,47299,2,1844097,4.27,4.2,30.87,0.18,30.13,0.18,30.87,0.18,0,1.86,11.22,0.14,
4773040,"Jaleel McLaughlin",4400,RB,DEN,NEP,158397,,0,0,0,0,0,0.88,3.1,0.03,0.18,0.13,0.72,0,0.69,0.16,0.06,0.39,0.75%,MAIN,1271738,173596,3,4773040,0.69,0.62,3.82,0.03,3.1,0.03,3.82,0.03,0,0,1.38,0.02,
3491354,"Tyler Badie",4200,RB,DEN,NEP,158397,,0,0,0,0,0,0.22,0.76,0.01,2.74,1.74,12.6,0.07,3.54,0.84,4.08,3.44,2.77%,MAIN,1124338,50826,4,3491354,3.53,2.66,13.36,0.08,0.76,0.01,13.36,0.08,0,0.01,9.74,0.18,
8223044,"RJ Harvey",5900,RB,DEN,NEP,158397,,0,0,0,0,0,12.77,52.2,0.38,4.19,2.93,22.18,0.1,13.26,2.25,30.72,30.91,42.04%,MAIN,1172401,132462,5,8223044,13.17,11.7,74.38,0.48,52.2,0.38,74.38,0.48,0,7.23,22.21,3.56,
2874182,"Adam Prentice",,RB,DEN,NEP,158397,,0,0,0,0,0,0.11,0.4,0,0.35,0.22,1.59,0.01,0.48,21,0.04,0.3,0.72%,MAIN,885540,41100,6,2874182,0.47,0.36,1.99,0.01,0.4,0,1.99,0.01,0,0,0.96,0,
328827,"Courtland Sutton",5700,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,7.93,4.59,55.44,0.37,12.57,2.21,29.04,23.6,31.14%,MAIN,838878,40663,7,328827,12.54,10.24,55.44,0.37,0,0,55.44,0.37,0,5.96,23.18,6.48,
4687701,"Marvin Mims",4200,WR,DEN,NEP,158397,,0,0,0,0,0,1.74,7.66,0.01,4.44,2.87,33.02,0.21,8.32,1.98,26.6,16.87,17.72%,MAIN,1213799,138890,8,4687701,8.3,6.86,40.68,0.22,7.66,0.01,40.68,0.22,0,3.3,16.76,4.3,
2946514,"Michael Bandy",3000,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,0.51,0.3,2.97,0.02,0.72,0.24,0.64,0.35,0.64%,MAIN,920482,68941,9,2946514,0.71,0.56,2.97,0.02,0,0,2.97,0.02,0,0,1.44,0,
982599,"Lil'Jordan Humphrey",3400,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,3.71,2.27,25.95,0.17,5.89,1.73,17.08,7.96,7.95%,MAIN,920758,51064,10,982599,5.87,4.73,25.95,0.17,0,0,25.95,0.17,0,1.8,13.61,1.12,
2861841,"Elijah Moore",3000,WR,DEN,NEP,158397,,0,0,0,0,0,0,0,0,1.47,0.84,8.74,0.07,2.13,0.71,4,1.55,1.20%,MAIN,1128783,61372,11,2861841,2.13,1.71,8.74,0.07,0,0,8.74,0.07,0,0,4.26,0,
