PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
17453,"Jake McCabe",6000,D,TOR,PIT,8402820,660793,2,,,0.05,0.2999,0.866,2.0675,0,0,0,0,0,0,0.3499,0,7.01,1.17,5.41,7.72,1,1.41,13.93,0,,17453,2.154,5.51,21.4,164,2146,30280,1
2578776,"Justin Brazeau",5400,W,PIT,TOR,8402820,956418,2,2,,0.2146,0.2389,1.4811,0.518,0,0,0,0,0.0311,0.0441,0.4535,0.0752,6.21,1.15,6.41,9.07,2,0,14.41,0,,2578776,1.856,5.21,13.2,159,1927,82518,0
34611,"Anthony Mantha",7000,W,PIT,TOR,8402820,741457,2,1,,0.2605,0.3395,2.0415,0.4691,0,0,0,0,0.0715,0.1124,0.6,0.1839,8.03,1.15,7.38,10.48,3,0.38,17.48,0,,34611,0.963,6.01,16.1,159,1927,30621,0
34598,"Noel Acciari",2000,W,PIT,TOR,8402820,873205,4,,,0.1032,0.1104,0.905,0.8881,0,0,0,0,0,0,0.2136,0,4.31,2.16,5.04,7.09,4,0,10.76,0,,34598,1.87,3.79,12.7,159,1927,31008,0
18468,"Kevin Hayes",3400,C,PIT,TOR,8402820,550774,4,2,,0.1684,0.21,1.5599,0.2307,0,0,0,0,0.0266,0.0453,0.3784,0.0719,5.32,1.56,5.9,8.36,5,0,12.87,0,,18468,0.857,4.11,12.5,159,1927,30388,0
14202,"Sidney Crosby",10000,C,PIT,TOR,8402820,296786,1,1,,0.3575,0.5868,2.4623,0.4058,0,0,0,0,0.098,0.1675,0.9443,0.2655,10.94,1.09,8.76,12.65,6,1.86,22.15,0,,14202,1.009,8,19.3,159,1927,30424,0
18682,"Bryan Rust",9000,W,PIT,TOR,8402820,554539,1,1,,0.3403,0.4768,2.5529,0.73,0,0,0,0,0.0819,0.1455,0.8171,0.2274,10.86,1.21,8.5,12.17,7,2.05,21.74,0,,18682,0.828,7.76,20.1,159,1927,30873,0
18500,"Chris Tanev",2000,D,TOR,PIT,8402820,547709,3,,,0.0247,0.1975,0.55,1.9703,0,0,0,0,0,0,0.2222,0,5.6,2.8,4.99,7.01,8,0.43,11.99,0,,18500,0.633,3.78,17.2,164,2146,29877,1
14456,"Erik Karlsson",8400,D,PIT,TOR,8402820,456827,1,1,,0.1173,0.5779,2.2319,1.0374,0,0,0,0,0.053,0.1791,0.6952,0.2321,9.35,1.11,7.06,10.34,9,2.04,18.39,0,,14456,0.551,6.68,23.9,159,1927,30218,0
18812,"Brett Kulak",2000,D,PIT,TOR,8402820,681417,2,,,0.0488,0.1968,1.2155,1.2573,0,0,0,0,0,0,0.2456,0,5.43,2.72,4.93,6.91,10,0.32,11.74,0,,18812,0.853,3.98,18.9,159,1927,30330,0
556145,"Simon Benoit",2000,D,TOR,PIT,8402820,1139762,1,,,0.0231,0.1275,0.6222,1.3947,0,0,0,0,0,0,0.1506,0,4.23,2.12,4.62,6.49,11,0,10.14,0,,556145,2.503,3.92,15.8,164,2146,83042,1
37726,"Stuart Skinner",9400,G,PIT,TOR,8402820,1057186,,,C,0,0,0,0,0.4717,22.8954,3.2311,0.0448,0,0,0,0,9,0.96,8.12,10.37,12,0.59,19.39,0,,37726,0,6.87,,159,1927,83388,0
5274086,"Jack St. Ivany",2000,D,PIT,TOR,8402820,1121582,3,,,0.0257,0.1485,0.7205,1.1645,0,0,0,0,0,0,0.1742,0,4.05,2.03,4.58,6.44,13,0,9.91,0,,5274086,1.599,3.43,14.2,159,1927,243384,0
4598299,"Matthew Knies",8000,W,TOR,PIT,8402820,1321672,1,1,,0.2922,0.4941,1.9097,0.5074,0,0,0,0,0.0615,0.1111,0.7863,0.1726,8.95,1.12,7.79,11.28,14,0.88,18.92,0,,4598299,2.483,7.47,19.4,164,2146,165026,1
4256179,"Bobby McMann",5000,W,TOR,PIT,8402820,1384791,3,,,0.2089,0.1771,1.6632,0.3352,0,0,0,0,0,0,0.386,0,5.85,1.17,6.32,8.85,15,0,13.94,0,,4256179,1.851,4.89,12.8,164,2146,246344,1
4640616,"Ville Koivunen",2000,W,PIT,TOR,8402820,1321662,3,,,0.1019,0.2064,1.1259,0.4321,0,0,0,0,0,0,0.3083,0,4.36,2.18,5.33,7.63,16,0,11.18,0,,4640616,0.637,3.31,12.1,159,1927,164964,0
415294,"Connor Dewar",2000,W,PIT,TOR,8402820,1121552,4,,,0.1329,0.1512,1.303,0.5169,0,0,0,0,0,0,0.2841,0,4.76,2.38,5.08,7.11,17,0,11.26,0,,415294,2.221,4.33,13.3,159,1927,75442,0
1280041,"Matias Maccelli",2400,W,TOR,PIT,8402820,1172295,2,2,,0.1697,0.415,1.2779,0.2651,0,0,0,0,0.0354,0.1126,0.5847,0.148,6,2.5,6.49,9.48,18,0,14.31,0,,1280041,0.411,4.5,14.8,164,2146,92032,1
2561365,"Ryan Shea",2000,D,PIT,TOR,8402820,878272,3,,,0.0362,0.1541,0.698,1.0382,0,0,0,0,0,0,0.1903,0,3.9,1.95,4.55,6.42,19,0,9.72,0,,2561365,0.782,2.96,15.5,159,1927,161705,0
927648,"Joseph Woll",9800,G,TOR,PIT,8402820,920370,,,B,0,0,0,0,0.5556,24.3214,2.9885,0.0584,0,0,0,0,11.23,1.15,8.63,10.94,20,2.29,22.28,0,,927648,0,8.96,,164,2146,87778,1
2709152,"Dakota Joshua",2000,W,TOR,PIT,8402820,831491,4,,,0.1529,0.1733,0.8714,0.5201,0,0,0,0,0,0,0.3262,0,4.38,2.19,5.14,7.31,21,0,10.96,0,,2709152,3.158,4.58,12.3,164,2146,91635,1
34592,"William Nylander",9600,W,TOR,PIT,8402820,831073,2,2,,0.3574,0.5455,2.3632,0.35,0,0,0,0,0.0711,0.1628,0.9029,0.2339,10.4,1.08,8.76,12.64,22,1.32,21.61,0,,34592,0.371,7.34,17.5,164,2146,30259,1
14243,"John Tavares",8600,C,TOR,PIT,8402820,504244,2,2,,0.3342,0.4569,2.4859,0.4346,0,0,0,0,0.0713,0.1208,0.7911,0.1921,10.08,1.17,8.48,12.14,23,1.29,20.93,0,,14243,1.3,7.5,16.7,164,2146,30048,1
17394,"Rickard Rakell",8200,C,PIT,TOR,8402820,600132,2,1,,0.2784,0.3716,2.513,0.6818,0,0,0,0,0.0815,0.1132,0.65,0.1947,9.59,1.17,7.73,11,24,1.58,19.48,0,,17394,1.395,7.15,18,159,1927,30661,0
35785,"Auston Matthews",10800,C,TOR,PIT,8402820,920210,1,1,,0.5643,0.5098,3.3534,1.2632,0,0,0,0,0.1194,0.1269,1.0741,0.2463,15.67,1.45,10.63,14.99,25,4.66,29.28,0,,35785,0.956,10.64,20.6,164,2146,31478,1
37682,"Nicolas Roy",3600,C,TOR,PIT,8402820,878234,3,2,,0.178,0.3015,1.3288,0.5367,0,0,0,0,0.0336,0.0683,0.4795,0.1019,6,1.67,6.25,9.03,26,0,14,0,,37682,1.108,4.74,16.2,164,2146,37824,1
35901,"Troy Stecher",4400,D,TOR,PIT,8402820,914413,2,,,0.0472,0.1779,1.031,1.4515,0,0,0,0,0,0,0.2251,0,5.39,1.23,4.88,6.87,27,0.33,11.64,0,,35901,1.198,4.08,20.8,164,2146,31472,1
14425,"Oliver Ekman-Larsson",5600,D,TOR,PIT,8402820,504257,3,2,,0.0964,0.3818,1.5404,1.0614,0,0,0,0,0.0299,0.0915,0.4782,0.1214,6.96,1.24,6.24,9.07,28,0.5,14.95,0,,14425,1.5,5.52,21.3,164,2146,30716,1
1283125,"Steven Lorentz",2000,W,TOR,PIT,8402820,878389,4,,,0.1035,0.1516,0.9829,0.6202,0,0,0,0,0,0,0.2551,0,4.18,2.09,5.01,7.06,29,0,10.59,0,,1283125,2.212,3.94,11.9,164,2146,82844,1
2032778,"Nicholas Robertson",2600,W,TOR,PIT,8402820,1172248,3,1,,0.2252,0.234,1.6766,0.4343,0,0,0,0,0.0582,0.0678,0.4592,0.126,6.47,2.49,6.47,9.12,30,0,14.75,0,,2032778,1.058,4.99,12.9,164,2146,112791,1
1278989,"Parker Wotherspoon",3000,D,PIT,TOR,8402820,878258,1,,,0.038,0.199,0.9271,1.4127,0,0,0,0,0,0,0.237,0,5.18,1.73,4.84,6.84,31,0.17,11.38,0,,1278989,1.969,4.35,20.6,159,1927,83305,0
9012043,"Ben Kindel",7200,C,PIT,TOR,8402820,1591877,3,2,,0.2403,0.26,1.9624,0.7351,0,0,0,0,0.0324,0.0402,0.5003,0.0726,7.73,1.07,6.74,9.5,32,0.75,16.36,0,,9012043,0.796,5.61,14.8,159,1927,622949,0
31696,"Max Domi",4800,W,TOR,PIT,8402820,741442,1,1,,0.168,0.3737,1.4698,0.3716,0,0,0,0,0.0415,0.0954,0.5417,0.1369,6.25,1.3,6.56,9.53,33,0,14.65,0,,31696,0.615,4.72,14.7,164,2146,30713,1
31723,"Scott Laughton",2800,C,TOR,PIT,8402820,659866,4,,,0.1398,0.1809,1.2011,0.556,0,0,0,0,0,0,0.3207,0,4.87,1.74,5.23,7.38,34,0,11.56,0,,31723,1.782,4.21,12.8,164,2146,30037,1
16947,"Kris Letang",6800,D,PIT,TOR,8402820,339745,2,2,,0.1021,0.3748,1.7188,1.2608,0,0,0,0,0.0212,0.0499,0.4769,0.0711,7.67,1.13,6.37,9.18,35,1.07,15.82,0,,16947,1.574,5.91,21.3,159,1927,30431,0
16727,"Morgan Rielly",7600,D,TOR,PIT,8402820,659812,1,1,,0.1118,0.5202,1.9187,1.5104,0,0,0,0,0.0359,0.1612,0.632,0.1971,9.3,1.22,7.08,10.38,36,1.97,18.36,0,,16727,0.82,6.69,21.3,164,2146,29818,1
1279638,"Thomas Novak",6400,W,PIT,TOR,8402820,878206,1,2,,0.2221,0.2986,1.7389,0.4868,0,0,0,0,0.0268,0.0501,0.5207,0.0769,6.99,1.09,6.62,9.4,37,0.13,15.46,0,,1279638,0.437,5.01,15.9,159,1927,92057,0
6680372,"Rutger McGroarty",3200,W,PIT,TOR,8402820,1394914,3,,,0.1585,0.1913,1.5637,0.3595,0,0,0,0,0,0,0.3498,0,5.35,1.67,5.27,7.41,38,0,12.1,0,,6680372,1.261,4.27,12.5,159,1927,204720,0
31729,"Andrew Copp",3700,C,DET,DAL,8402810,744810,2,2,,0.1578,0.3221,1.37,0.6197,0,0,0,0,0.0228,0.0574,0.4799,0.0802,6.14,1.66,5.81,8.43,39,0.12,13.58,0.3,,31729,0.534,4.53,16.7,172,2075,30594,1,
31730,"Alexander Wennberg",4300,C,SJS,VGK,8403010,741444,2,1,,0.1479,0.3997,1.1877,1.163,0,0,0,0,0.0336,0.095,0.5476,0.1286,7.1,1.65,6.18,9.02,40,0.7,15.01,0,,31730,0.551,5.18,20.1,184,1950,30199,0
16760,"Hampus Lindholm",3400,D,BOS,MTL,8402840,659813,2,2,,0.0763,0.3567,1.5119,1.3281,0,0,0,0,0.0224,0.0717,0.433,0.0941,7.09,2.09,5.62,8.08,41,1.27,14.28,1.3,,16760,0.778,5.16,22.4,160,2153,31037,1,
17172,"Mark Stone",6000,W,VGK,SJS,8403010,556369,1,1,,0.4091,0.8216,2.4893,0.6212,0,0,0,0,0.136,0.297,1.2307,0.433,13.05,2.18,10,14.62,42,2.69,25.85,25.3,,17172,0.664,9.4,18.6,185,180961,31019,1,
34491,"Mike Reilly",2500,D,CAR,FLA,8402830,610577,4,,,0.0069,0.0267,0.2182,0.1344,0,0,0,0,0,0,0.0336,0,0.78,0.31,4.21,5.96,43,0,6.17,0,,34491,0.116,0.56,2.1,165,2181,30298,1
31746,"Radek Faksa",2500,C,DAL,DET,8402810,659857,4,,,0.0739,0.1144,0.7041,0.5816,0,0,0,0,0,0,0.1883,0,3.25,1.3,4.44,6.3,44,0,8.93,0,,31746,1.117,2.75,11.4,181,1954,30523,0
17211,"Marcus Foligno",2500,W,MIN,NSH,8402850,522049,4,,,0.1477,0.1664,0.9113,0.6126,0,0,0,0,0,0,0.3141,0,4.51,1.8,5.14,7.31,45,0,11.09,0,,17211,2.693,4.42,12.5,178,1938,30272,1
18467,"Anthony Duclair",2800,W,NYI,NJD,8402860,743259,3,2,,0.1835,0.2486,1.2651,0.5164,0,0,0,0,0.0355,0.0671,0.4321,0.1026,5.64,2.01,5.86,8.34,46,0,13.14,0.3,,18467,0.542,4.2,13.6,156,2135,30344,1,
34547,"Nick Jensen",2500,D,OTT,BUF,8402870,733469,3,,,0.0272,0.1831,0.6726,1.0369,0,0,0,0,0,0,0.2103,0,3.93,1.57,4.71,6.72,47,0,9.96,0,,34547,0.794,3,14.7,163,2050,30618,1
893763,"Will Borgen",2500,D,NYR,WSH,8402790,878229,2,,,0.0449,0.1676,1.0159,1.4951,0,0,0,0,0,0,0.2125,0,5.41,2.16,4.88,6.87,48,0.35,11.66,0,,893763,1.893,4.4,18.2,157,2059,83676,0
36584,"Clayton Keller",6700,W,UTA,COL,8402920,920216,1,1,,0.2864,0.5049,2.4638,0.5037,0,0,0,0,0.0803,0.1781,0.7913,0.2584,9.97,1.49,7.96,11.42,49,1.72,20.16,1.7,,36584,0.32,6.99,19.1,183,2005,32089,0,
37698,"Alex DeBrincat",7900,W,DET,DAL,8402810,920337,2,1,,0.4407,0.4928,3.314,0.421,0,0,0,0,0.1305,0.173,0.9335,0.3035,12.9,1.63,9.26,13.1,50,3.31,24.75,4,,37698,0.663,8.83,17.9,172,2075,37837,1,
1279401,"Rodrigo Abols",2500,C,PHI,CHI,8402940,920579,4,,,0.1054,0.1435,1.0242,0.3958,0,0,0,0,0,0,0.2489,0,3.85,1.54,5,7.04,51,0,10.25,0,,1279401,1.104,3.18,10.2,158,2229,92052,0
2075138,"Nico Sturm",2500,C,MIN,NSH,8402850,1163937,4,,,0.1178,0.1297,0.9604,0.5078,0,0,0,0,0,0,0.2475,0,3.97,1.59,4.99,7.03,52,0,10.36,0,,2075138,1.138,3.26,11.2,178,1938,87741,1
4200188,"Nick Blankenburg",2900,D,NSH,MIN,8402850,1382727,3,2,,0.092,0.2274,1.5616,1.0958,0,0,0,0,0.0343,0.0427,0.3194,0.077,6.22,2.14,5.55,7.84,53,0.47,13.32,0,,4200188,0.976,4.65,17.5,173,1959,184512,0
34619,"Scott Wedgewood",8500,G,COL,UTA,8402920,554543,,,C,0,0,0,0,0.7143,22.8491,2.5309,0.0909,0,0,0,0,12.34,1.45,7.46,9.81,54,4.61,21.89,5.3,,34619,0,10.4,,176,2155,29973,1,
14246,"Casey Cizikas",2500,C,NYI,NJD,8402860,521884,4,,,0.0998,0.117,0.846,0.7401,0,0,0,0,0,0,0.2168,0,3.97,1.59,5.01,7.06,55,0,10.38,0,,14246,1.856,3.58,11,156,2135,30928,1
16700,"Rasmus Ristolainen",2800,D,PHI,CHI,8402940,741411,3,,,0.0483,0.1951,1.2614,1.3948,0,0,0,0,0,0,0.2434,0,5.74,2.05,4.93,6.91,56,0.63,12.05,1,,16700,1.722,4.59,18.6,158,2229,31067,0,
35939,"Jonny Brodzinski",2500,C,NYR,WSH,8402790,744965,3,2,,0.1324,0.1695,1.3308,0.4262,0,0,0,0,0.0181,0.0265,0.3019,0.0446,4.75,1.9,5.21,7.36,57,0,11.42,0,,35939,0.631,3.57,11.8,157,2059,31397,0
17079,"Brian Dumoulin",2500,D,LAK,SEA,8402910,654336,3,,,0.0403,0.2172,0.9177,1.3449,0,0,0,0,0,0,0.2575,0,5.16,2.06,5.02,7.16,58,0,11.59,0,,17079,0.994,3.87,18.3,182,2054,30426,1
18719,"Pheonix Copley",8200,G,LAK,SEA,8402910,823923,,,B,0,0,0,0,0.7059,19.7004,2.2183,0.1162,0,0,0,0,11.15,1.36,6.92,9.27,59,3.98,20.01,2.7,,18719,0,9.4,,182,2054,30543,1,
34585,"Mike Matheson",4100,D,MTL,BOS,8402840,659869,1,,,0.0932,0.285,1.4096,2.1053,0,0,0,0,0,0,0.3782,0,8.23,2.01,5.96,8.4,60,2.06,15.86,2.3,,34585,0.922,5.68,24.3,162,2017,30000,0,
31745,"Vincent Hinostroza",2500,W,MIN,NSH,8402850,681550,4,,,0.0863,0.1464,0.8269,0.2821,0,0,0,0,0,0,0.2327,0,3.21,1.28,4.92,6.97,61,0,9.51,0,,31745,0.696,2.56,8.9,178,1938,30786,1
34514,"Phillip Danault",3500,C,MTL,BOS,8402840,600128,3,,,0.1452,0.2218,1.2711,0.6546,0,0,0,0,0,0,0.367,0,5.41,1.55,5.41,7.7,62,0,12.33,0,,34514,0.888,4.13,14.7,162,2017,31116,0
1394916,"Noah Ostlund",2600,W,BUF,OTT,8402870,1394916,2,,,0.1227,0.1683,0.9251,0.5234,0,0,0,0,0,0,0.291,0,4.18,1.61,5.14,7.31,63,0,10.76,0,,1394916,0.474,3.09,12.1,161,2004,204710,0
555386,"Trent Frederic",2500,W,EDM,CGY,8402880,920239,4,,,0.1135,0.136,0.9934,0.435,0,0,0,0,0,0,0.2495,0,3.9,1.56,4.97,7.02,64,0,10.26,0,,555386,1.912,3.61,9.8,177,1953,82490,1
556106,"Jalen Chatfield",2500,D,CAR,FLA,8402830,893575,2,,,0.0806,0.1935,1.3568,1.1134,0,0,0,0,0,0,0.2741,0,5.67,2.27,5.32,7.48,65,0.16,12.48,0.7,,556106,1.009,4.23,19.2,165,2181,37855,1,
18681,"Ryan Pulock",3800,D,NYI,NJD,8402860,741446,1,,,0.0764,0.289,1.5521,2.2035,0,0,0,0,0,0,0.3654,0,8.58,2.26,5.56,7.84,66,2.82,15.7,1.3,,18681,1.495,6.12,22.1,156,2135,30776,1,
14298,"Sergei Bobrovsky",7400,G,FLA,CAR,8402830,545448,,,C,0,0,0,0,0.4444,24.5642,3.1214,0.0502,0,0,0,0,10.53,1.42,8.58,10.8,67,1.64,21.51,3.7,,14298,0,8.04,,166,2047,30440,0,
18545,"Shayne Gostisbehere",5700,D,CAR,FLA,8402830,680770,2,1,,0.1159,0.5573,1.7345,1.0872,0,0,0,0,0.0647,0.2773,0.6732,0.342,8.43,1.48,6.97,10.28,68,1.21,17.35,0,,18545,0.682,6.26,20.3,165,2181,30044,1
17077,"Cody Ceci",2500,D,LAK,SEA,8402910,659859,3,,,0.041,0.2009,0.8969,1.2975,0,0,0,0,0,0,0.2419,0,4.98,1.99,5.02,7.16,69,0,11.41,0,,17077,0.922,3.71,16.9,182,2054,30249,1
18560,"Barclay Goodrow",2500,W,SJS,VGK,8403010,790352,4,,,0.0839,0.0999,0.7573,0.7775,0,0,0,0,0,0,0.1838,0,3.67,1.47,4.98,7.03,70,0,10.04,0,,18560,1.503,3.19,11.6,184,1950,30687,0
31684,"Ben Hutton",3100,D,VGK,SJS,8403010,681485,2,2,,0.0745,0.2078,1.8055,1.2603,0,0,0,0,0.0148,0.0214,0.2823,0.0362,6.68,2.15,5.27,7.37,71,1.22,13.43,2.3,,31684,0.85,4.79,16.2,185,180961,30700,1,
35781,"Mikhail Sergachev",5400,D,UTA,COL,8402920,920218,1,1,,0.105,0.4702,1.6524,2.0357,0,0,0,0,0.049,0.1336,0.5752,0.1826,9.56,1.77,6.81,9.86,72,2.5,18.28,0.3,,35781,0.94,6.76,23.5,183,2005,31482,0,
5245899,"Reid Schaefer",2500,W,NSH,MIN,8402850,1394928,4,,,0.1236,0.1185,1.0207,0.54,0,0,0,0,0,0,0.2421,0,4.11,1.64,5.02,7.07,73,0,10.54,0,,5245899,1.399,3.48,10.4,173,1959,204721,0
17113,"Valeri Nichushkin",4500,W,COL,UTA,8402920,741413,2,2,,0.357,0.3359,2.1634,0.4097,0,0,0,0,0.0243,0.0483,0.6929,0.0726,8.98,2,7.94,11.27,74,0.75,19.14,5,,17113,1.117,6.65,16.6,176,2155,30530,1,
34834,"Jason Dickinson",2900,C,CHI,PHI,8402940,741469,3,,,0.1738,0.2029,1.3555,0.7044,0,0,0,0,0,0,0.3767,0,5.78,1.99,5.88,8.36,75,0,13.31,1,,34834,1.645,4.74,16.7,170,2205,30521,1,
2296274,"Connor Zary",2900,W,CGY,EDM,8402880,1248091,3,,,0.1719,0.2185,1.3142,0.4271,0,0,0,0,0,0,0.3904,0,5.31,1.83,5.85,8.33,76,0,12.8,0,,2296274,0.618,3.96,13.3,175,2134,158630,0
896240,"Victor Olofsson",2800,W,COL,UTA,8402920,831548,3,2,,0.1918,0.1953,1.345,0.2458,0,0,0,0,0.035,0.0371,0.3871,0.0721,5.13,1.83,5.68,8.03,77,0,12.4,0.7,,896240,0.39,3.75,10.7,176,2155,81307,1,
17150,"Taylor Hall",3000,W,CAR,FLA,8402830,550751,3,2,,0.1777,0.3075,1.5239,0.495,0,0,0,0,0.0348,0.0851,0.4852,0.1199,6.28,2.09,6.3,9.07,78,0,14.34,0.7,,17150,0.67,4.71,14.4,165,2181,30960,1,
5278036,"Matt Savoie",2900,W,EDM,CGY,8402880,1394907,3,2,,0.1642,0.1954,1.3313,0.4513,0,0,0,0,0.0139,0.0208,0.3596,0.0347,5.2,1.79,5.7,8.05,79,0,12.5,0.3,,5278036,0.551,3.84,13.5,177,1953,204712,1,
5274487,"Ivan Miroshnichenko",2500,W,WSH,NYR,8402790,1394918,4,,,0.0867,0.1486,0.9829,0.3607,0,0,0,0,0,0,0.2353,0,3.59,1.44,4.96,7.01,80,0,9.94,0,,5274487,1.256,3.09,9.1,168,2232,204715,1
36587,"Tyson Jost",2500,W,NSH,MIN,8402850,920219,3,,,0.096,0.1647,1.1682,0.4267,0,0,0,0,0,0,0.2607,0,4.15,1.66,5.16,7.33,81,0,10.75,0,,36587,1.131,3.4,12.4,173,1959,32100,0
6422693,"Igor Chernyshov",3200,W,SJS,VGK,8403010,1428062,1,2,,0.2205,0.2504,1.8815,0.4865,0,0,0,0,0.0331,0.0424,0.4709,0.0755,6.94,2.17,6.62,9.4,82,0.08,15.41,0.3,,6422693,1.031,5.25,14.4,184,1950,449712,0,
14207,"Steven Stamkos",4700,W,NSH,MIN,8402850,456624,1,1,,0.3212,0.3392,2.2117,0.4667,0,0,0,0,0.0965,0.1128,0.6604,0.2093,8.88,1.89,7.94,11.27,83,0.65,19.04,4,,14207,0.846,6.49,16.8,173,1959,30516,0,
58046,"Connor Ingram",8400,G,EDM,CGY,8402880,893577,,,C,0,0,0,0,0.6154,24.7179,2.9194,0.063,0,0,0,0,12,1.43,8.63,10.94,84,3.06,23.05,6,,58046,0,9.76,,177,1953,40250,1,
37715,"Ryan Lomberg",2500,W,CGY,EDM,8402880,894479,4,,,0.0774,0.0925,0.8714,0.262,0,0,0,0,0,0,0.1699,0,2.9,1.16,4.47,6.31,85,0,8.62,0,,37715,1.476,2.71,8.2,175,2134,31513,0
16904,"Nikita Zadorov",3000,D,BOS,MTL,8402840,741448,1,,,0.0783,0.2334,1.2633,1.3116,0,0,0,0,0,0,0.3117,0,6.1,2.03,5.11,7.24,86,0.81,12.64,1,,16904,2.721,5.34,21.5,160,2153,30682,1,
2296000,"Anton Lundell",5200,C,FLA,CAR,8402830,1248081,1,2,,0.2361,0.3673,1.9982,0.9076,0,0,0,0,0.0264,0.0644,0.6034,0.0908,8.61,1.66,7.2,10.31,87,1.15,17.83,0.7,,2296000,1.242,6.46,18.4,166,2047,158644,0,
37986,"Dominic Toninato",2500,C,CHI,PHI,8402940,681443,4,,,0.1175,0.1331,0.9353,0.3214,0,0,0,0,0,0,0.2506,0,3.64,1.46,4.96,7.01,88,0,9.99,0,,37986,1.36,3.17,9.9,170,2205,37925,1
1287130,"Brandon Duhaime",2500,W,WSH,NYR,8402790,920429,4,,,0.0928,0.1276,0.9593,0.665,0,0,0,0,0,0,0.2204,0,4.01,1.6,5.01,7.06,89,0,10.42,0,,1287130,2.159,3.77,12.1,168,2232,92011,1
