PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
409154,"Michael Porter Jr.",,,BKN,CHI,158041,1061724,-,33,25.5,7.29,2.44,4.05,2.49,1.55,0.25,27.94,32.79,35.23,1.8,9.73,10.5,5.12,10.2,3.8,3.11,20.7,9.17,40.82,40.82,42.92,33.11,53.7,0,0,0,32.76,38.6,42.92,46.98,53.62,56.41,68.57,0%,126,130,FRI,75295,1,409154,
1115132,"Nic Claxton",,,BKN,CHI,158041,1061682,-,28,14.02,6.69,3.71,0.05,1.05,0.57,1.46,17.73,20.71,24.42,2.03,10.4,9.71,5.77,0.27,4,2.33,9.98,5.82,32.65,32.65,31.66,24.41,39.6,0,0,0,24.37,28.64,31.66,34.93,39.7,41.71,51.76,0%,126,130,FRI,71024,3,1115132,
1115590,"Terance Mann",,,BKN,CHI,158041,879504,-,20,4.82,2.44,3,0.58,0.52,0.8,0.35,7.82,7.26,10.26,1.15,5.44,2.46,1.2,1.62,0.87,0.7,4.08,1.78,15.18,15.18,14.7,9.59,20.57,0,0,0,9.54,12.38,14.7,17.02,20.89,22.18,29.4,0%,126,130,FRI,74628,4,1115590,
3005094,"Day'Ron Sharpe",,,BKN,CHI,158041,1243725,,19,9.35,7.03,2.32,0.2,1.48,1.01,0.44,11.67,16.38,18.7,1.45,9.35,5.9,3.41,0.81,2.86,1.92,6.71,3.61,24.14,24.14,23.98,17.4,30.85,0,0,0,17.16,21.2,23.98,26.5,30.8,32.56,40.89,0%,126,130,FRI,148967,5,3005094,
3005097,"Cam Thomas",,,BKN,CHI,158041,1232020,,24,15.99,2.09,2.57,1.66,1.42,0.37,0.21,18.56,18.08,20.65,0.58,4.66,8,3.49,4.62,4.65,4.02,12.62,5.15,22.67,22.67,23.74,16.76,31.81,0,0,0,16.42,20.46,23.74,26.52,31.57,33.34,42.18,0%,126,130,FRI,149404,6,3005097,
4878197,"Noah Clowney",,,BKN,CHI,158041,1401380,,30,12.46,3.91,2.01,2.21,1.43,1.2,0.91,14.47,16.37,18.38,2.11,5.92,3.81,1.44,6.82,3.74,2.97,10.63,3.65,25.07,25.07,24.98,18.05,33.27,0,0,0,17.66,21.7,24.98,27.76,33.31,35.07,43.9,0%,126,130,FRI,244975,12,4878197,
8985497,"Drake Powell",,,BKN,CHI,158041,1542179,,24,8.83,2.93,1.27,1.34,0.9,0.7,0.3,10.1,11.76,13.03,1,4.2,4.06,1.77,3.89,1.7,1.25,7.95,3.11,16.35,16.35,16.62,10.65,23.31,0,0,0,10.65,14.02,16.62,19.48,23.63,25.19,33.76,0%,126,130,FRI,503267,16,8985497,
8985498,"Egor Demin",,,BKN,CHI,158041,1523978,,28.5,10.38,2.9,3.91,1.75,1.12,0.96,0.13,14.29,13.28,17.19,1.09,6.81,4.11,1.76,5.03,2.06,1.63,9.14,3.51,21.88,21.88,22.37,15.72,30.13,0,0,0,15.51,19.57,22.37,25.42,30.25,32.03,41.69,0%,126,130,FRI,455367,17,8985498,
8985499,"Danny Wolf",,,BKN,CHI,158041,1415928,,16,5.64,3.23,1.31,0.64,0.46,0.52,0.25,6.95,8.87,10.18,0.77,4.54,3.02,1.37,1.85,1.26,0.99,4.87,2.01,13.33,13.33,13.27,8.3,19.11,0,0,0,8.17,10.97,13.27,15.31,19.14,20.42,26.8,0%,126,130,FRI,247158,18,8985499,
8998170,"Nolan Traore",,,BKN,CHI,158041,1590550,,17.5,5.94,1.38,2.26,0.77,0.72,0.55,0.13,8.2,7.32,9.58,0.68,3.64,2.95,1.28,2.22,1.29,1.07,5.17,2.05,12.31,12.31,12.44,7.36,18.2,0,0,0,7.26,10.11,12.44,14.77,18.4,19.96,26.95,0%,126,130,FRI,622357,20,8998170,
13296,"Nikola Vucevic",,,CHI,BKN,158041,457598,,32,17.46,10.5,3.98,1.69,1.46,0.7,0.98,21.44,27.96,31.94,1.68,14.48,10.39,5.42,4.57,1.94,1.55,14.96,7.11,39.61,39.61,40.82,32.09,50.42,0,0,0,32,36.79,40.82,44.6,50.4,52.66,63.25,0%,130,126,FRI,12334,22,13296,
408969,"Kevin Huerter",,,CHI,BKN,158041,944785,,24,9.75,4,2.56,1.59,0.94,1.29,0.48,12.31,13.75,16.31,1.77,6.56,4.8,2.1,4.82,1.04,0.78,9.62,3.69,22.76,22.76,22.46,15.59,30.18,0,0,0,15.65,19.43,22.46,25.74,30.28,32.05,41.39,0%,130,126,FRI,70259,24,408969,
1115205,"Coby White",,,CHI,BKN,158041,1138387,,30,18.72,3.67,4.6,2.53,3.09,0.6,0.02,23.32,22.39,26.99,0.62,8.27,7.92,3.56,7.32,4.74,4.03,15.24,6.09,28.79,28.79,31.2,22.89,39.97,0,0,0,22.83,27.65,31.2,34.5,40.08,42.36,52.76,0%,130,126,FRI,86731,26,1115205,
2439190,"Patrick Williams",,,CHI,BKN,158041,1174904,,17,5.79,2.86,1.1,1.04,0.69,0.73,0.17,6.89,8.65,9.75,0.9,3.96,2.66,1.01,2.75,0.9,0.65,5.41,2.05,12.88,12.88,12.99,7.78,18.83,0,0,0,7.79,10.65,12.99,15.07,18.97,20.52,27.28,0%,130,126,FRI,91367,27,2439190,
2439210,"Isaac Okoro",,,CHI,BKN,158041,1193432,,26.5,8.34,3.47,1.06,1.25,0.58,0.71,0.51,9.4,11.81,12.87,1.22,4.53,3.48,1.66,3.43,1.79,1.28,6.91,2.91,17.17,17.17,17.04,11.3,23.78,0,0,0,11.36,14.46,17.04,19.88,24.01,25.56,33.05,0%,130,126,FRI,92179,28,2439210,
2439441,"Tre Jones",,,CHI,BKN,158041,1132030,,26.5,11.24,3.13,6.71,0.74,1.27,0.69,0.09,17.95,14.37,21.08,0.78,9.84,6.11,3.31,2.18,2.83,2.41,8.29,4.05,26.13,26.13,26.65,19.58,34.47,0,0,0,19.54,23.6,26.65,29.7,34.52,36.57,45.94,0%,130,126,FRI,161288,29,2439441,
2439601,"Jalen Smith",,,CHI,BKN,158041,1133792,,17.5,7.34,6.21,1.04,1.04,0.84,0.33,0.81,8.38,13.55,14.59,1.14,7.25,3.19,1.51,3.06,1.59,1.2,6.25,2.55,18.93,18.93,19.08,13.13,25.93,0,0,0,12.97,16.54,19.08,21.37,25.95,27.73,36.12,0%,130,126,FRI,70255,30,2439601,
3005172,"Ayo Dosunmu",,,CHI,BKN,158041,1133782,,28,13.18,3.48,4.83,1.73,1.52,0.92,0.29,18.01,16.66,21.49,1.21,8.31,6.26,3.16,4.26,1.97,1.66,10.52,4.89,26.71,26.71,27.33,19.57,35.79,0,0,0,19.67,24.01,27.33,30.65,36.01,38.08,47.51,0%,130,126,FRI,72047,31,3005172,
