PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",4000,C,DET,TOR,8404900,744810,2,2,,0.1885,0.3626,1.6088,0.6573,0,0,0,0,0.0245,0.0657,0.5511,0.0902,7.08,1.77,6.59,9.57,1,0.25,15.52,7.8,,31729,0.564,5.17,17.7,172,2075,30594,0,
18467,"Anthony Duclair",3500,W,NYI,SEA,8404970,743259,1,1,,0.2711,0.3433,1.8383,0.5607,0,0,0,0,0.0651,0.1112,0.6144,0.1763,7.93,2.27,7.3,10.42,2,0.37,17.27,6.2,,18467,0.583,5.78,16.9,156,2135,30344,0,
36584,"Clayton Keller",6900,W,UTA,PHI,8404950,920216,1,1,,0.3962,0.6863,2.5081,0.376,0,0,0,0,0.1172,0.2561,1.0825,0.3733,11.82,1.71,9.6,13.94,3,1.87,24.11,10,,36584,0.32,8.35,19.2,183,2005,32089,1,
37698,"Alex DeBrincat",7500,W,DET,TOR,8404900,920337,2,1,,0.4404,0.4958,3.3247,0.4093,0,0,0,0,0.12,0.1702,0.9362,0.2902,12.92,1.72,9.26,13.1,4,3.33,24.77,13.4,,37698,0.641,8.83,17.8,172,2075,37837,0,
34619,"Scott Wedgewood",8500,G,COL,ANA,8404920,554543,,,C,0,0,0,0,0.75,23.8153,2.6007,0.086,0,0,0,0,12.98,1.53,7.98,10.33,5,4.71,23.19,12.7,,34619,0,10.99,,176,2155,29973,1,
14246,"Casey Cizikas",2500,C,NYI,SEA,8404970,521884,4,,,0.1085,0.1158,0.9381,0.6712,0,0,0,0,0,0,0.2243,0,4.06,1.62,5.01,7.06,6,0,10.47,0.2,,14246,1.795,3.62,11.4,156,2135,30928,0,
37907,"Connor Clifton",2500,D,PIT,CGY,8404980,744943,3,,,0.0363,0.1801,0.9359,1.8453,0,0,0,0,0,0,0.2164,0,5.92,2.37,4.93,6.93,7,0.81,12.23,1.4,,37907,3.158,5.3,16.3,159,1927,82491,0,
6231006,"Maxim Tsyplakov",2500,W,NYI,SEA,8404970,1072913,4,,,0.0944,0.1535,1.0102,0.3209,0,0,0,0,0,0,0.2479,0,3.66,1.46,5,7.04,8,0,10.06,1,,6231006,1.236,3.13,9.6,156,2135,363028,0,
5721344,"Cutter Gauthier",6600,W,ANA,COL,8404920,1394905,3,1,,0.3374,0.2934,3.0097,0.5642,0,0,0,0,0.0981,0.0828,0.6308,0.1809,10.47,1.59,8,11.15,9,2.18,20.71,2,,5721344,0.839,7.28,15.9,180,1997,204709,0,
17453,"Jake McCabe",2900,D,TOR,DET,8404900,660793,1,,,0.0514,0.303,0.9175,2.0285,0,0,0,0,0,0,0.3544,0,7.04,2.43,5.65,8.15,10,1.19,14.27,7,,17453,2.079,5.51,21.4,164,2146,30280,1,
2578776,"Justin Brazeau",3000,W,PIT,CGY,8404980,956418,3,2,,0.2358,0.2312,1.6483,0.6061,0,0,0,0,0.0365,0.0412,0.467,0.0777,6.78,2.26,6.41,9.07,11,0.14,14.98,4.5,,2578776,1.601,5.43,12.3,159,1927,82518,0,
18681,"Ryan Pulock",3900,D,NYI,SEA,8404970,741446,1,,,0.0631,0.2497,1.4024,2.0469,0,0,0,0,0,0,0.3128,0,7.69,1.97,5.38,7.5,12,2.12,14.58,3.1,,18681,1.36,5.51,21.7,156,2135,30776,0,
34611,"Anthony Mantha",3200,W,PIT,CGY,8404980,741457,3,2,,0.212,0.2715,1.6207,0.5358,0,0,0,0,0.0312,0.0511,0.4835,0.0823,6.62,2.07,6.57,9.35,13,0,15.03,2.5,,34611,0.867,4.99,13.5,159,1927,30621,0,
6082975,"Liam Ohgren",2600,W,VAN,WSH,8404940,1394917,3,2,,0.1535,0.179,1.7329,0.5082,0,0,0,0,0.025,0.0327,0.3325,0.0577,5.77,2.22,5.38,7.51,14,0.2,12.66,2,,6082975,1.436,4.62,14,179,2129,204718,1,
35781,"Mikhail Sergachev",5500,D,UTA,PHI,8404950,920218,1,1,,0.1302,0.5886,1.8545,1.6656,0,0,0,0,0.063,0.2605,0.7188,0.3235,10.07,1.83,7.08,10.39,15,2.74,19.13,7.3,,35781,0.954,7.29,24,183,2005,31482,1,
2296155,"Egor Chinakhov",2700,W,PIT,CGY,8404980,1209293,2,2,,0.1878,0.2145,1.7331,0.4357,0,0,0,0,0.0277,0.0341,0.4023,0.0618,6.14,2.27,5.99,8.44,16,0,13.81,2.7,,2296155,1.171,4.77,12.9,159,1927,158667,0,
17113,"Valeri Nichushkin",5600,W,COL,ANA,8404920,741413,2,2,,0.3728,0.3656,2.1978,0.4236,0,0,0,0,0.0286,0.055,0.7384,0.0836,9.38,1.68,8.15,11.65,17,0.94,19.81,6,,17113,1.08,6.9,17,176,2155,30530,1,
34598,"Noel Acciari",2500,W,PIT,CGY,8404980,873205,4,,,0.1122,0.1201,1.0546,1.1799,0,0,0,0,0,0,0.2323,0,5.19,2.08,5.12,7.17,18,0,11.74,0.3,,34598,1.804,4.29,13.1,159,1927,31008,0,
2296274,"Connor Zary",3200,W,CGY,PIT,8404980,1248091,1,1,,0.2483,0.3534,1.799,0.4264,0,0,0,0,0.0563,0.1157,0.6017,0.172,7.5,2.34,6.82,9.75,19,0.43,16.23,9.6,,2296274,0.707,5.57,16.6,175,2134,158630,1,
896240,"Victor Olofsson",3100,W,COL,ANA,8404920,831548,3,1,,0.3666,0.3985,2.2263,0.2919,0,0,0,0,0.1597,0.1856,0.7651,0.3453,9.34,3.01,8.14,11.64,20,0.91,19.76,23.6,,896240,0.464,6.72,16,176,2155,81307,1,
14204,"Alex Killorn",3500,W,ANA,COL,8404920,651621,2,2,,0.2206,0.248,1.8217,0.4989,0,0,0,0,0.0297,0.0428,0.4686,0.0725,6.86,1.96,6.47,9.12,21,0.16,15.14,1.8,,14204,1.053,5.2,18.2,180,1997,30512,0,
37715,"Ryan Lomberg",2500,W,CGY,PIT,8404980,894479,4,,,0.0844,0.1044,0.9229,0.278,0,0,0,0,0,0,0.1888,0,3.12,1.25,4.95,7,22,0,9.46,0.1,,37715,1.664,2.96,8.9,175,2134,31513,1,
34841,"Ross Johnston",2500,W,ANA,COL,8404920,789848,4,,,0.0604,0.1296,0.6869,0.5533,0,0,0,0,0,0,0.19,0,3.13,1.25,4.44,6.3,23,0,8.81,0.1,,34841,2.992,3.62,11.9,180,1997,30771,0,
1287130,"Brandon Duhaime",2500,W,WSH,VAN,8404940,920429,4,,,0.0948,0.1272,0.8801,0.5642,0,0,0,0,0,0,0.222,0,3.73,1.49,4.99,7.03,24,0,10.12,0.1,,1287130,1.86,3.45,10.9,168,2232,92011,0,
5277871,"Pavel Mintyukov",3000,D,ANA,COL,8404920,1394908,2,2,,0.0588,0.2836,1.108,1.6691,0,0,0,0,0.0164,0.0801,0.3424,0.0965,6.57,2.19,5.34,7.63,25,1.04,13.41,1.2,,5277871,1.099,4.86,19.2,180,1997,204737,0,
14155,"Jordan Eberle",4400,W,SEA,NYI,8404970,456834,1,1,,0.2749,0.3585,2.0026,0.4965,0,0,0,0,0.0648,0.1056,0.6334,0.1704,8.21,1.87,7.38,10.48,26,0.56,17.66,8.8,,14155,0.673,6,18.4,1179,182467,30312,1,
16668,"Nathan MacKinnon",10500,C,COL,ANA,8404920,741404,1,1,,0.6529,1.1545,4.6054,0.6847,0,0,0,0,0.2265,0.4765,1.8074,0.703,21.85,2.08,12.29,17.73,27,9.12,37.58,21.7,,16668,0.753,14.55,22.4,176,2155,30677,1,
