PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
31729,"Andrew Copp",3900,C,DET,OTT,8404660,744810,2,2,,0.2088,0.3894,1.5448,0.6824,0,0,0,0,0.0303,0.0699,0.5982,0.1002,7.33,1.88,7.03,10.17,1,0.05,16.33,16,,31729,0.552,5.36,16.8,172,2075,30594,1,
31746,"Radek Faksa",2500,C,DAL,TBL,8404700,659857,4,,,0.0656,0.102,0.6642,0.5822,0,0,0,0,0,0,0.1676,0,3.05,1.22,4.44,6.3,2,0,8.73,0,,31746,1.127,2.61,11.1,181,1954,30523,1,40
34547,"Nick Jensen",2600,D,OTT,DET,8404660,733469,2,,,0.0307,0.186,0.7331,1.1749,0,0,0,0,0,0,0.2167,0,4.32,1.66,4.74,6.74,3,0,10.39,0.3,,34547,0.82,3.25,16,163,2050,30618,0,
37698,"Alex DeBrincat",7200,W,DET,OTT,8404660,920337,2,1,,0.5193,0.5365,3.1305,0.4205,0,0,0,0,0.1566,0.1914,1.0558,0.348,13.48,1.87,10.01,14.32,4,3.11,26.29,22.7,,37698,0.629,9.3,17.3,172,2075,37837,1,
5274308,"Max Crozier",2900,D,TBL,DAL,8404700,1172319,3,,,0.0447,0.1789,1.3057,1.0642,0,0,0,0,0,0,0.2236,0,5.09,1.76,4.87,6.84,5,0.04,11.32,1,,5274308,1.295,4,15.8,167,2218,262433,0,
16699,"Zemgus Girgensons",2500,W,TBL,DAL,8404700,659858,3,,,0.115,0.1089,1.1774,0.6137,0,0,0,0,0,0,0.2239,0,4.35,1.74,5.02,7.07,6,0,10.78,1,,16699,2.411,4.12,14.4,167,2218,30275,0,
9190220,"Isaac Howard",2500,W,EDM,STL,8404690,1394927,3,2,,0.1188,0.1332,1.1152,0.2311,0,0,0,0,0.0117,0.0156,0.252,0.0273,3.79,1.52,4.99,7.03,7,0,10.18,1,,9190220,0.655,2.93,9.7,177,1953,204733,1,
555386,"Trent Frederic",2500,W,EDM,STL,8404690,920239,2,,,0.1282,0.1531,1.1092,0.4264,0,0,0,0,0,0,0.2813,0,4.27,1.71,5.01,7.05,8,0,10.68,1,,555386,2.289,4.06,11.6,177,1953,82490,1,
16667,"Cam Fowler",3300,D,STL,EDM,8404690,550762,3,,,0.0632,0.2703,1.0701,1.2139,0,0,0,0,0,0,0.3335,0,5.62,1.7,5.26,7.55,9,0.17,12.35,0.3,,16667,0.371,3.93,19.5,174,1944,30980,0,
5278036,"Matt Savoie",2500,W,EDM,STL,8404690,1394907,3,2,,0.1564,0.1922,1.3491,0.4623,0,0,0,0,0.011,0.0171,0.3486,0.0281,5.16,2.06,5.21,7.36,10,0,11.83,6,,5278036,0.538,3.8,14,177,1953,204712,1,
58046,"Connor Ingram",8200,G,EDM,STL,8404690,893577,,,B,0,0,0,0,0.6212,22.8849,2.7246,0.0758,0,0,0,0,11.3,1.38,7.43,9.73,11,3.6,20.81,16,,58046,0,9.28,,177,1953,40250,1,
14408,"James Reimer",7500,G,OTT,DET,8404660,446889,,,B,0,0,0,0,0.4386,24.0386,3.4678,0.0342,0,0,0,0,8.98,1.2,9.43,11.69,12,-0.79,21.05,10.7,,14408,0,6.65,,163,2050,30203,0,
6881419,"Justin Hryckowian",2500,C,DAL,TBL,8404700,1505690,3,,,0.1027,0.138,0.8489,0.3909,0,0,0,0,0,0,0.2407,0,3.52,1.41,4.96,7.01,13,0,9.87,0.3,,6881419,1.311,3.06,11.2,181,1954,501678,1,
31676,"Curtis Lazar",2500,C,EDM,STL,8404690,741449,4,,,0.0707,0.0929,0.6405,0.4253,0,0,0,0,0,0,0.1636,0,2.76,1.1,4.42,6.28,14,0,8.42,0.3,,31676,1.862,2.79,8.9,177,1953,30738,1,
2295911,"Jake Sanderson",6800,D,OTT,DET,8404660,1248071,1,1,,0.1417,0.4612,2.0228,1.8967,0,0,0,0,0.0634,0.1344,0.6029,0.1978,10.27,1.51,6.9,9.93,15,3.12,19.1,5,,2295911,0.645,7.04,23.9,163,2050,158608,0,
2296243,"Jake Neighbours",3800,W,STL,EDM,8404690,1248093,2,1,,0.286,0.2503,1.708,0.6412,0,0,0,0,0.0693,0.0637,0.5363,0.133,7.49,1.97,7.13,10.11,16,0.1,16.62,9.3,,2296243,2.176,6.22,16.6,174,1944,158699,0,
34544,"Esa Lindell",3600,D,DAL,TBL,8404700,680652,1,2,,0.0623,0.2395,1.149,2.193,0,0,0,0,0.0094,0.0195,0.3018,0.0289,7.47,2.08,5.26,7.4,17,2.02,14.2,4.7,,34544,0.897,5.14,23.6,181,1954,30528,1,
17151,"David Perron",2800,W,OTT,DET,8404660,392970,4,2,,0.1692,0.2271,1.144,0.2908,0,0,0,0,0.0497,0.0624,0.3963,0.1121,4.85,1.73,5.79,8.28,18,0,12.26,3,,17151,1.17,4,11.7,163,2050,30170,0,
31680,"Colton Parayko",4000,D,STL,EDM,8404690,680852,1,,,0.076,0.2543,1.3498,2.3152,0,0,0,0,0,0,0.3303,0,8.27,2.07,5.63,7.94,19,2.44,15.48,4.7,,31680,1.279,5.78,22.1,174,1944,30565,0,
2299114,"Gage Goncalves",3000,W,TBL,DAL,8404700,1248183,2,2,,0.1198,0.2071,0.9006,0.3505,0,0,0,0,0.0172,0.0348,0.3269,0.052,4.03,1.34,5.29,7.59,20,0,10.8,0,,2299114,0.999,3.32,11.9,167,2218,158693,0,40
2295913,"Ridly Greig",3100,W,OTT,DET,8404660,1248095,2,2,,0.1854,0.2293,1.4743,0.5847,0,0,0,0,0.0252,0.0417,0.4147,0.0669,6.01,1.94,5.93,8.39,21,0,13.6,2.3,,2295913,1.508,4.88,16.2,163,2050,158610,0,
34560,"Nick Paul",3300,C,TBL,DAL,8404700,744807,1,2,,0.1766,0.1884,1.423,0.4482,0,0,0,0,0.0207,0.0266,0.365,0.0473,5.41,1.64,5.76,8.1,22,0,12.78,12.7,,34560,1.133,4.27,15.3,167,2218,82903,0,
2296463,"Mavrik Bourque",3000,W,DAL,TBL,8404700,1248097,3,2,,0.1674,0.2131,1.5479,0.4314,0,0,0,0,0.0208,0.0314,0.3805,0.0522,5.63,1.88,5.91,8.38,23,0,13.19,4.3,,2296463,0.777,4.25,14.8,181,1954,158700,1,
16861,"Nick Bjugstad",2600,C,STL,EDM,8404690,550769,3,,,0.1556,0.1574,1.4798,0.5107,0,0,0,0,0,0,0.313,0,5.26,2.02,5.15,7.17,24,0,11.85,5.3,,16861,1.428,4.27,12.3,174,1944,29998,0,
1278918,"Fabian Zetterlund",3300,W,OTT,DET,8404660,1057171,1,2,,0.1848,0.2047,1.5428,0.6055,0,0,0,0,0.0346,0.0558,0.3895,0.0904,6.02,1.82,5.93,8.39,25,0,13.61,8,,1278918,1.384,4.81,13.5,163,2050,91992,0,
2299112,"Jack Finley",2500,C,TBL,DAL,8404700,1248176,4,,,0.0703,0.0944,0.6134,0.2353,0,0,0,0,0,0,0.1647,0,2.41,0.96,4.39,6.25,26,0,8.03,0,,2299112,1.044,2.17,7.9,167,2218,158686,0,40
17115,"Patrick Kane",5100,W,DET,OTT,8404660,392942,2,2,,0.2756,0.4961,2.2184,0.3282,0,0,0,0,0.0522,0.1162,0.7717,0.1684,9.09,1.78,7.85,11.33,27,0.96,19.14,11.3,,17115,0.367,6.45,15.1,172,2075,30639,1,
17222,"James van Riemsdyk",4000,W,DET,OTT,8404660,392943,1,1,,0.3123,0.3816,2.0306,0.3895,0,0,0,0,0.1009,0.1319,0.6939,0.2328,8.56,2.14,7.6,10.88,28,0.69,18.29,24,,17222,0.523,6.2,15.3,172,2075,29821,1,
14278,"Lars Eller",2500,C,OTT,DET,8404660,392954,4,,,0.1026,0.137,0.9432,0.4739,0,0,0,0,0,0,0.2396,0,3.79,1.52,4.97,7.02,29,0,10.15,0.3,,14278,0.667,2.91,11.5,163,2050,29793,0,
2298980,"Tyler Kleven",2500,D,OTT,DET,8404660,1248156,3,,,0.0408,0.1262,1.0007,1.2961,0,0,0,0,0,0,0.167,0,4.74,1.9,4.72,6.58,30,0,10.78,2.7,,2298980,1.394,3.74,15.8,163,2050,158612,0,
2033165,"Philip Broberg",3200,D,STL,EDM,8404690,1172190,1,1,,0.0916,0.3437,1.4961,1.5568,0,0,0,0,0.0272,0.0605,0.4353,0.0877,7.56,2.36,6.08,8.7,31,1.26,15.34,20,,2033165,0.732,5.39,22.3,174,1944,112788,0,
16714,"Mattias Ekholm",3800,D,EDM,STL,8404690,595927,1,2,,0.1081,0.3048,1.803,1.4782,0,0,0,0,0.0114,0.016,0.4129,0.0274,7.87,2.07,6.09,8.68,32,1.56,15.67,4,,16714,1.248,5.79,21.6,177,1953,30023,1,
1321494,"Logan Mailloux",2600,D,STL,EDM,8404690,1321494,3,,,0.0357,0.1668,0.904,0.9458,0,0,0,0,0,0,0.2025,0,4.11,1.58,4.73,6.72,33,0,10.16,0,,1321494,1.092,3.28,14.2,174,1944,164998,0,40
1286008,"Darren Raddysh",6200,D,TBL,DAL,8404700,849370,1,1,,0.1557,0.4329,2.124,1.0846,0,0,0,0,0.078,0.1456,0.5886,0.2236,8.8,1.42,6.41,9.2,34,2.16,17,10.3,,1286008,1.114,6.54,24.4,167,2218,82823,0,
671953,"Drake Batherson",5500,W,OTT,DET,8404660,1057231,1,1,,0.3093,0.4218,2.0087,0.3751,0,0,0,0,0.0907,0.13,0.7311,0.2207,8.69,1.58,7.6,10.88,35,0.82,18.42,8.3,,671953,1.452,6.76,17.3,163,2050,82907,0,
4904615,"Emmitt Finnie",3100,W,DET,OTT,8404660,1453286,3,2,,0.2086,0.2784,1.5672,0.5129,0,0,0,0,0.0355,0.054,0.487,0.0895,6.5,2.1,6.57,9.35,36,0,14.91,9,,4904615,1.301,5.14,14.6,172,2075,278331,1,
414800,"Jacob Bernard-Docker",2500,D,DET,OTT,8404660,1121472,3,,,0.0312,0.1431,0.7288,1.4393,0,0,0,0,0,0,0.1743,0,4.59,1.84,4.65,6.51,37,0,10.54,1.3,,414800,0.987,3.42,14.4,172,2075,75434,1,
1283986,"Jordan Spence",2700,D,OTT,DET,8404660,1172292,3,,,0.0562,0.2545,1.1434,0.9433,0,0,0,0,0,0,0.3107,0,5.1,1.89,5.15,7.44,38,0,11.69,2.3,,1283986,1.03,3.96,16.6,163,2050,91920,0,
34557,"Oskar Sundqvist",2500,C,STL,EDM,8404690,680817,4,2,,0.1157,0.1929,0.9715,0.6862,0,0,0,0,0.0219,0.0395,0.3086,0.0614,4.59,1.84,5.16,7.33,39,0,11.19,0.7,,34557,1.154,3.73,14.1,174,1944,30178,0,
37747,"Miro Heiskanen",6700,D,DAL,TBL,8404700,1057101,1,1,,0.1286,0.5498,2.0659,1.6114,0,0,0,0,0.0636,0.2291,0.6784,0.2927,10.06,1.5,7.16,10.45,40,2.64,19.22,7.3,,37747,0.652,7.12,26.2,181,1954,82268,1,
37746,"Roope Hintz",5300,C,DAL,TBL,8404700,878170,2,1,,0.37,0.4687,2.2434,0.4811,0,0,0,0,0.1194,0.1904,0.8387,0.3098,10.1,1.91,8.39,12.07,41,1.41,20.84,17,,37746,0.846,7.4,18.1,181,1954,37812,1,
2295912,"Tim Stutzle",7200,C,OTT,DET,8404660,1207614,1,1,,0.353,0.6303,2.2033,0.5699,0,0,0,0,0.0921,0.1873,0.9833,0.2794,10.91,1.52,8.68,12.58,42,1.92,22.02,8.3,,2295912,1.424,8.26,19.5,163,2050,158609,0,
2296188,"Lucas Raymond",5900,W,DET,OTT,8404660,1207659,1,1,,0.3636,0.6528,2.1448,0.3949,0,0,0,0,0.1033,0.2359,1.0164,0.3392,10.74,1.82,9.01,13.17,43,1.41,22.27,20.3,,2296188,0.657,7.83,18,172,2075,158681,1,
1283476,"Moritz Seider",6400,D,DET,OTT,8404660,1166563,1,1,,0.1422,0.641,2.1738,2.3241,0,0,0,0,0.0654,0.2485,0.7832,0.3139,12.28,1.92,7.75,11.35,44,4.25,22.2,19.8,,1283476,2.406,9.28,25.8,172,2075,92082,1,
415161,"Tyler Tucker",2500,D,STL,EDM,8404690,1121672,2,,,0.0457,0.1481,1.0435,1.1827,0,0,0,0,0,0,0.1938,0,4.8,1.92,4.65,6.5,45,0,10.75,1,,415161,1.818,4,16.3,174,1944,75516,0,
555946,"Alexey Toropchenko",2500,W,STL,EDM,8404690,1057223,4,,,0.1136,0.129,1.1889,0.7233,0,0,0,0,0,0,0.2426,0,4.65,1.86,5.1,7.13,46,0,11.18,0,,555946,2.141,4.18,12.6,174,1944,82507,0,40
414594,"Nils Lundkvist",2600,D,DAL,TBL,8404700,1121474,3,,,0.0409,0.1628,1.0604,1.0407,0,0,0,0,0,0,0.2037,0,4.55,1.75,4.82,6.8,47,0,10.72,1.3,,414594,0.88,3.44,15.5,181,1954,75390,1,
31694,"Dylan Larkin",6400,C,DET,OTT,8404660,831080,1,1,,0.4252,0.5411,2.7942,0.4349,0,0,0,0,0.1342,0.2082,0.9663,0.3424,11.98,1.87,9.39,13.46,48,2.25,24,29.2,,31694,0.577,8.4,18.7,172,2075,30619,1,
122302,"Anthony Cirelli",5000,C,TBL,DAL,8404700,878193,2,2,,0.2557,0.333,1.7829,0.8023,0,0,0,0,0.0212,0.0434,0.5887,0.0646,8.06,1.61,6.87,9.81,49,0.94,16.85,10.7,,122302,0.622,5.79,17.8,167,2218,39720,0,
4579713,"Marco Kasper",2900,W,DET,OTT,8404660,1264486,3,,,0.1728,0.1692,1.3819,0.47,0,0,0,0,0,0,0.342,0,5.25,1.81,5.7,8.05,50,0,12.55,3.3,,4579713,1.625,4.38,11.3,172,2075,204732,1,
1283916,"Jason Robertson",8600,W,DAL,TBL,8404700,1057147,2,1,,0.4627,0.569,3.0062,0.4915,0,0,0,0,0.1582,0.204,1.0317,0.3622,13,1.51,10.01,14.32,51,2.63,25.81,11.3,,1283916,0.823,9.14,19.4,181,1954,82258,1,
4200013,"J.J. Moser",3000,D,TBL,DAL,8404700,1167037,1,,,0.084,0.2674,1.4074,1.5701,0,0,0,0,0,0,0.3514,0,7.03,2.34,5.86,8.29,52,0.96,14.53,7,,4200013,1.206,5.15,22.6,167,2218,165063,0,
4200212,"Wyatt Johnston",6600,C,DAL,TBL,8404700,1321477,1,1,,0.4293,0.4311,2.69,0.627,0,0,0,0,0.1325,0.1431,0.8604,0.2756,11.52,1.75,8.83,12.54,53,2.37,22.82,16.7,,4200212,0.648,8.08,20.7,181,1954,165117,1,
4900972,"Otto Stenberg",2700,W,STL,EDM,8404690,1453026,1,,,0.1145,0.2058,1.0573,0.5949,0,0,0,0,0,0,0.3203,0,4.62,1.71,5.35,7.65,54,0,11.47,1,,4900972,1.466,3.9,14.5,174,1944,260604,0,
415407,"Oskar Back",2500,W,DAL,TBL,8404700,1121531,3,,,0.0567,0.1327,0.52,0.4621,0,0,0,0,0,0,0.1894,0,2.72,1.09,4.42,6.28,55,0,8.38,0,,415407,0.469,2.09,11.2,181,1954,75523,1,40
18978,"Mikko Rantanen",7600,W,DAL,TBL,8404700,878041,1,1,,0.4441,0.6631,2.6908,0.5533,0,0,0,0,0.1677,0.2935,1.1072,0.4612,12.83,1.69,9.62,13.95,56,2.86,25.14,13.7,,18978,0.734,9.16,21.4,181,1954,30679,1,
18671,"Jordan Binnington",7200,G,STL,EDM,8404690,607980,,,B,0,0,0,0,0.4167,25.7798,3.2903,0.0417,0,0,0,0,10.8,1.5,8.58,10.8,57,1.91,21.78,8.7,,18671,0,8.1,,174,1944,30439,0,
38059,"Kyle Capobianco",2500,D,DAL,TBL,8404700,878184,3,,,0.0227,0.1087,0.5343,0.7711,0,0,0,0,0,0,0.1314,0,2.85,1.14,4.46,6.32,58,0,8.56,0,,38059,0.67,2.21,11,181,1954,38518,1,40
17960,"John Gibson",7900,G,DET,OTT,8404660,607585,,,B,0,0,0,0,0.5745,23.9104,3.0498,0.0551,0,0,0,0,10.81,1.37,8.63,10.94,59,1.87,21.86,23.3,,17960,0,8.64,,172,2075,30647,1,
10183786,"Dominic James",2500,W,TBL,DAL,8404700,1363785,4,2,,0.0983,0.1805,0.8848,0.3514,0,0,0,0,0.0133,0.0287,0.2788,0.042,3.69,1.48,5.11,7.28,60,0,10.23,0,,10183786,1.217,3.18,11.3,167,2218,231534,0,40
414801,"Brady Tkachuk",8000,W,OTT,DET,8404660,1121433,2,1,,0.3963,0.3832,3.4528,0.3739,0,0,0,0,0.1166,0.1362,0.7795,0.2528,12.07,1.51,9.05,12.71,61,2.69,23.65,9,,414801,2.667,9.2,16.3,163,2050,75435,0,
4900970,"Dalibor Dvorsky",2700,C,STL,EDM,8404690,1364159,2,2,,0.1878,0.2538,1.5642,0.4709,0,0,0,0,0.032,0.0485,0.4416,0.0805,6.11,2.26,6.08,8.68,62,0,13.89,8.7,,4900970,1.471,4.95,15.4,174,1944,260559,0,
415103,"Jonatan Berggren",2600,W,STL,EDM,8404690,1121489,3,2,,0.2064,0.2497,1.5386,0.2949,0,0,0,0,0.0363,0.0503,0.4561,0.0866,5.93,2.28,6.39,9.05,63,0,14.11,6.7,,415103,0.693,4.46,14.4,174,1944,75503,0,
4487998,"Simon Edvinsson",3900,D,DET,OTT,8404660,1321458,1,,,0.0957,0.3102,1.2304,2.0283,0,0,0,0,0,0,0.4059,0,7.95,2.04,6.12,8.75,64,1.61,15.78,15.3,,4487998,1.451,5.8,22.9,172,2075,165106,1,
4900562,"Axel Sandin-Pellikka",2800,D,DET,OTT,8404660,1432316,2,2,,0.0567,0.2294,0.8714,0.8407,0,0,0,0,0.0207,0.0464,0.2861,0.0671,4.38,1.56,4.91,7.05,65,0,10.66,0.3,,4900562,0.509,3.26,13.7,172,2075,260599,1,
35970,"Colin Blackwell",2500,W,DAL,TBL,8404700,615330,4,,,0.0949,0.1206,0.9019,0.4046,0,0,0,0,0,0,0.2155,0,3.47,1.39,4.97,7.02,66,0,9.83,0,,35970,1.126,2.92,11.3,181,1954,82997,1,40
31733,"Connor McDavid",10500,C,EDM,STL,8404690,878032,1,1,,0.6137,1.1651,3.7249,0.4288,0,0,0,0,0.1588,0.3912,1.7788,0.55,19.24,1.83,12,17.5,67,6.81,34.6,46.7,,31733,0.935,13.24,22.7,177,1953,31006,1,
34478,"Nick Cousins",2500,W,OTT,DET,8404660,607960,4,,,0.0829,0.1333,0.852,0.3953,0,0,0,0,0,0,0.2162,0,3.34,1.34,4.96,7.01,68,0,9.69,0,,34478,1.386,2.97,9.7,163,2050,30036,0,40
35941,"Erik Cernak",2700,D,TBL,DAL,8404700,878164,2,,,0.0338,0.1765,0.8344,1.5662,0,0,0,0,0,0,0.2103,0,5.22,1.93,4.9,6.9,69,0.14,11.49,1.3,,35941,2.252,4.44,18.8,167,2218,40248,0,
1279200,"Dylan Cozens",4900,C,OTT,DET,8404660,1172189,2,1,,0.2504,0.3514,2.0593,0.4012,0,0,0,0,0.077,0.1192,0.6018,0.1962,7.92,1.62,6.91,9.83,70,0.76,16.76,9,,1279200,2.04,6.49,16.3,163,2050,91963,0,
37710,"Michael Rasmussen",2800,C,DET,OTT,8404660,1057107,4,,,0.1518,0.1743,1.164,0.707,0,0,0,0,0,0,0.3261,0,5.14,1.84,5.2,7.36,71,0,11.8,5,,37710,1.397,4.18,12.3,172,2075,37903,1,
35885,"J.T. Compher",2900,C,DET,OTT,8404660,743041,3,2,,0.2046,0.3169,1.2879,0.6882,0,0,0,0,0.031,0.0573,0.5215,0.0883,6.51,2.24,6.73,9.68,72,0,15.12,15.3,,35885,0.527,4.78,16.4,172,2075,31955,1,
37744,"Sam Steel",2800,W,DAL,TBL,8404700,920240,1,,,0.1067,0.2026,1.0046,0.4261,0,0,0,0,0,0,0.3093,0,4.18,1.49,5.33,7.63,73,0,11,0.3,,37744,0.907,3.33,14.9,181,1954,32287,1,
1283915,"Thomas Harley",4600,D,DAL,TBL,8404700,1172200,2,2,,0.1119,0.3393,1.5994,1.7642,0,0,0,0,0.0211,0.0414,0.4512,0.0625,8.29,1.8,6.08,8.7,74,1.99,16.07,6,,1283915,0.791,5.82,22.8,181,1954,92099,1,
5283216,"Albert Johansson",2500,D,DET,OTT,8404660,1172255,3,,,0.0327,0.1616,0.6951,1.29,0,0,0,0,0,0,0.1943,0,4.37,1.75,4.78,6.79,75,0,10.49,0,,5283216,1,3.33,15.7,172,2075,246329,1,40
34593,"Zach Hyman",6700,W,EDM,STL,8404690,555393,1,1,,0.5446,0.1804,3.2828,0.3759,0,0,0,0,0.1467,0.0453,0.725,0.192,12.07,1.8,9.17,12.65,76,2.57,23.81,38.3,,34593,1.112,8.3,20.1,177,1953,30213,1,
2575852,"Artem Zub",2900,D,OTT,DET,8404660,903147,1,,,0.0627,0.1975,1.0064,1.6561,0,0,0,0,0,0,0.2602,0,6.06,2.09,4.97,6.96,77,0.91,12.42,2.3,,2575852,1.426,4.54,19.6,163,2050,161745,0,
35819,"Nathan Walker",2500,W,STL,EDM,8404690,789231,4,,,0.1338,0.1501,1.0464,0.8006,0,0,0,0,0,0,0.2839,0,4.84,1.94,5.08,7.12,78,0,11.34,0.3,,35819,3.013,4.76,12.6,174,1944,37794,0,
14153,"Ryan Nugent-Hopkins",5600,W,EDM,STL,8404690,600075,2,1,,0.2817,0.5211,2.0022,0.5709,0,0,0,0,0.0774,0.1618,0.8028,0.2392,9.29,1.66,8.17,11.88,79,0.83,19.75,10,,14153,0.652,6.79,20.5,177,1953,30313,1,
35827,"Jack Roslovic",3600,C,EDM,STL,8404690,878056,3,2,,0.2177,0.2732,1.6257,0.3724,0,0,0,0,0.0143,0.0228,0.4909,0.0371,6.42,1.78,6.55,9.33,80,0,14.8,12.3,,35827,0.522,4.68,14.7,177,1953,32113,1,
5283220,"Elmer Soderblom",2500,W,DET,OTT,8404660,1172476,4,,,0.1354,0.154,1.0753,0.3282,0,0,0,0,0,0,0.2894,0,4.13,1.65,5,7.04,81,0,10.53,0.3,,5283220,1.216,3.44,10.5,172,2075,246360,1,
415133,"Spencer Stastney",2500,D,EDM,STL,8404690,1121601,3,,,0.0339,0.1648,0.8657,1.0849,0,0,0,0,0,0,0.1987,0,4.28,1.71,4.78,6.77,82,0,10.4,0.7,,415133,0.58,3.1,15.4,177,1953,75479,1,
5274309,"Declan Carlile",2500,D,TBL,DAL,8404700,1380069,3,,,0.029,0.128,0.7635,0.8331,0,0,0,0,0,0,0.157,0,3.45,1.38,4.53,6.39,83,0,9.25,0,,5274309,1.003,2.78,12.7,167,2218,246110,0,40
35741,"Pavel Buchnevich",3500,W,STL,EDM,8404690,743252,3,2,,0.2388,0.4108,1.6705,0.3974,0,0,0,0,0.0437,0.0773,0.6496,0.121,7.45,2.13,7.06,10.19,84,0.14,16.49,6.7,,35741,0.575,5.49,16.8,174,1944,31400,0,
34509,"Yanni Gourde",3000,C,TBL,DAL,8404700,656154,3,,,0.1537,0.2387,1.285,0.5841,0,0,0,0,0,0,0.3924,0,5.47,1.82,5.39,7.68,85,0,12.37,1.7,,34509,1.736,4.61,16.1,167,2218,30951,0,
35942,"Michael Amadio",2600,W,OTT,DET,8404660,831395,3,,,0.1823,0.2062,1.2365,0.5685,0,0,0,0,0,0,0.3885,0,5.45,2.1,5.86,8.34,86,0,12.95,6.7,,35942,1.296,4.37,15,163,2050,37798,0,
14225,"Brayden Schenn",3500,C,STL,EDM,8404690,504255,1,1,,0.2238,0.3458,1.6056,0.5792,0,0,0,0,0.0418,0.0813,0.5696,0.1231,7.16,2.05,6.76,9.71,87,0.16,15.81,10.3,,14225,2.103,6.02,17.3,174,1944,29837,0,
