PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
37814,"Luke Kennard",,,ATL,TOR,157412,887661,-,12,2.85,1.22,0.94,0.61,0.31,0.6,0,3.79,4.07,5.01,0.6,2.16,0.74,0.37,1.38,0.32,0.29,2.12,0.98,7.21,7.21,7.14,3.14,12.1,0,0,0,3.02,5.22,7.14,9.06,12.36,13.73,19.22,0.04%,135,129,SAT,38279,2,37814,
409063,"Trae Young",,,ATL,TOR,157412,1060978,Q,31,19.88,2.5,7.34,2.33,4.21,1,0.4,27.22,22.38,29.72,1.4,9.84,7.86,3.33,6.85,7.21,6.23,14.71,5.66,33.88,33.88,36.16,27.24,45.97,0.4,0.4,2.84,27.25,32.34,36.16,40.23,46.35,48.89,59.84,0.25%,135,129,SAT,75299,3,409063,
1115445,"Nickeil Alexander-Walker",,,ATL,TOR,157412,1067668,-,32,16.99,2.96,2.49,2.21,1.93,0.91,0.85,19.48,19.95,22.44,1.76,5.45,8.97,3.92,5.74,3.05,2.53,14.71,6.13,27.63,27.63,28.09,20.42,36.74,1.51,1.51,2.22,20.32,24.58,28.09,31.35,36.87,39.13,48.15,1.15%,135,129,SAT,69666,4,1115445,
2439277,"Onyeka Okongwu",,,ATL,TOR,157412,1185367,,29,14.82,7.94,2.48,1.21,1.48,0.91,1.14,17.3,22.76,25.24,2.05,10.42,8.03,4.23,3.42,3.59,2.73,11.45,5.44,32.74,32.74,32.73,24.68,41.32,1.04,1.04,3.79,24.42,28.95,32.73,36,41.54,43.56,54.38,1.60%,135,129,SAT,91845,5,2439277,
2439347,"Vit Krejci",,,ATL,TOR,157412,1257428,,25,8.88,2.39,1.16,2.16,0.95,0.49,0.27,10.04,11.27,12.43,0.76,3.55,1.82,0.88,4.88,0.83,0.61,6.7,3.04,14.82,14.82,15.73,9.52,22.73,2.57,2.57,1.85,9.39,12.94,15.73,18.27,22.58,24.61,32.98,3.37%,135,129,SAT,161284,6,2439347,
3005263,"Jalen Johnson",,,ATL,TOR,157412,1230356,,37,25.87,11.61,6.83,1.43,2.57,1.12,0.59,32.7,37.48,44.31,1.71,18.44,16.52,8.47,4.12,5.97,4.64,20.64,9.9,52.61,52.61,54.7,44.59,66.35,34.08,34.08,32.95,44.27,49.87,54.7,58.77,66.15,69.2,81.67,30.33%,135,129,SAT,165214,7,3005263,
3587993,"Dyson Daniels",,,ATL,TOR,157412,1357745,,34,12.16,5.53,4.77,0.53,2,2.22,0.3,16.93,17.69,22.46,2.52,10.3,9.51,4.68,1.96,1.99,1.2,11.47,5.21,31.51,31.51,30.6,23.11,39.13,3.28,3.28,6.08,23.21,27.54,30.6,34.17,39.52,41.56,50.75,5.39%,135,129,SAT,195261,9,3587993,
4388493,"Keaton Wallace",,,ATL,TOR,157412,1063166,,2,0.55,0.28,0.34,0.09,0.07,0.07,0.02,0.89,0.83,1.17,0.09,0.62,0.22,0.09,0.26,0.12,0.09,0.48,0.18,1.6,1.6,1.6,0.53,3.23,0,0,0,0,0,1.6,2.56,4.48,5.44,9.6,0.04%,135,129,SAT,245561,10,4388493,
4878163,"Mouhamed Gueye",,,ATL,TOR,157412,1325101,,1,0.25,0.25,0.05,0.02,0.02,0.03,0.03,0.3,0.5,0.55,0.06,0.3,0.14,0.07,0.06,0.06,0.04,0.2,0.09,0.79,0.79,0.76,0.2,1.52,0,0,0,0.33,0.54,0.76,0.98,1.3,1.38,1.45,0.04%,135,129,SAT,180180,11,4878163,
6412725,"Zaccharie Risacher",,,ATL,TOR,157412,1432544,,25,8.71,4.28,1.41,1.23,0.8,0.88,0.53,10.12,12.99,14.4,1.41,5.69,4.38,1.97,3.59,1.56,1.07,7.97,3.2,19.39,19.39,19.21,13.08,26.17,10.1,10.1,4.96,12.81,16.39,19.21,22.03,26.13,27.92,36.11,10.17%,135,129,SAT,368366,13,6412725,
