PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
328331,"Josh Allen",7100,QB,BUF,DEN,158061,,29.33,19.44,219.34,1.52,0.66,9.14,40.43,0.5,0,0,0,0,21.69,3.05,61.22,22,23.31%,MAIN,868199,58465,1,328331,21.61,21.61,259.77,2.02,259.77,2.02,40.43,0.5,0,14.25,32.08,13.02,
3491576,"James Cook",7300,RB,BUF,DEN,158061,,0,0,0,0,0,17.2,79.26,0.44,3.8,2.72,24.32,0.2,17.74,2.43,39.5,28.71,29.83%,MAIN,1131012,58170,2,3491576,17.64,16.28,103.58,0.64,79.26,0.44,103.58,0.64,0,10.06,27.92,9.08,
6227751,"Frank Gore",4000,RB,BUF,DEN,158061,,0,0,0,0,0,0.08,0.28,0,0.03,0.02,0.17,0,0.06,0.02,,0,0,MAIN,1233127,150197,3,6227751,0.06,0.05,0.45,0,0.28,0,0.45,0,0,0.02,0.1,,42
6227753,"Ray Davis",4600,RB,BUF,DEN,158061,,0,0,0,0,0,2.71,10.45,0.07,1.3,0.99,9.97,0.07,3.86,0.84,1.24,0.43,0.54%,MAIN,1165229,93411,4,6227753,3.84,3.34,20.42,0.14,10.45,0.07,20.42,0.14,0,0,10.62,0.02,
36991,"Curtis Samuel",3200,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,1.48,0.99,10.24,0.08,2.49,0.78,5.1,1.12,1.06%,MAIN,821389,33239,5,36991,2.49,1.99,10.24,0.08,0,0,10.24,0.08,0,0,6.85,0.02,
3491575,"Khalil Shakir",5100,WR,BUF,DEN,158061,,0,0,0,0,0,0.08,0.43,0,5.76,4.11,48.47,0.32,11.21,2.2,38.74,21.18,20.92%,MAIN,1130603,55222,6,3491575,11.19,9.13,48.9,0.32,0.43,0,48.9,0.32,0,5.16,20.7,10.24,
6227754,"Keon Coleman",3500,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,2.85,1.64,22.18,0.16,4.82,1.38,12.58,3.32,2.82%,MAIN,1322431,170256,7,6227754,4.81,3.99,22.18,0.16,0,0,22.18,0.16,0,0.27,12.75,0.56,
982694,"Mecole Hardman",3000,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.46,0.31,3.73,0.03,0.86,0.29,0.44,0.4,0.68%,MAIN,922026,58212,8,982694,0.87,0.71,3.73,0.03,0,0,3.73,0.03,0,0,1.72,0,
18281,"Brandin Cooks",4000,WR,BUF,DEN,158061,,0,0,0,0,0,0,0,0,4.51,2.81,33,0.25,7.63,1.91,22.72,7.49,9.92%,MAIN,607864,2255,9,18281,7.62,6.21,33,0.25,0,0,33,0.25,0,2.85,16.34,2.38,
982202,"Dawson Knox",3300,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,3.19,2.09,23.3,0.14,5.25,1.59,14.68,4.85,2.85%,MAIN,884083,61345,10,982202,5.23,4.18,23.3,0.14,0,0,23.3,0.14,0,1.25,11.87,2.38,
4687560,"Dalton Kincaid",4300,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,5.3,3.59,39.07,0.23,8.93,2.08,28.72,18.53,15.54%,MAIN,1135513,170729,11,4687560,8.9,7.1,39.07,0.23,0,0,39.07,0.23,0,3.85,16.57,7.66,
8228372,"Jackson Hawes",2500,TE,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0.63,0.44,4.77,0.03,1.09,0.44,0.92,0.37,0.19%,MAIN,1182649,146678,12,8228372,1.09,0.87,4.77,0.03,0,0,4.77,0.03,0,0,2.18,0,
11559,"Matt Prater",,K,BUF,DEN,158061,,0,0,0,0,0,0,0,0,0,0,0,0,8.64,21,,0,0.00%,MAIN,218237,6014,13,11559,8.64,8.64,0,0,0,0,0,0,7.51,3.69,14.95,,
18423,"Denver Broncos",2800,DST,DEN,BUF,158061,,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.23,36.6,13.11,13.93%,MAIN,332,8472,14,18423,6.25,6.25,0,0,0,0,0,0,0,1.01,13.28,5.58,
6227816,"Caleb Williams",6100,QB,CHI,LAR,158064,,33.8,20.29,233.58,1.6,0.39,3.73,14.39,0.15,0,0,0,0,18.08,2.96,43.7,7.7,10.95%,MAIN,1286445,171060,15,6227816,18.03,18.03,247.97,1.75,247.97,1.75,14.39,0.15,0,11.43,26.6,5.08,
982875,"Travis Homer",4000,RB,CHI,LAR,158064,,0,0,0,0,0,0.11,0.63,0,0.03,0.02,0.21,0,0.1,0.03,,0.01,0.13%,MAIN,922484,52386,16,982875,0.1,0.09,0.84,0,0.63,0,0.84,0,0,0,0.2,,
1844244,"D'Andre Swift",6000,RB,CHI,LAR,158064,,0,0,0,0,0,13.62,59.48,0.44,2.58,1.82,13.86,0.08,12.53,2.09,29.14,15.6,18.72%,MAIN,1069808,58120,17,1844244,12.46,11.55,73.34,0.52,59.48,0.44,73.34,0.52,0,6.3,22.18,3.7,
8228422,"Kyle Monangai",5000,RB,CHI,LAR,158064,,0,0,0,0,0,8.65,39.43,0.28,2.16,1.35,11.33,0.06,8.46,1.69,18.6,8.18,5.92%,MAIN,1250886,136192,18,8228422,8.4,7.72,50.76,0.34,39.43,0.28,50.76,0.34,0,4.07,16.29,1.18,
328733,"D.J. Moore",5200,WR,CHI,LAR,158064,,0,0,0,0,0,0.35,1.86,0.01,5.69,3.26,38.45,0.27,9.07,1.74,23.46,7.85,7.42%,MAIN,877790,75269,19,328733,9.06,7.43,40.31,0.28,1.86,0.01,40.31,0.28,0,3.58,17.64,4.52,
982543,"Olamide Zaccheaus",3300,WR,CHI,LAR,158064,,0,0,0,0,0,0.04,0.21,0,1.29,0.79,8.57,0.06,2.02,0.61,3.82,0.43,0.66%,MAIN,883976,53868,20,982543,2.02,1.62,8.78,0.06,0.21,0,8.78,0.06,0,0,4.04,0.06,
1844099,"Devin Duvernay",3000,WR,CHI,LAR,158064,,0,0,0,0,0,0,0,0,0.08,0.05,0.49,0,0.1,0.03,,0.01,0.31%,MAIN,920756,51057,21,1844099,0.1,0.07,0.49,0,0,0,0.49,0,0,0,0.2,,
6227815,"Rome Odunze",5300,WR,CHI,LAR,158064,,0,0,0,0,0,0,0,0,6.15,3.32,43.52,0.31,9.65,1.82,23.98,8.56,9.04%,MAIN,1213727,136241,22,6227815,9.63,7.97,43.52,0.31,0,0,43.52,0.31,0,3.9,18.9,4.74,
