PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,33.09,21.16,215.14,1.66,0.71,0.67,1.46,0.04,0,0,0,0,15.15,2.97,35.22,2.21,1.81%,MAIN,403308,2307,1,13563,15.15,15.15,216.6,1.7,216.6,1.7,1.46,0.04,0,8.71,23.39,1.9,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.37,39.97,0.4,0.9,0.71,5.34,0.04,7.88,1.68,18,0.78,0.79%,MAIN,1131198,125422,2,3491931,7.84,7.48,45.31,0.44,39.97,0.4,45.31,0.44,0,3.28,17.49,1.4,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,16.4,80.17,0.65,7.64,5.56,44.54,0.31,25.02,2.88,68.94,53.65,42.29%,MAIN,1228244,123168,3,4687512,24.93,22.15,124.71,0.96,80.17,0.65,124.71,0.96,0,15.89,37.4,38.02,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.21,0,0.1,0.03,,0,0.00%,MAIN,1214132,134222,4,8261767,0.11,0.09,0.74,0,0.53,0,0.74,0,0,0,0.2,,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.84,1.07,10.71,0.08,2.61,0.77,4.22,0.03,0.01%,MAIN,866973,65587,5,982204,2.61,2.07,10.71,0.08,0,0,10.71,0.08,0,0,7.18,0.08,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,4.21,2.49,29.62,0.18,6.55,1.68,15.38,0.43,0.45%,MAIN,912027,62802,6,1844218,6.54,5.29,29.66,0.18,0.04,0,29.66,0.18,0,2.29,13.83,0.84,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.3,5.77,60.8,0.49,15.07,2.18,33.42,5.83,7.25%,MAIN,1178741,140160,7,3491928,15.04,12.15,60.8,0.49,0,0,60.8,0.49,0,8,26.43,9.54,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.87,1.15,10.07,0.08,2.63,0.88,5.78,0.07,0.02%,MAIN,1108534,48414,8,4773069,2.62,2.04,10.07,0.08,0,0,10.07,0.08,0,0,7.23,0.1,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.08,0.05,0.35,0,0.08,0.03,,0.01,0.00%,MAIN,1130833,49660,9,3515974,0.09,0.06,0.35,0,0,0,0.35,0,0,0,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.96,0.64,5.14,0.06,1.51,0.6,4.46,0.01,0.00%,MAIN,922040,58179,10,1849814,1.5,1.18,5.14,0.06,0,0,5.14,0.06,0,0,3.02,0.1,
