PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
17132,"Alex Ovechkin",6800,W,WSH,OTT,8403370,268143,1,1,,0.4123,0.3474,2.7279,0.2692,0,0,0,0,0.1551,0.1544,0.7597,0.3095,10.37,1.53,8.71,12.24,67,1.35,21.52,0,,17132,1.639,7.83,16.9,168,2232,30151,0
414835,"Sean Durzi",4000,D,UTA,NYI,8403350,1121507,1,2,,0.0833,0.3429,1.4956,1.8895,0,0,0,0,0.0213,0.0592,0.4262,0.0805,8.13,2.03,6.18,8.8,68,1.73,16.04,0,,414835,0.83,5.71,20.2,183,2005,75427,0
415298,"Jack McBain",2700,C,UTA,NYI,8403350,1121518,3,,,0.1463,0.1743,1.146,0.6591,0,0,0,0,0,0,0.3206,0,4.98,1.84,5.2,7.36,69,0,11.64,0,,415298,3.151,4.96,13.9,183,2005,75446,0
16694,"Jean-Gabriel Pageau",3300,C,NYI,UTA,8403350,610574,2,,,0.1646,0.2249,1.1868,0.8061,0,0,0,0,0,0,0.3895,0,5.72,1.73,5.91,8.39,70,0,13.28,0,,16694,1.76,4.76,15.2,156,2135,30739,1
17198,"Claude Giroux",3800,W,OTT,WSH,8403370,329656,3,2,,0.2066,0.4161,1.6154,0.4076,0,0,0,0,0.0382,0.122,0.6227,0.1602,7.12,1.87,7,10.14,71,0,16.08,0,,17198,0.806,5.41,17.4,163,2050,29830,1
4200011,"Karel Vejmelka",7200,G,UTA,NYI,8403350,878314,,,C,0,0,0,0,0.5238,23.6927,2.8682,0.0654,0,0,0,0,11.03,1.53,7.94,10.19,72,2.8,21.19,0,,4200011,0,8.75,,183,2005,166640,0
16786,"Nate Schmidt",2500,D,UTA,NYI,8403350,729825,2,,,0.054,0.2066,0.9773,1.2479,0,0,0,0,0,0,0.2606,0,5.13,2.05,5.02,7.16,73,0,11.56,0,,16786,1.126,3.94,19.1,183,2005,30367,0
35963,"Jakob Chychrun",6300,D,WSH,OTT,8403370,920225,2,1,,0.2037,0.3889,2.6461,1.5373,0,0,0,0,0.0898,0.1312,0.5926,0.221,10.81,1.72,7.44,10.54,74,3.1,20.33,0,,35963,0.951,7.55,22.1,168,2232,31414,0
1283248,"Connor McMichael",4000,W,WSH,OTT,8403370,1172207,2,2,,0.2135,0.2777,1.7578,0.4988,0,0,0,0,0.0297,0.0521,0.4912,0.0818,6.84,1.71,6.62,9.4,75,0,15.31,0,,1283248,0.568,4.97,16.4,168,2232,91981,0
1175008,"Michael Carcone",3000,W,UTA,NYI,8403350,922602,3,2,,0.2294,0.221,1.8325,0.2928,0,0,0,0,0.0297,0.0362,0.4504,0.0659,6.47,2.16,6.46,9.1,76,0,14.74,0,,1175008,1.228,5.03,13.2,183,2005,82804,0
31729,"Andrew Copp",3500,C,DET,PIT,8403390,744810,2,2,,0.1624,0.3057,1.3172,0.7113,0,0,0,0,0.0215,0.0502,0.4681,0.0717,6.16,1.76,6.27,9.05,77,0,14.19,5.8,,31729,0.517,4.52,16.3,172,2075,30594,0,
34491,"Mike Reilly",2600,D,CAR,MTL,8403400,610577,3,,,0.0422,0.19,1.3268,0.7521,0,0,0,0,0,0,0.2322,0,4.61,1.77,4.79,6.76,78,0,10.74,0.5,,34491,0.781,3.48,14.3,165,2181,30298,1,
31746,"Radek Faksa",2500,C,DAL,CHI,8403410,659857,4,,,0.0738,0.1121,0.7565,0.5192,0,0,0,0,0,0,0.1859,0,3.21,1.28,4.47,6.32,79,0,8.93,0.1,,31746,1.134,2.73,11.5,181,1954,30523,0,
37698,"Alex DeBrincat",7600,W,DET,PIT,8403390,920337,2,1,,0.4219,0.4268,3.1378,0.4951,0,0,0,0,0.1136,0.1378,0.8487,0.2514,12.15,1.6,8.92,12.6,80,2.91,23.57,8.4,,37698,0.639,8.32,17.6,172,2075,37837,0,
35829,"Logan Stanley",2500,D,WPG,TOR,8403430,920227,3,,,0.0379,0.1781,0.92,1.0734,0,0,0,0,0,0,0.216,0,4.44,1.78,4.78,6.77,81,0,10.56,0.1,,35829,1.401,3.63,14.3,169,53599,82920,0,
4200188,"Nick Blankenburg",2900,D,NSH,SEA,8403420,1382727,3,2,,0.0824,0.2455,1.3669,1.2164,0,0,0,0,0.0278,0.0457,0.3279,0.0735,6.13,2.11,5.54,7.84,82,0.39,13.22,1.8,,4200188,0.994,4.59,17.8,173,1959,184512,0,
5274308,"Max Crozier",2900,D,TBL,LAK,8403470,1172319,3,,,0.0368,0.1612,1.1607,1.3202,0,0,0,0,0,0,0.198,0,5.17,1.78,4.88,6.87,83,0.11,11.42,0.3,,5274308,1.324,4.01,15.9,167,2218,262433,0,
18484,"Adam Lowry",2500,C,WPG,TOR,8403430,607959,3,,,0.1476,0.1934,1.2236,0.6584,0,0,0,0,0,0,0.341,0,5.21,2.08,5.25,7.4,84,0,11.93,1.7,,18484,1.803,4.44,14.4,169,53599,30843,0,
17079,"Brian Dumoulin",2500,D,LAK,TBL,8403470,654336,3,,,0.0396,0.2078,0.9509,1.3894,0,0,0,0,0,0,0.2474,0,5.24,2.1,5.02,7.16,85,0.04,11.67,0.3,,17079,0.997,3.91,18.5,182,2054,30426,1,
16699,"Zemgus Girgensons",2500,W,TBL,LAK,8403470,659858,3,,,0.1002,0.0915,1.1391,0.7383,0,0,0,0,0,0,0.1917,0,4.29,1.72,5.05,7.09,86,0,10.75,0.3,,16699,2.333,4.01,13.8,167,2218,30275,0,
34585,"Mike Matheson",4500,D,MTL,CAR,8403400,659869,1,,,0.0729,0.2486,1.1586,2.6962,0,0,0,0,0,0,0.3215,0,8.66,1.92,5.4,7.56,87,3.07,15.57,2,,34585,0.92,5.75,24.7,162,2017,30000,0,
34514,"Phillip Danault",3200,C,MTL,CAR,8403400,600128,3,,,0.1328,0.2008,1.1383,0.815,0,0,0,0,0,0,0.3336,0,5.26,1.64,5.4,7.7,88,0,12.17,0.3,,34514,0.898,4,14.7,162,2017,31116,0,
17453,"Jake McCabe",3400,D,TOR,WPG,8403430,660793,2,,,0.0552,0.3308,0.9508,1.9454,0,0,0,0,0,0,0.386,0,7.11,2.09,5.65,8.15,89,1.26,14.34,2.5,,17453,2.199,5.65,22.2,164,2146,30280,1,
2578776,"Justin Brazeau",3500,W,PIT,DET,8403390,956418,2,2,,0.2442,0.2599,1.6152,0.5541,0,0,0,0,0.0339,0.046,0.5041,0.0799,6.88,1.97,6.57,9.35,90,0.07,15.29,6.6,,2578776,1.884,5.66,13,159,1927,82518,1,
556106,"Jalen Chatfield",2500,D,CAR,MTL,8403400,893575,1,,,0.0746,0.2132,1.2516,0.9803,0,0,0,0,0,0,0.2878,0,5.32,2.13,5.05,7.17,91,0.09,11.78,0.6,,556106,1.024,4.04,19.7,165,2181,37855,1,
34611,"Anthony Mantha",4000,W,PIT,DET,8403390,741457,2,1,,0.2709,0.3533,1.798,0.4698,0,0,0,0,0.0769,0.1205,0.6242,0.1974,7.77,1.94,7.29,10.41,92,0.22,17.1,8.8,,34611,0.939,5.87,15.4,159,1927,30621,1,
17077,"Cody Ceci",2500,D,LAK,TBL,8403470,659859,3,,,0.0394,0.1893,0.9112,1.3284,0,0,0,0,0,0,0.2287,0,4.98,1.99,4.84,6.84,93,0,11.18,0.1,,17077,0.925,3.7,16.9,182,2054,30249,1,
17367,"Vladislav Namestnikov",2700,C,WPG,TOR,8403430,600129,4,2,,0.1363,0.2354,1.1317,0.4731,0,0,0,0,0.0212,0.0406,0.3717,0.0618,4.88,1.81,5.33,7.63,94,0,11.7,0.2,,17367,1.055,3.92,13.4,169,53599,30823,0,
5245899,"Reid Schaefer",2500,W,NSH,SEA,8403420,1394928,4,,,0.1383,0.1291,1.041,0.6522,0,0,0,0,0,0,0.2674,0,4.51,1.8,5.05,7.09,95,0,10.97,0.6,,5245899,1.541,3.81,11.1,173,1959,204721,0,
17033,"Gustav Nyquist",2600,W,WPG,TOR,8403430,593067,4,1,,0.1543,0.3039,1.3453,0.3377,0,0,0,0,0.0437,0.1154,0.4582,0.1591,5.51,2.12,5.79,8.41,96,0,12.92,0.6,,17033,0.546,4.18,14.5,169,53599,30809,0,
2296155,"Yegor Chinakhov",2500,W,PIT,DET,8403390,1209293,3,2,,0.2086,0.2458,1.7853,0.3756,0,0,0,0,0.0286,0.038,0.4544,0.0666,6.47,2.59,6.46,9.11,97,0,14.74,6.5,,2296155,1.298,5.08,13.2,159,1927,158667,1,
34598,"Noel Acciari",2500,W,PIT,DET,8403390,873205,4,,,0.1217,0.1325,1.0221,0.9997,0,0,0,0,0,0,0.2542,0,4.96,1.98,5.12,7.17,98,0,11.51,0.2,,34598,1.989,4.28,13.1,159,1927,31008,1,
34834,"Jason Dickinson",2900,C,CHI,DAL,8403410,741469,3,,,0.1549,0.181,1.2852,0.7205,0,0,0,0,0,0,0.3359,0,5.42,1.87,5.25,7.4,99,0,12.14,1.6,,34834,1.56,4.44,15.8,170,2205,30521,1,
17150,"Taylor Hall",3200,W,CAR,MTL,8403400,550751,4,2,,0.1747,0.3086,1.5712,0.3968,0,0,0,0,0.0358,0.0887,0.4833,0.1245,6.18,1.93,6.29,9.06,100,0,14.23,1.8,,17150,0.648,4.64,13.8,165,2181,30960,1,
36587,"Tyson Jost",2500,W,NSH,SEA,8403420,920219,3,,,0.0981,0.1631,1.1254,0.439,0,0,0,0,0,0,0.2612,0,4.11,1.64,5.16,7.33,101,0,10.71,0.1,,36587,1.09,3.35,11.9,173,1959,32100,0,
