PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
34547,"Nick Jensen",2500,D,OTT,WSH,8403370,733469,2,,,0.0247,0.1691,0.6718,1.0463,0,0,0,0,0,0,0.1938,0,3.86,1.54,4.71,6.72,1,0,9.89,0,,34547,0.796,2.94,14.8,163,2050,30618,1
36584,"Clayton Keller",6500,W,UTA,NYI,8403350,920216,1,1,,0.3754,0.5745,2.5523,0.43,0,0,0,0,0.098,0.1901,0.9499,0.2881,11.17,1.72,8.76,12.65,2,2.09,22.38,0,,36584,0.328,7.84,19.2,183,2005,32089,0
14246,"Casey Cizikas",2500,C,NYI,UTA,8403350,521884,4,,,0.0925,0.1085,0.7855,0.6275,0,0,0,0,0,0,0.201,0,3.58,1.43,4.98,7.03,3,0,9.95,0,,14246,1.719,3.26,10.4,156,2135,30928,1
6231006,"Maxim Tsyplakov",2500,W,NYI,UTA,8403350,1072913,4,,,0.1238,0.2201,1.2458,0.4573,0,0,0,0,0,0,0.3439,0,4.85,1.94,5.38,7.67,4,0,11.74,0,,6231006,1.755,4.2,13.2,156,2135,363028,1
31735,"Bo Horvat",7500,C,NYI,UTA,8403350,741412,1,1,,0.4371,0.4364,3.0029,0.4872,0,0,0,0,0.1326,0.1505,0.8735,0.2831,12,1.6,8.92,12.6,5,2.76,23.42,0,,31735,0.934,8.47,19.5,156,2135,31049,1
18681,"Ryan Pulock",3700,D,NYI,UTA,8403350,741446,1,,,0.0615,0.2675,1.3226,2.095,0,0,0,0,0,0,0.329,0,7.74,2.09,5.49,7.78,6,2.05,14.77,0,,18681,1.47,5.59,21.8,156,2135,30776,1
35781,"Mikhail Sergachev",5200,D,UTA,NYI,8403350,920218,1,1,,0.1151,0.528,1.9571,1.7663,0,0,0,0,0.0507,0.1406,0.6431,0.1913,9.95,1.91,7.16,10.45,7,2.53,19.11,0,,35781,0.958,7.1,23.6,183,2005,31482,0
1287130,"Brandon Duhaime",2500,W,WSH,OTT,8403370,920429,4,,,0.0865,0.1119,0.8843,0.6209,0,0,0,0,0,0,0.1984,0,3.68,1.47,5.01,7.06,8,0,10.09,0,,1287130,1.943,3.44,11.3,168,2232,92011,0
2295911,"Jake Sanderson",6700,D,OTT,WSH,8403370,1248071,1,1,,0.1441,0.4772,2.1377,1.7433,0,0,0,0,0.0741,0.1619,0.6213,0.236,10.28,1.53,6.82,9.84,9,3.21,19.01,0,,2295911,0.663,7.1,24.2,163,2050,158608,1
37718,"Alexander Kerfoot",2500,W,UTA,NYI,8403350,681488,4,,,0.1263,0.2098,1.1239,0.7421,0,0,0,0,0,0,0.3361,0,5.1,2.04,5.37,7.67,10,0,11.97,0,,37718,0.791,3.86,13.9,183,2005,37927,0
17151,"David Perron",3400,W,OTT,WSH,8403370,392970,2,2,,0.1955,0.2706,1.4266,0.3325,0,0,0,0,0.0579,0.075,0.4661,0.1329,5.82,1.71,6.07,8.67,11,0,13.59,0,,17151,1.415,4.79,14,163,2050,30170,1
18503,"Jonathan Drouin",3500,W,NYI,UTA,8403350,741406,1,1,,0.1508,0.4708,1.4045,0.368,0,0,0,0,0.0498,0.1866,0.6216,0.2364,6.51,1.86,6.45,9.5,12,0,14.77,0,,18503,0.498,4.93,17.3,156,2135,30507,1
2295913,"Ridly Greig",3000,C,OTT,WSH,8403370,1248095,4,2,,0.1604,0.2148,1.3727,0.5132,0,0,0,0,0.028,0.049,0.3752,0.077,5.43,1.81,5.86,8.34,13,0,12.93,0,,2295913,1.435,4.46,15.2,163,2050,158610,1
14465,"John Carlson",5000,D,WSH,OTT,8403370,456839,1,2,,0.0933,0.3867,1.5183,1.7369,0,0,0,0,0.0268,0.0783,0.48,0.1051,8.19,1.64,6.36,9.19,14,1.6,16.33,0,,14465,0.72,5.77,20.7,168,2232,30360,0
1278918,"Fabian Zetterlund",4200,W,OTT,WSH,8403370,1057171,1,2,,0.2192,0.2526,2.0021,0.693,0,0,0,0,0.0423,0.0706,0.4718,0.1129,7.5,1.79,6.74,9.5,15,0.52,16.13,0,,1278918,1.724,5.94,16.6,163,2050,91992,1
2299078,"Emil Heineman",3700,W,NYI,UTA,8403350,1248154,1,1,,0.3151,0.2853,2.0811,0.6303,0,0,0,0,0.0851,0.0847,0.6004,0.1698,8.56,2.31,7.22,10.17,16,1.08,17.8,0,,2299078,3.416,7.54,18.4,156,2135,158640,1
1283254,"Logan Thompson",7600,G,WSH,OTT,8403370,1139760,,,C,0,0,0,0,0.4545,25.8768,3.1031,0.0512,0,0,0,0,11.66,1.53,8.58,10.8,17,2.77,22.64,0,,1283254,0,8.94,,168,2232,82970,0
10148334,"Max Shabanov",2800,W,NYI,UTA,8403350,1349311,3,2,,0.142,0.2287,1.1721,0.3399,0,0,0,0,0.0235,0.0425,0.3707,0.066,4.74,1.69,5.32,7.62,18,0,11.55,0,,10148334,0.831,3.73,12.7,156,2135,624202,1
2296056,"Hendrix Lapierre",2500,C,WSH,OTT,8403370,1248089,4,,,0.0638,0.163,0.6679,0.3778,0,0,0,0,0,0,0.2268,0,3.02,1.21,4.58,6.58,19,0,8.88,0,,2296056,0.575,2.37,8.8,168,2232,158581,0
5274485,"Ethen Frank",3100,W,WSH,OTT,8403370,1418688,4,2,,0.1442,0.1822,1.1171,0.5204,0,0,0,0,0.028,0.0393,0.3264,0.0673,4.73,1.53,5.18,7.34,20,0,11.36,0,,5274485,0.767,3.65,11.4,168,2232,246121,0
9011929,"Matthew Schaefer",5600,D,NYI,UTA,8403350,1562161,1,1,,0.1844,0.466,2.5923,1.5523,0,0,0,0,0.0864,0.1138,0.6504,0.2002,10.96,1.96,7.3,10.44,21,3.4,20.3,0,,9011929,0.959,7.69,24.9,156,2135,622914,1
2298980,"Tyler Kleven",2500,D,OTT,WSH,8403370,1248156,3,,,0.0396,0.1257,1.0075,1.2412,0,0,0,0,0,0,0.1653,0,4.63,1.85,4.72,6.58,22,0,10.67,0,,2298980,1.321,3.65,15.9,163,2050,158612,1
34441,"Adam Pelech",3400,D,NYI,UTA,8403350,680616,2,,,0.0618,0.2726,1.5531,1.7502,0,0,0,0,0,0,0.3344,0,7.41,2.18,5.45,7.72,23,1.76,14.39,0,,34441,1.198,5.36,21.8,156,2135,30063,1
6875967,"Stephen Halliday",2500,C,OTT,WSH,8403370,1395062,4,,,0.0631,0.0851,0.6522,0.2497,0,0,0,0,0,0,0.1482,0,2.39,0.96,4.39,6.25,24,0,8.01,0,,6875967,0.759,2,6.3,163,2050,231522,1
671953,"Drake Batherson",5700,W,OTT,WSH,8403370,1057231,2,1,,0.3485,0.4997,2.2674,0.3718,0,0,0,0,0.1164,0.2151,0.8482,0.3315,9.91,1.74,8.38,12.07,25,1.23,20.64,0,,671953,1.548,7.67,18.2,163,2050,82907,1
4200012,"Dylan Guenther",6600,W,UTA,NYI,8403350,1321462,2,1,,0.4039,0.386,3.0213,0.4973,0,0,0,0,0.1181,0.1192,0.7899,0.2373,11.48,1.74,8.92,12.6,26,2.24,22.9,0,,4200012,0.866,8.04,16.9,183,2005,165064,0
2298912,"JJ Peterka",4900,W,UTA,NYI,8403350,1207612,1,1,,0.3294,0.4181,2.2509,0.2693,0,0,0,0,0.0815,0.1195,0.7475,0.201,9.1,1.86,8.14,11.64,27,0.67,19.52,0,,2298912,0.5,6.52,17.9,183,2005,158555,0
36276,"Liam O'Brien",2500,W,UTA,NYI,8403350,849162,4,,,0.0632,0.0867,0.8329,0.3758,0,0,0,0,0,0,0.1499,0,2.87,1.15,4.44,6.29,28,0,8.55,0,,36276,2.213,3.04,9,183,2005,30366,0
1283986,"Jordan Spence",2700,D,OTT,WSH,8403370,1172292,3,,,0.0534,0.2629,1.1792,0.9466,0,0,0,0,0,0,0.3163,0,5.18,1.92,5.15,7.44,29,0,11.77,0,,1283986,1.117,4.06,17.2,163,2050,91920,1
35879,"David Rittich",8000,G,NYI,UTA,8403350,918210,,,C,0,0,0,0,0.5122,24.1815,2.899,0.0634,0,0,0,0,11.22,1.4,7.94,10.19,30,2.99,21.38,0,,35879,0,8.89,,156,2135,31551,1
14422,"Ian Cole",2500,D,UTA,NYI,8403350,392959,3,,,0.0262,0.1734,0.7017,1.9886,0,0,0,0,0,0,0.1996,0,5.75,2.3,4.99,7.01,31,0.58,12.14,0,,14422,1.173,4.13,18.2,183,2005,30423,0
2298978,"Leevi Merilainen",7800,G,OTT,WSH,8403370,1248204,,,C,0,0,0,0,0.5745,23.1222,2.7763,0.0719,0,0,0,0,11.13,1.43,7.43,9.73,32,3.43,20.64,0,,2298978,0,8.99,,163,2050,158607,1
2295912,"Tim Stutzle",7700,C,OTT,WSH,8403370,1207614,1,1,,0.3764,0.6915,2.4899,0.5493,0,0,0,0,0.1144,0.2816,1.0679,0.396,11.97,1.55,9.11,13.25,33,2.53,23.63,0,,2295912,1.521,9.02,20.2,163,2050,158609,1
2299081,"Justin Sourdif",3400,C,WSH,OTT,8403370,1248635,2,2,,0.1689,0.2742,1.5059,0.5436,0,0,0,0,0.0222,0.0424,0.4431,0.0646,6.08,1.79,6.09,8.69,34,0,13.88,0,,2299081,1.446,4.92,16.5,168,2232,158643,0
18486,"Trevor van Riemsdyk",2500,D,WSH,OTT,8403370,824086,3,,,0.0207,0.1663,0.6466,1.5775,0,0,0,0,0,0,0.187,0,4.76,1.9,4.87,6.88,35,0,10.99,0,,18486,0.34,3.18,15.6,168,2232,30796,0
1278992,"Kyle MacLean",2500,W,NYI,UTA,8403350,1139989,4,,,0.0859,0.122,0.8199,0.3413,0,0,0,0,0,0,0.2079,0,3.17,1.27,4.93,6.98,36,0,9.48,0,,1278992,1.489,2.91,10.3,156,2135,83306,1
37902,"Nick DeSimone",2500,D,UTA,NYI,8403350,977030,3,,,0.0473,0.1664,1.0623,1.0576,0,0,0,0,0,0,0.2137,0,4.66,1.86,4.82,6.8,37,0,10.83,0,,37902,0.897,3.52,15.2,183,2005,38122,0
6107923,"Marshall Warren",2500,D,NYI,UTA,8403350,1172483,3,,,0.0248,0.1481,0.8037,0.9186,0,0,0,0,0,0,0.1729,0,3.73,1.49,4.53,6.39,38,0,9.53,0,,6107923,0.908,2.92,11.9,156,2135,350613,1
414801,"Brady Tkachuk",8700,W,OTT,WSH,8403370,1121433,1,1,,0.4522,0.4466,4.0408,0.3805,0,0,0,0,0.1475,0.1739,0.8988,0.3214,14.14,1.63,9.41,13.22,39,4.39,26.18,0,,414801,2.936,10.55,17.8,163,2050,75435,1
414831,"Rasmus Sandin",2600,D,WSH,OTT,8403370,1121477,1,,,0.043,0.2375,0.8562,1.5527,0,0,0,0,0,0,0.2805,0,5.58,2.15,5.11,7.25,40,0.29,12.12,0,,414831,1.219,4.23,17.8,168,2232,75423,0
4900460,"Calum Ritchie",2600,C,NYI,UTA,8403350,1453028,3,2,,0.1575,0.194,1.2346,0.468,0,0,0,0,0.0275,0.0379,0.3515,0.0654,5,1.92,5.21,7.37,41,0,11.67,0,,4900460,0.627,3.77,12,156,2135,260597,1
18972,"Lawson Crouse",3600,W,UTA,NYI,8403350,878042,2,2,,0.2397,0.1832,1.8633,0.683,0,0,0,0,0.0245,0.0236,0.4229,0.0481,7.06,1.96,6.36,8.89,42,0.47,15.2,0,,18972,2.338,5.91,16.7,183,2005,30002,0
415477,"Barrett Hayton",3200,C,UTA,NYI,8403350,1121434,2,2,,0.1735,0.2227,1.6512,0.4583,0,0,0,0,0.0213,0.0319,0.3962,0.0532,5.95,1.86,5.99,8.44,43,0,13.62,0,,415477,0.534,4.33,14.5,183,2005,75470,0
18846,"Tony DeAngelo",3100,D,NYI,UTA,8403350,831084,2,2,,0.0915,0.3234,1.6658,0.9819,0,0,0,0,0.0226,0.0861,0.4149,0.1087,6.68,2.15,6.04,8.63,44,0.42,14.41,0,,18846,0.644,4.87,18.3,156,2135,30506,1
34478,"Nick Cousins",2500,W,OTT,WSH,8403370,607960,4,,,0.0769,0.1209,0.8461,0.3491,0,0,0,0,0,0,0.1978,0,3.14,1.26,4.47,6.32,45,0,8.86,0,,34478,1.368,2.82,9.1,163,2050,30036,1
1279200,"Dylan Cozens",4700,C,OTT,WSH,8403370,1172189,2,1,,0.2586,0.3737,2.2668,0.3997,0,0,0,0,0.0873,0.1385,0.6323,0.2258,8.48,1.8,7.15,10.26,46,1.07,17.63,0,,1279200,2.177,6.91,17.1,163,2050,91963,1
4900287,"Daniil But",2600,W,UTA,NYI,8403350,1420778,3,2,,0.1543,0.1876,1.5794,0.4596,0,0,0,0,0.0233,0.032,0.3419,0.0553,5.49,2.11,5.28,7.42,47,0.02,12.25,0,,4900287,0.866,4.18,12.3,183,2005,260549,0
1282856,"John Marino",2800,D,UTA,NYI,8403350,878330,2,,,0.0402,0.2838,0.8107,1.2615,0,0,0,0,0,0,0.324,0,5.18,1.85,5.19,7.49,48,0,11.82,0,,1282856,0.637,3.77,20.4,183,2005,88877,0
35837,"Nick Schmaltz",5100,C,UTA,NYI,8403350,831085,1,1,,0.2597,0.485,2.134,0.5996,0,0,0,0,0.0638,0.1461,0.7447,0.2099,9.19,1.8,7.43,10.74,49,1.49,18.7,0,,35837,0.343,6.51,19.2,183,2005,31457,0
1283266,"Aliaksei Protas",4800,W,WSH,OTT,8403370,1172288,1,,,0.2264,0.3177,1.7869,0.6258,0,0,0,0,0,0,0.5441,0,7.42,1.55,6.85,9.78,50,0.32,16.19,0,,1283266,0.558,5.32,17.3,168,2232,91990,0
414966,"Martin Fehervary",3200,D,WSH,OTT,8403370,1121502,3,,,0.0528,0.1942,0.9101,1.8999,0,0,0,0,0,0,0.247,0,6.24,1.95,5.05,7.06,51,1.01,12.7,0,,414966,1.905,4.86,18.7,168,2232,75410,0
2575852,"Artem Zub",3000,D,OTT,WSH,8403370,903147,1,,,0.0564,0.1973,0.9795,1.5777,0,0,0,0,0,0,0.2537,0,5.81,1.94,4.93,6.93,52,0.7,12.12,0,,2575852,1.525,4.45,19.7,163,2050,161745,1
17128,"Tom Wilson",6000,W,WSH,OTT,8403370,659860,2,1,,0.3771,0.3641,2.1064,0.8363,0,0,0,0,0.1002,0.1194,0.7412,0.2196,9.9,1.65,8.2,11.7,53,1.4,20.4,0,,17128,2.659,8.1,19.1,168,2232,30148,0
35966,"Dylan Strome",5500,C,WSH,OTT,8403370,878034,1,1,,0.2668,0.5071,1.7496,0.7037,0,0,0,0,0.0754,0.1699,0.7739,0.2453,8.86,1.61,7.8,11.3,54,0.78,18.84,0,,35966,0.356,6.38,17.5,168,2232,30727,0
4905270,"Ryan Leonard",4100,W,WSH,OTT,8403370,1452999,3,1,,0.1966,0.2828,2.0128,0.445,0,0,0,0,0.0559,0.0872,0.4794,0.1431,7.07,1.72,6.26,8.82,55,0.58,15.08,0,,4905270,1.336,5.51,14.6,168,2232,260570,0
35942,"Michael Amadio",2900,W,OTT,WSH,8403370,831395,3,,,0.1871,0.2048,1.365,0.5667,0,0,0,0,0,0,0.3919,0,5.69,1.96,5.86,8.34,56,0,13.19,0,,35942,1.334,4.54,15.2,163,2050,37798,1
37749,"Matt Roy",2900,D,WSH,OTT,8403370,878398,2,,,0.0454,0.2139,1.1708,2.1224,0,0,0,0,0,0,0.2593,0,7.09,2.44,5.26,7.4,57,1.64,13.82,0,,37749,1.575,5.21,20.3,168,2232,37874,0
17369,"Anders Lee",4600,W,NYI,UTA,8403350,729821,2,2,,0.3055,0.2456,2.1792,0.5098,0,0,0,0,0.0436,0.0355,0.5511,0.0791,8.23,1.79,7.06,9.9,58,0.92,17.27,0,,17369,1.379,6.23,14.8,156,2135,30049,1
17954,"Scott Mayfield",2500,D,NYI,UTA,8403350,607578,3,,,0.0401,0.159,0.9105,1.5596,0,0,0,0,0,0,0.1991,0,5.3,2.12,4.77,6.64,59,0.36,11.41,0,,17954,1.192,3.94,16.6,156,2135,30772,1
35730,"Mathew Barzal",6100,W,NYI,UTA,8403350,878047,2,1,,0.2882,0.6294,2.3045,0.6306,0,0,0,0,0.0852,0.2487,0.9176,0.3339,10.6,1.74,8.28,11.97,60,2.02,21.2,0,,35730,0.704,7.7,19.7,156,2135,30065,1
555808,"Kevin Stenlund",2500,C,UTA,NYI,8403350,878179,4,,,0.1275,0.1404,1.0926,0.7112,0,0,0,0,0,0,0.2679,0,4.65,1.86,5.05,7.09,61,0,11.11,0,,555808,0.782,3.52,14.3,183,2005,83016,0
4200482,"Shane Pinto",5400,C,OTT,WSH,8403370,1172225,3,,,0.2541,0.227,1.8169,0.6957,0,0,0,0,0,0,0.4811,0,7.36,1.36,6.5,9.15,62,0.63,15.68,0,,4200482,1.128,5.51,16.9,163,2050,162806,1
18964,"Anthony Beauvillier",3200,W,WSH,OTT,8403370,878059,3,,,0.1665,0.1744,1.641,0.5063,0,0,0,0,0,0,0.3409,0,5.71,1.78,5.77,8.11,63,0,13.1,0,,18964,1.329,4.51,13.7,168,2232,30114,0
34624,"Nic Dowd",2800,C,WSH,OTT,8403370,824599,3,,,0.1293,0.1691,0.9061,0.9413,0,0,0,0,0,0,0.2984,0,4.93,1.76,5.19,7.36,64,0,11.57,0,,34624,1.545,4.07,15.1,168,2232,31140,0
1279000,"Simon Holmstrom",3300,W,NYI,UTA,8403350,1172205,3,2,,0.2329,0.2403,1.1376,0.6751,0,0,0,0,0.029,0.0369,0.4732,0.0659,6.08,1.84,6.33,9.01,65,0,14.18,0,,1279000,0.414,4.41,15.9,156,2135,91941,1
18970,"Thomas Chabot",4500,D,OTT,WSH,8403370,878049,2,2,,0.1056,0.3938,1.7959,1.6421,0,0,0,0,0.033,0.0939,0.4994,0.1269,8.61,1.91,6.43,9.25,66,1.95,16.84,0,,18970,0.935,6.18,22.2,163,2050,30219,1
