PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,33.09,21.15,215.11,1.63,0.71,0.67,1.46,0.04,0,0,0,0,15.04,2.95,35.22,2.21,1.81%,MAIN,403308,2307,1,13563,15.03,15.03,216.57,1.67,216.57,1.67,1.46,0.04,0,8.98,23.1,1.9,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.37,39.93,0.39,0.9,0.71,5.34,0.04,7.8,1.66,18,0.78,0.79%,MAIN,1131198,125422,2,3491931,7.76,7.4,45.27,0.43,39.93,0.39,45.27,0.43,0,3.24,17.26,1.4,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,16.4,80.08,0.64,7.64,5.56,44.54,0.31,24.95,2.87,68.94,53.65,42.29%,MAIN,1228244,123168,3,4687512,24.87,22.09,124.62,0.95,80.08,0.64,124.62,0.95,0,15.42,37.15,38.02,
8261767,"Nate Carter",4000,RB,ATL,NOS,147585,,0,0,0,0,0,0.11,0.53,0,0.04,0.03,0.21,0,0.1,0.03,,0,0.00%,MAIN,1214132,134222,4,8261767,0.11,0.09,0.74,0,0.53,0,0.74,0,0,0,0.2,,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.84,1.07,10.71,0.08,2.61,0.77,4.22,0.03,0.01%,MAIN,866973,65587,5,982204,2.61,2.07,10.71,0.08,0,0,10.71,0.08,0,0,6.96,0.08,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,4.21,2.49,29.62,0.18,6.54,1.68,15.38,0.43,0.45%,MAIN,912027,62802,6,1844218,6.54,5.29,29.66,0.18,0.04,0,29.66,0.18,0,2.38,14.07,0.84,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.3,5.76,60.8,0.48,14.99,2.17,33.42,5.83,7.25%,MAIN,1178741,140160,7,3491928,14.95,12.07,60.8,0.48,0,0,60.8,0.48,0,7.75,25.11,9.54,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.87,1.15,10.07,0.08,2.63,0.88,5.78,0.07,0.02%,MAIN,1108534,48414,8,4773069,2.62,2.04,10.07,0.08,0,0,10.07,0.08,0,0,7.23,0.1,
3515974,"Deven Thompkins",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.08,0.05,0.35,0,0.08,0.03,,0.01,0.00%,MAIN,1130833,49660,9,3515974,0.09,0.06,0.35,0,0,0,0.35,0,0,0,0.16,,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.96,0.64,5.14,0.05,1.45,0.58,4.46,0.01,0.00%,MAIN,922040,58179,10,1849814,1.44,1.12,5.14,0.05,0,0,5.14,0.05,0,0,2.9,0.1,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,7.2,4.75,49.04,0.41,12.19,2.22,27.4,3.28,3.59%,MAIN,1123026,54917,11,2862126,12.15,9.77,49.04,0.41,0,0,49.04,0.41,0,5.69,22.51,6.26,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.04,0.02,0.26,0,0.05,0.02,,0,0.00%,MAIN,1128538,63778,12,3491690,0.05,0.04,0.26,0,0,0,0.26,0,0,0,0.1,,
36842,"Zane Gonzalez",,K,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0,0,0,0,8.02,21,,0,0.00%,MAIN,732774,33774,13,36842,8.02,8.02,0,0,0,0,0,0,7.07,3.06,14.53,,
18433,"New Orleans Saints",2500,DST,NOS,ATL,147585,,0,0,0,0,0,0,0,0,0,0,0,0,5.38,2.15,33.48,0.58,2.66%,MAIN,350,8482,14,18433,5.38,5.38,0,0,0,0,0,0,0,0.77,11.59,4.56,
35493,"Jacoby Brissett",5600,QB,ARI,LAR,147586,,36.21,22.91,240.68,1.38,0.52,2.98,9.56,0.08,0,0,0,0,16.51,2.95,40.9,3.16,3.96%,MAIN,607047,26395,15,35493,16.48,16.48,250.24,1.46,250.24,1.46,9.56,0.08,0,10.29,24.73,3.46,
2861839,"Michael Carter",5100,RB,ARI,LAR,147586,,0,0,0,0,0,11.33,44.77,0.32,3.09,2.2,16.31,0.07,10.65,2.09,25.32,1.88,1.93%,MAIN,976329,162975,16,2861839,10.6,9.5,61.08,0.39,44.77,0.32,61.08,0.39,0,5.71,18.63,2.28,
4715680,"Emari Demercado",4600,RB,ARI,LAR,147586,,0,0,0,0,0,6,24.53,0.17,3.21,2.2,18.86,0.07,7.95,1.73,19.12,0.9,0.56%,MAIN,1116817,92713,17,4715680,7.92,6.82,43.39,0.24,24.53,0.17,43.39,0.24,0,3.54,15.19,1.12,
8268732,"Corey Kiner",4000,RB,ARI,LAR,147586,,0,0,0,0,0,1.95,7.59,0.05,0.11,0.07,0.59,0,1.18,0.3,0.46,0,0.00%,MAIN,1286050,169851,18,8268732,1.17,1.13,8.18,0.05,7.59,0.05,8.18,0.05,0,0,3.25,0,
328944,"Trent Sherfield",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.65,0.38,4.12,0.03,0.97,0.32,1.36,0.08,0.02%,MAIN,835861,40523,19,328944,0.97,0.78,4.12,0.03,0,0,4.12,0.03,0,0,1.94,0,
4687487,"Michael Wilson",6600,WR,ARI,LAR,147586,,0,0,0,0,0,0.02,0.09,0,10.29,6.35,75.99,0.43,17.15,2.6,46.74,16.63,18.30%,MAIN,1123529,42545,20,4687487,17.11,13.93,76.08,0.43,0.09,0,76.08,0.43,0,9.76,28.98,16.02,
4687678,"Jalen Brooks",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,2.39,1.25,15.67,0.1,3.41,1.14,8.3,0.3,0.07%,MAIN,1223301,171671,21,4687678,3.41,2.78,15.67,0.1,0,0,15.67,0.1,0,0,9.38,0.2,
6227657,"Xavier Weaver",3100,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,3.54,2.01,21.05,0.15,5.01,1.62,13.36,0.56,0.38%,MAIN,1180538,128333,22,6227657,5,3.99,21.05,0.15,0,0,21.05,0.15,0,1.44,11.77,0.3,
1001771,"Steven Sims",3000,WR,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.44,0.27,2.38,0.02,0.63,0.21,0.62,0.03,0.01%,MAIN,877596,68246,23,1001771,0.63,0.49,2.38,0.02,0,0,2.38,0.02,0,0,1.26,0,
1844275,"Josiah Deguara",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0.05,0.04,0.33,0,0.07,0.03,,0.01,0.00%,MAIN,866149,45301,24,1844275,0.07,0.05,0.33,0,0,0,0.33,0,0,0,0.14,,
3492164,"Trey McBride",7500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,10.59,7.4,77.92,0.44,18.6,2.48,45.74,17.22,17.78%,MAIN,1108161,41195,25,3492164,18.53,14.83,77.92,0.44,0,0,77.92,0.44,0,10.56,31.23,23.54,
4687953,"Elijah Higgins",2500,TE,ARI,LAR,147586,,0,0,0,0,0,0,0,0,1.86,1.49,13.29,0.07,3.22,1.29,8.12,0.24,0.08%,MAIN,1161853,132184,26,4687953,3.21,2.46,13.29,0.07,0,0,13.29,0.07,0,0.01,8.24,0.48,
4688002,"Chad Ryland",,K,ARI,LAR,147586,,0,0,0,0,0,0,0,0,0,0,0,0,7.97,21,,0,0.00%,MAIN,1108545,48407,27,4688002,7.97,7.97,0,0,0,0,0,0,7.09,3.19,14.16,,
18442,"Los Angeles Rams",3600,DST,LAR,ARI,147586,,0,0,0,0,0,0,0,0,0,0,0,0,6.81,1.89,35.72,0.49,1.17%,MAIN,343,8491,28,18442,6.81,6.81,0,0,0,0,0,0,0,2.46,12.5,5.9,
328097,"Lamar Jackson",6600,QB,BAL,PIT,147583,,25.73,16.83,200.11,1.39,0.52,4.96,23.06,0.22,0,0,0,0,16.8,2.55,,0,0.00%,SNF,877745,62084,29,328097,16.76,16.76,223.17,1.61,223.17,1.61,23.06,0.22,0,10.28,24.91,,
35530,"Derrick Henry",7700,RB,BAL,PIT,147583,,0,0,0,0,0,20.18,92.83,0.76,1.11,0.84,6.71,0.03,17.17,2.23,,0,0.00%,SNF,732145,26360,30,35530,17.09,16.67,99.54,0.79,92.83,0.76,99.54,0.79,0,8.81,26.96,,
4744211,"Keaton Mitchell",4700,RB,BAL,PIT,147583,,0,0,0,0,0,4.66,22.67,0.09,2.11,1.51,13.51,0.07,6.08,1.29,,0,0.00%,SNF,1222789,140482,31,4744211,6.06,5.3,36.18,0.16,22.67,0.09,36.18,0.16,0,2.37,12.55,,
6227728,"Rasheen Ali",4200,RB,BAL,PIT,147583,,0,0,0,0,0,0.82,3.37,0.02,2.78,1.82,15.26,0.07,4.22,1,,0,0.00%,SNF,1229133,148325,32,6227728,4.2,3.29,18.63,0.09,3.37,0.02,18.63,0.09,0,0.62,10.02,,
16563,"DeAndre Hopkins",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.97,1.19,15.75,0.16,3.72,1.24,,0,0.00%,SNF,560241,3873,33,16563,3.72,3.12,15.75,0.16,0,0,15.75,0.16,0,0,10.23,,
2861521,"Rashod Bateman",3200,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.05,0.03,0.41,0,0.07,0.02,,0,0.00%,SNF,1108208,44328,34,2861521,0.08,0.06,0.41,0,0,0,0.41,0,0,0,0.19,,
4687538,"Zay Flowers",6200,WR,BAL,PIT,147583,,0,0,0,0,0,0.53,2.87,0.02,7.25,4.8,63.22,0.4,14.31,2.31,,0,0.00%,SNF,1177053,136555,35,4687538,14.28,11.88,66.09,0.42,2.87,0.02,66.09,0.42,0,7.1,25.2,,
6227729,"Devontez Walker",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,1.93,1.21,15.74,0.1,3.38,1.13,,0,0.00%,SNF,1277914,140381,36,6227729,3.37,2.76,15.74,0.1,0,0,15.74,0.1,0,0,6.76,,
8228348,"LaJohntay Wester",3000,WR,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.05,0.03,0.38,0,0.07,0.02,,0,0.00%,SNF,1231033,136011,37,8228348,0.07,0.05,0.38,0,0,0,0.38,0,0,0,0.14,,
328096,"Mark Andrews",3500,TE,BAL,PIT,147583,,0,0,0,0,0,1.09,1.22,0.02,4.14,2.76,32.46,0.27,7.86,2.25,,0,0.00%,SNF,820699,40601,38,328096,7.82,6.44,33.68,0.29,1.22,0.02,33.68,0.29,0,2.63,17.5,,
3491347,"Charlie Kolar",2500,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0.78,0.55,7.12,0.05,1.56,0.62,,0,0.00%,SNF,1058648,63283,39,3491347,1.56,1.28,7.12,0.05,0,0,7.12,0.05,0,0,3.12,,
3491355,"Isaiah Likely",3000,TE,BAL,PIT,147583,,0,0,0,0,0,0,0,0,3.56,2.4,27.93,0.23,6.57,2.19,,0,0.00%,SNF,1125111,126944,40,3491355,6.54,5.34,27.93,0.23,0,0,27.93,0.23,0,2.13,14.91,,
8228349,"Tyler Loop",,K,BAL,PIT,147583,,0,0,0,0,0,0,0,0,0,0,0,0,7.13,21,,0,0.00%,SNF,1239342,147914,41,8228349,7.13,7.13,0,0,0,0,0,0,6.26,2.43,13,,
18438,"Pittsburgh Steelers",2600,DST,PIT,BAL,147583,,0,0,0,0,0,0,0,0,0,0,0,0,5.91,2.27,,0,0.00%,SNF,356,8487,42,18438,5.91,5.91,0,0,0,0,0,0,0,0.93,12.79,,
36854,"Mitchell Trubisky",5000,QB,BUF,NYJ,147581,,31.15,19.84,214.21,1.28,0.85,5.07,10.4,0.22,0,0,0,0,15.8,3.16,,0,0,MAIN,728169,33586,43,36854,15.75,15.75,224.61,1.5,224.61,1.5,10.4,0.22,0,6.32,25.28,,42
982111,"Ty Johnson",4900,RB,BUF,NYJ,147581,,0,0,0,0,0,2.86,14.82,0.09,2.23,1.51,13.99,0.08,5.4,1.1,7.16,0.26,0.06%,MAIN,877784,68741,44,982111,5.39,4.63,28.81,0.17,14.82,0.09,28.81,0.17,0,1.44,12.58,0.42,
3491576,"James Cook",7900,RB,BUF,NYJ,147581,,0,0,0,0,0,17.2,98.16,0.71,2.35,1.66,13.52,0.08,18.16,2.3,31.2,6.65,10.42%,MAIN,1131012,58170,45,3491576,18.07,17.24,111.68,0.79,98.16,0.71,111.68,0.79,0,9.9,30,7.52,
6227753,"Ray Davis",4900,RB,BUF,NYJ,147581,,0,0,0,0,0,2.22,9.8,0.06,1.82,1.35,12.23,0.07,4.32,0.88,4.14,0.1,0.02%,MAIN,1165229,93411,46,6227753,4.31,3.63,22.03,0.13,9.8,0.06,22.03,0.13,0,1.14,11.29,0.24,
2862340,"Josh Palmer",3400,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.18,2.11,20.22,0.12,4.84,1.42,10.42,0.49,0.14%,MAIN,1059612,66181,47,2862340,4.83,3.77,20.22,0.12,0,0,20.22,0.12,0,0.57,11.53,0.32,
3491575,"Khalil Shakir",5000,WR,BUF,NYJ,147581,,0,0,0,0,0,0.41,2.73,0.01,4.79,3.37,32.66,0.19,8.27,1.65,33.48,4.12,2.93%,MAIN,1130603,55222,48,3491575,8.25,6.56,35.39,0.2,2.73,0.01,35.39,0.2,0,3.8,15.13,5.98,
4744237,"Tyrell Shavers",3100,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.17,2,22.19,0.12,4.96,1.6,20.82,1.21,0.43%,MAIN,973949,63556,49,4744237,4.95,3.95,22.19,0.12,0,0,22.19,0.12,0,1.23,11.73,1.64,
1844330,"Gabriel Davis",3300,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.05,1.65,22.65,0.12,4.64,1.41,12.86,0.72,0.26%,MAIN,976761,43135,50,1844330,4.63,3.8,22.65,0.12,0,0,22.65,0.12,0,0.33,11.69,0.78,
18281,"Brandin Cooks",3500,WR,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.73,2.29,24.53,0.15,5.65,1.61,17.48,0.98,0.56%,MAIN,607864,2255,51,18281,5.64,4.49,24.53,0.15,0,0,24.53,0.15,0,1.93,12.89,0.94,
982202,"Dawson Knox",3600,TE,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,3.79,2.45,24.81,0.19,6.07,1.69,23.68,1.78,1.95%,MAIN,884083,61345,52,982202,6.05,4.82,24.81,0.19,0,0,24.81,0.19,0,2.07,13.7,6.02,
4687560,"Dalton Kincaid",4100,TE,BUF,NYJ,147581,Q,0,0,0,0,0,0,0,0,0.05,0.03,0.35,0,0.06,0.01,,0.01,0.00%,MAIN,1135513,170729,53,4687560,0.07,0.05,0.35,0,0,0,0.35,0,0,0,0.12,,
8228372,"Jackson Hawes",2600,TE,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,2.99,2.04,20.73,0.15,5,1.92,18.06,0.91,0.30%,MAIN,1182649,146678,54,8228372,4.98,3.96,20.73,0.15,0,0,20.73,0.15,0,0.07,13.75,2.24,
11559,"Matt Prater",,K,BUF,NYJ,147581,,0,0,0,0,0,0,0,0,0,0,0,0,7.96,21,,0,0.00%,MAIN,218237,6014,55,11559,7.96,7.96,0,0,0,0,0,0,6.73,2.74,15.08,,
18435,"New York Jets",2000,DST,NYJ,BUF,147581,,0,0,0,0,0,0,0,0,0,0,0,0,5.83,2.92,42.88,2.75,4.71%,MAIN,352,8484,56,18435,5.83,5.83,0,0,0,0,0,0,0,1.16,12.11,6.4,
4687580,"Bryce Young",4800,QB,CAR,TBB,147580,,33.36,20.45,206.4,1.41,0.68,5.72,19.15,0.11,0,0,0,0,15.91,3.31,,0,0.00%,SAT,1213257,116811,57,4687580,15.84,15.84,225.55,1.52,225.55,1.52,19.15,0.11,0,9.71,23.67,,
1844583,"Rico Dowdle",5900,RB,CAR,TBB,147580,,0,0,0,0,0,11.15,48.03,0.34,3.93,2.74,19.04,0.09,12.11,2.05,,0,0.00%,SAT,933480,53384,58,1844583,12.05,10.68,67.07,0.43,48.03,0.34,67.07,0.43,0,6.88,20.39,,
2862163,"Chuba Hubbard",4400,RB,CAR,TBB,147580,,0,0,0,0,0,7.87,31.09,0.24,4.33,3.06,20.18,0.09,10.14,2.3,,0,0.00%,SAT,1062047,46456,59,2862163,10.11,8.58,51.27,0.33,31.09,0.24,51.27,0.33,0,4.84,18.67,,
8228396,"Trevor Etienne",4000,RB,CAR,TBB,147580,,0,0,0,0,0,0.34,1.52,0.01,0.04,0.03,0.19,0,0.26,0.07,,0,0.00%,SAT,1394803,238273,60,8228396,0.26,0.24,1.71,0.01,1.52,0.01,1.71,0.01,0,0,0.52,,
4716517,"Brycen Tremayne",3000,WR,CAR,TBB,147580,,0,0,0,0,0,0,0,0,0.82,0.53,5.18,0.04,1.28,0.43,,0,0.00%,SAT,1123525,132163,61,4716517,1.29,1.02,5.18,0.04,0,0,5.18,0.04,0,0,2.56,,
6227778,"Jalen Coker",4300,WR,CAR,TBB,147580,,0,0,0,0,0,0,0,0,5.76,3.73,42.66,0.25,9.61,2.23,,0,0.00%,SAT,1218753,134299,62,6227778,9.59,7.72,42.66,0.25,0,0,42.66,0.25,0,4.14,18.08,,
