PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
16869,"Kentavious Caldwell-Pope",3700,SG/SF,MEM,MIN,159037,602730,,20,7.94,2.62,2.36,1.38,1.13,0.78,0.14,10.3,10.56,12.92,0.92,4.98,3.01,1.28,4.05,1.4,1.25,7.06,2.66,16.25,16.25,16.72,8.72,26.6,0,0,0,11.7,11.7,11.7,11.7,11.7,11.7,11.7,0%,142,146,MON,12463,78,16869,,4.52
409099,"Jaren Jackson",7400,C,MEM,MIN,159037,1078662,Q,32,18.6,6.44,2.03,1.69,2.33,1.24,1.46,20.63,25.04,27.07,2.7,8.47,10.09,4.7,4.74,5.26,4.13,14.83,6.39,35.14,35.14,34.89,24.36,46.92,0,0,0,24.42,24.42,24.42,24.42,24.42,24.42,24.42,0%,142,146,MON,75291,79,409099,,4.71
1115624,"Ty Jerome",4000,PG/SG,MEM,MIN,159037,942866,,19.5,11.96,1.96,2.43,1.51,1.26,0.62,0.12,14.39,13.92,16.35,0.74,4.39,5.45,2.65,3.8,2.45,2.13,9.25,4.16,18.92,18.92,19.68,11.73,29.19,0,0,0,13.78,13.78,13.78,13.78,13.78,13.78,13.78,0%,142,146,MON,70230,82,1115624,,4.92
3012652,"Jock Landale",6400,C,MEM,MIN,159037,850308,,28,12.62,8.23,1.87,0.96,1.23,0.87,0.62,14.49,20.85,22.72,1.49,10.1,7.31,3.86,2.51,2.87,2.02,9.82,4.82,28.54,28.54,28.67,19.9,38.7,0,0,0,20.07,20.07,20.07,20.07,20.07,20.07,20.07,0%,142,146,MON,74198,85,3012652,,4.48
3587970,"Vince Williams",4200,PF,MEM,MIN,159037,1134869,,21,7.75,3.9,3.19,1.25,1.72,0.78,0.19,10.94,11.65,14.84,0.97,7.09,3.26,1.27,3.85,1.8,1.46,7.11,2.52,18.41,18.41,19.2,12.13,27.64,0,0,0,13.44,13.44,13.44,13.44,13.44,13.44,13.44,0%,142,146,MON,89766,87,3587970,,4.57
4878275,"Olivier-Maxence Prosper",3400,SF/PF,MEM,MIN,159037,1232483,,10,3.86,1.9,0.42,0.3,0.4,0.36,0.13,4.28,5.76,6.18,0.49,2.32,2.03,0.92,0.96,1.46,1.1,2.99,1.22,7.84,7.84,7.8,3.09,13.34,0,0,0,5.46,5.46,5.46,5.46,5.46,5.46,5.46,0%,142,146,MON,148847,88,4878275,,2.29
4878429,"Gregory Jackson",4600,SF/PF,MEM,MIN,159037,1405584,,18,7.73,2.96,1.71,1.07,1.24,0.64,0.43,9.44,10.69,12.4,1.07,4.67,3.44,1.56,3.33,1.88,1.41,6.77,2.63,15.82,15.82,16.08,9.16,24.47,0,0,0,11.26,11.26,11.26,11.26,11.26,11.26,11.26,0%,142,146,MON,245013,89,4878429,,3.5
6412994,"Cam Spencer",5900,PG,MEM,MIN,159037,1177001,,25,10.99,2.55,4.66,2.16,1.8,0.6,0.18,15.65,13.54,18.2,0.78,7.21,2.76,1.28,4.91,2.09,1.95,7.67,3.44,21.58,21.58,22.99,14.7,32.84,0,0,0,16.09,16.09,16.09,16.09,16.09,16.09,16.09,0%,142,146,MON,90391,90,6412994,,3.9
6412995,"Jaylen Wells",4100,SF,MEM,MIN,159037,1423140,,25.5,10.78,3.76,1.99,1.8,1.16,0.89,0.07,12.77,14.54,16.53,0.96,5.75,4.4,1.74,5.37,2.4,1.9,9.77,3.54,20,20,20.72,10.79,30.67,0,0,0,14.5,14.5,14.5,14.5,14.5,14.5,14.5,0%,142,146,MON,252511,91,6412995,,5.05
8985717,"Cedric Coward",5400,SG,MEM,MIN,159037,1351367,,26,12.42,5.39,2.91,1.54,1.91,0.9,0.45,15.33,17.81,20.72,1.35,8.3,5.85,2.72,4.44,2.76,2.35,10.29,4.26,25.39,25.39,26.24,17.9,35.79,0,0,0,18.37,18.37,18.37,18.37,18.37,18.37,18.37,0%,142,146,MON,219100,93,8985717,,4.86
