PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
555780,"Dominik Kahun",,W,GER,LAT,,1096972,3,2,,0.132,0.1518,1.1835,0,0,0,0,0,0,0,0.2838,0,3.69,0,10.13,0,,555780,0,2.58,,,,,1,5.03,7.06,129
31846,"Leon Draisaitl",,C,GER,LAT,,831068,1,1,,0.6734,1.0089,3.6014,0,0,0,0,0,0.2602,0.323,1.6823,0.5832,17.92,5.22,33.61,0,,31846,0.648,12.29,40,,,30849,1,12.26,17.73,130
2298912,"JJ Peterka",,W,GER,LAT,,1207612,2,1,,0.421,0.5357,3.0394,0,0,0,0,0,0.128,0.1971,0.9567,0.3251,11.65,1.93,23.66,0,,2298912,0.491,8.12,31.9,,,158555,1,9.38,13.44,131
2295912,"Tim Stuetzle",,C,GER,LAT,,1207614,2,1,,0.4322,0.7306,3.068,0,0,0,0,0,0.1318,0.3733,1.1628,0.5051,12.91,2.87,25.31,0,,2295912,1.552,9.61,36.4,,,158609,1,9.69,14,132
10240575,"Wojciech Stachowiak",,W,GER,LAT,,1447405,2,,,0.1419,0.1632,1.2723,0,0,0,0,0,0,0,0.3051,0,3.97,0,10.6,0,,10240575,0,2.78,,,,658740,1,5.18,7.33,133
1096961,"Jonas Muller",,D,GER,LAT,,1096961,2,,,0.0429,0.1336,0.9541,0,0,0,0,0,0,0,0.1765,0,2.48,0,8.18,0,,1096961,0,1.75,,,,,1,4.45,6.3,134
1510783,"Lukas Kalble",,D,GER,LAT,,1510783,3,2,,0.0386,0.1202,0.8584,0,0,0,0,0,0,0,0.1588,0,2.22,0,7.92,0,,1510783,0,1.57,,,,,1,4.45,6.3,135
1057753,"Leon Gawanke",,D,GER,LAT,,1057753,3,2,,0.0012,0.1924,0.2253,0,0,0,0,0,0.0005,0.0397,0.1936,0.0402,1.31,0,7.11,0,,1057753,1.107,1.58,,,,,1,4.53,6.53,136
1447406,"Parker Tuomie",,W,GER,LAT,,1447406,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447406,0,0,,,,,1,1.15,1.15,137
10239700,"Josh Samanski",,C,GER,LAT,,1262730,1,2,,0.2297,0.3677,2.1478,0,0,0,0,0,0.0303,0.0574,0.5974,0.0877,7.29,0,16.43,0,,10239700,1.516,5.8,20.2,,,658733,1,7.14,10.24,138
878356,"Frederik Tiffels",,W,GER,LAT,,878356,1,2,,0.1747,0.2009,1.5664,0,0,0,0,0,0,0,0.3756,0,4.93,0,12.47,0,,878356,0,3.42,,,,,1,5.89,8.35,139
2075138,"Nico Sturm",,C,GER,LAT,,1163937,4,,,0.1467,0.1942,1.3554,0,0,0,0,0,0,0,0.3409,0,4.31,0,10.94,0,,2075138,1.348,3.69,20.1,,,87741,1,5.18,7.33,140
18640,"Tobias Rieder",,W,GER,LAT,,610628,4,,,0.0884,0.1017,0.7929,0,0,0,0,0,0,0,0.1901,0,2.46,0,8.74,0,,18640,0,1.73,,,,,1,4.91,6.96,141
1364046,"Korbinian Geibel",,D,GER,LAT,,1364046,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1364046,0,0,,,,,1,1.15,1.15,142
1385524,"Alexander Ehl",,W,GER,LAT,,1385524,4,,,0.0958,0.1102,0.8593,0,0,0,0,0,0,0,0.206,0,2.66,0,8.98,0,,1385524,0,1.87,,,,,1,4.94,6.99,143
1121640,"Justin Schutz",,W,GER,LAT,,1121640,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1121640,0,0,,,,,1,1.15,1.15,144
789618,"Mathias Niederberger",,G,GER,LAT,,789618,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,789618,0,0,,,,,1,0.58,0,145
1447404,"Maximilian Franzreb",,G,GER,LAT,,1447404,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447404,0,0,,,,,1,0.58,0,146
1385992,"Kai Wissmann",,D,GER,LAT,,1385992,2,,,0.0435,0.1353,0.9663,0,0,0,0,0,0,0,0.1788,0,2.51,0,8.21,0,,1385992,0,1.77,,,,,1,4.45,6.3,147
1166565,"Marc Michaelis",,W,GER,LAT,,1166565,3,,,0.1174,0.135,1.0526,0,0,0,0,0,0,0,0.2524,0,3.27,0,9.64,0,,1166565,0,2.3,,,,,1,4.98,7.02,148
1096964,"Moritz Muller",,D,GER,LAT,,1096964,4,,,0.0099,0.0308,0.2202,0,0,0,0,0,0,0,0.0407,0,0.57,0,5.96,0,,1096964,0,0.4,,,,,1,4.21,5.95,149
17059,"Philipp Grubauer",,G,GER,LAT,,555124,,,B,0,0,0,0,0.726,21.891,2.1063,0.1262,0,0,0,0,13.2,6.03,22.06,0,,17059,0,11.17,,,,30350,1,6.92,9.27,150
736309,"Thomas Larkin",2900,D,ITA,FIN,,736309,1,2,,0.0211,0.0755,0.7796,0,0,0,0,0,0,0,0.0966,0,1.73,0,7.2,0,,736309,0,1.21,,,,,1,4.27,6,151,0.6
1418395,"Cristiano DiGiacinto",3600,W,ITA,FIN,,1418395,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1418395,0,0,,,,,1,1.15,1.15,152,0
595856,"Dustin Gazley",4200,W,ITA,FIN,,595856,1,1,,0.0994,0.1315,1.4818,0,0,0,0,0,0,0,0.2309,0,3.78,0,10.32,0,,595856,0,2.6,,,,,1,5.11,7.12,153,0.9
1166678,"Alex Trivellato",2800,D,ITA,FIN,,1166678,1,,,0.0192,0.0686,0.7089,0,0,0,0,0,0,0,0.0878,0,1.57,0,6.98,0,,1166678,0,1.1,,,,,1,4.23,5.97,154,0.56
878287,"Matthew Bradley",3500,C,ITA,FIN,,878287,1,1,,0.0994,0.1315,1.4818,0,0,0,0,0,0,0,0.2309,0,3.78,0,10.32,0,,878287,0,2.6,,,,,1,5.11,7.12,155,1.08
1636177,"Mikael Frycklund",3000,C,ITA,FIN,,1636177,2,1,,0.0861,0.1139,1.2839,0,0,0,0,0,0,0,0.2,0,3.26,0,9.7,0,,1636177,0,2.26,,,,,1,5.03,7.06,156,1.09
1636178,"Alessandro Segafredo",2800,W,ITA,FIN,,1636178,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1636178,0,0,,,,,1,1.15,1.15,157,0
1285372,"Phil Pietroniro",2700,D,ITA,FIN,,1285372,2,,,0.0192,0.0686,0.7089,0,0,0,0,0,0,0,0.0878,0,1.57,0,6.98,0,,1285372,0,1.1,,,,,1,4.23,5.97,158,0.58
1166679,"Luca Zanatta",3200,D,ITA,FIN,,1166679,2,,,0.0192,0.0686,0.7089,0,0,0,0,0,0,0,0.0878,0,1.57,0,6.98,0,,1166679,0,1.1,,,,,1,4.23,5.97,159,0.49
915724,"Alex Petan",3400,C,ITA,FIN,,915724,3,2,,0.0722,0.0954,1.0753,0,0,0,0,0,0,0,0.1676,0,2.72,0,8.48,0,,915724,0,1.89,,,,,1,4.5,6.33,160,0.8
1636174,"Gregory Di Tomaso",3500,D,ITA,FIN,,1636174,3,1,,0.0215,0.0768,0.7931,0,0,0,0,0,0,0,0.0983,0,1.76,0,7.23,0,,1636174,0,1.23,,,,,1,4.27,6,161,0.5
1635099,"Tommy Purdeller",4600,W,ITA,FIN,,1635099,4,2,,0.0596,0.0787,0.8876,0,0,0,0,0,0,0,0.1383,0,2.24,0,7.74,0,,1635099,0,1.56,,,,,1,4.3,6.03,162,0.49
1285490,"Luca Frigo",2900,W,ITA,FIN,,1285490,3,1,,0.0812,0.1074,1.2105,0,0,0,0,0,0,0,0.1886,0,3.07,0,9.51,0,,1285490,0,2.13,,,,,1,5.03,7.06,163,1.06
1285368,"Daniel Glira",2500,D,ITA,FIN,,1285368,3,,,0.0172,0.0614,0.6342,0,0,0,0,0,0,0,0.0786,0,1.41,0,6.82,0,,1285368,0,0.98,,,,,1,4.23,5.97,164,0.56
1385945,"Daniel Mantenuto",2600,C,ITA,FIN,,1385945,3,2,,0.0722,0.0954,1.0753,0,0,0,0,0,0,0,0.1676,0,2.72,0,8.48,0,,1385945,0,1.89,,,,,1,4.5,6.33,165,1.05
1636175,"Jason Seed",2500,D,ITA,FIN,,1636175,4,,,0.0172,0.0614,0.6342,0,0,0,0,0,0,0,0.0786,0,1.41,0,6.82,0,,1636175,0,0.98,,,,,1,4.23,5.97,166,0.56
1636176,"Tommaso De Luca",2500,C,ITA,FIN,,1636176,2,,,0.0644,0.0851,0.9597,0,0,0,0,0,0,0,0.1495,0,2.42,0,8.12,0,,1636176,0,1.69,,,,,1,4.45,6.3,167,0.97
1636179,"Marco Zanetti",2700,W,ITA,FIN,,1636179,1,,,0.0831,0.1098,1.2382,0,0,0,0,0,0,0,0.1929,0,3.14,0,9.58,0,,1636179,0,2.18,,,,,1,5.03,7.06,168,1.16
1166690,"Diego Kostner",2500,W,ITA,FIN,,1166690,4,2,,0.0596,0.0787,0.8876,0,0,0,0,0,0,0,0.1383,0,2.24,0,7.74,0,,1166690,0,1.56,,,,,1,4.3,6.03,169,0.9
1385947,"Dylan Di Perna",2500,D,ITA,FIN,,1385947,4,,,0.0172,0.0614,0.6342,0,0,0,0,0,0,0,0.0786,0,1.41,0,6.82,0,,1385947,0,0.98,,,,,1,4.23,5.97,170,0.56
915728,"Nick Saracino",3300,W,ITA,FIN,,915728,2,,,0.0556,0.0735,0.8283,0,0,0,0,0,0,0,0.1291,0,2.09,0,7.56,0,,915728,0,1.46,,,,,1,4.27,6,171,0.63
1166695,"Gianluca Vallini",7000,G,ITA,FIN,,1166695,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1166695,0,0,,,,,1,0.58,0,172,0
1166687,"Giovanni Morini",2600,W,ITA,FIN,,1166687,4,,,0.0523,0.0691,0.7792,0,0,0,0,0,0,0,0.1214,0,1.96,0,7.43,0,,1166687,0,1.37,,,,,1,4.27,6,173,0.75
1285378,"Damian Clara",7000,G,ITA,FIN,,1285378,,,C,0,0,0,0,0.0323,36,5.4736,0.0016,0,0,0,0,11.33,-0.68,26.17,0,,1285378,0,5.37,,,,,1,11.59,13.73,174,1.62
1285489,"Davide Fadani",7000,G,ITA,FIN,,1285489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1285489,0,0,,,,,1,0.58,0,175,0
16699,"Zemgus Girgensons",,W,LAT,GER,,659858,1,1,,0.2061,0.2773,2.265,0,0,0,0,0,0.0528,0.085,0.4834,0.1378,6.82,0,15.38,0,,16699,3.264,6.31,60.2,,,30275,1,6.69,9.45,176
5273642,"Sandis Vilmanis",,W,LAT,GER,,1395120,1,,,0.2024,0.284,1.809,0,0,0,0,0,0,0,0.4864,0,6.01,0,14.46,0,,5273642,1.885,5.1,38.2,,,231612,1,6.6,9.37,177
1345115,"Eduards Tralmaks",,W,LAT,GER,,1345115,1,2,,0.1578,0.2011,1.4717,0,0,0,0,0,0,0,0.3589,0,4.63,0,11.57,0,,1345115,0,3.22,,,,,1,5.42,7.7,178
5273644,"Uvis Balinskis",,D,LAT,GER,,906398,1,1,,0.0975,0.3429,2.0092,0,0,0,0,0,0.0501,0.1864,0.4404,0.2365,5.75,0,13.46,0,,5273644,1.767,4.97,103.9,,,263498,1,6.02,8.59,179
97295,"Rudolfs Balcers",,W,LAT,GER,,878308,3,1,,0.2493,0.2694,2.4399,0,0,0,0,0,0.0783,0.1046,0.5187,0.1829,7.49,0.43,16.21,0,,97295,1.463,5.84,,,,39342,1,6.81,9.54,180
35769,"Teddy Blueger",,C,LAT,GER,,660801,2,2,,0.1914,0.4136,2.0528,0,0,0,0,0,0.0242,0.062,0.605,0.0862,7.03,0.09,15.61,0,,35769,1.848,5.82,62.5,,,32497,1,6.7,9.64,181
1091873,"Rihards Bukarts",,W,LAT,GER,,1091873,3,,,0.1431,0.1824,1.3347,0,0,0,0,0,0,0,0.3255,0,4.18,0,10.81,0,,1091873,0,2.92,,,,,1,5.18,7.33,182
1166708,"Janis Jaks",,D,LAT,GER,,1166708,2,2,,0.0417,0.1438,0.9643,0,0,0,0,0,0,0,0.1855,0,2.53,0,8.23,0,,1166708,0,1.79,,,,,1,4.45,6.3,183
386972,"Kaspars Daugavins",,W,LAT,GER,,386972,2,,,0.1051,0.134,0.9804,0,0,0,0,0,0,0,0.2391,0,3.05,0,9.37,0,,386972,0,2.15,,,,,1,4.94,6.99,184
1395075,"Dans Locmelis",,C,LAT,GER,,1395075,3,1,,0.1556,0.1984,1.4515,0,0,0,0,0,0,0,0.354,0,4.56,0,11.29,0,,1395075,0,3.18,,,,,1,5.26,7.39,185
1238977,"Renars Krastenbergs",,W,LAT,GER,,1238977,2,1,,0.1556,0.1984,1.4515,0,0,0,0,0,0,0,0.354,0,4.56,0,11.29,0,,1238977,0,3.18,,,,,1,5.26,7.39,186
1136899,"Roberts Mamcics",,D,LAT,GER,,1136899,3,,,0.0314,0.1082,0.7254,0,0,0,0,0,0,0,0.1396,0,1.9,0,7.56,0,,1136899,0,1.35,,,,,1,4.42,6.27,187
1634825,"Alberts Smits",,D,LAT,GER,,1634825,3,2,,0.0347,0.1196,0.802,0,0,0,0,0,0,0,0.1543,0,2.1,0,7.76,0,,1634825,0,1.49,,,,,1,4.42,6.27,188
1403693,"Anri Ravinskis",,W,LAT,GER,,1403693,4,,,0.0841,0.1072,0.7843,0,0,0,0,0,0,0,0.1913,0,2.43,0,8.71,0,,1403693,0,1.72,,,,,1,4.91,6.96,189
878189,"Martins Dzierkals",,W,LAT,GER,,878189,4,,,0.0841,0.1072,0.7843,0,0,0,0,0,0,0,0.1913,0,2.43,0,8.71,0,,878189,0,1.72,,,,,1,4.91,6.96,190
1072015,"Oskars Batna",,C,LAT,GER,,1072015,4,2,,0.0967,0.1232,0.9017,0,0,0,0,0,0,0,0.2199,0,2.8,0,9.12,0,,1072015,0,1.97,,,,,1,4.94,6.99,191
812950,"Ralfs Freibergs",,D,LAT,GER,,812950,4,,,0.0085,0.0294,0.1973,0,0,0,0,0,0,0,0.0379,0,0.52,0,5.91,0,,812950,0,0.37,,,,,1,4.21,5.95,192
1345197,"Haralds Egle",,W,LAT,GER,,1345197,5,,,0.0212,0.0271,0.1981,0,0,0,0,0,0,0,0.0483,0,0.61,0,6,0,,1345197,0,0.43,,,,,1,4.21,5.95,193
744931,"Kristers Gudlevskis",,G,LAT,GER,,744931,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,744931,0,0,,,,,1,0.58,0,194
1279401,"Rodrigo Abols",,C,LAT,GER,,920579,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1279401,0,0,10.3,,,92052,1,1.15,1.15,195
1279875,"Arturs Silovs",,G,LAT,GER,,1159794,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1279875,0,0,,,,91905,1,0.58,0,196
1139856,"Kristians Rubins",,D,LAT,GER,,1139856,1,,,0.0433,0.1494,1.0014,0,0,0,0,0,0,0,0.1927,0,2.63,0,8.39,0,,1139856,0,1.86,,,,,1,4.5,6.33,197
880868,"Elvis Merzlikins",,G,LAT,GER,,831382,,,B,0,0,0,0,0.3175,24.7664,3.0697,0.052,0,0,0,0,10.39,1.54,21.32,0,,880868,0,7.56,,,,87660,1,8.54,10.68,198
906205,"Roberts Bukarts",,W,LAT,GER,,906205,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,906205,0,0,,,,,1,1.15,1.15,199
905843,"Oskars Cibulskis",,D,LAT,GER,,905843,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,905843,0,0,,,,,1,1.15,1.15,200
907606,"Kristaps Roberts Zile",,D,LAT,GER,,907606,2,,,0.0384,0.1324,0.8876,0,0,0,0,0,0,0,0.1708,0,2.33,0,8.03,0,,907606,0,1.65,,,,,1,4.45,6.3,201
1385719,"Andrea Glauser",,D,SUI,TBD,,1385719,1,,,0.0347,0.1086,0.8007,0,0,0,0,0,0,0,0.1433,0,2.04,0,7.7,0,,1385719,0,1.44,,,,,1,4.42,6.27,202
37639,"Nico Hischier",,C,SUI,TBD,,1057099,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37639,0,0,,,,37901,1,1.15,1.15,203
920580,"Calvin Thurkauf",,C,SUI,TBD,,920580,3,,,0.1109,0.1282,1.0319,0,0,0,0,0,0,0,0.2391,0,3.15,0,9.52,0,,920580,0,2.21,,,,,1,4.98,7.02,204
18784,"Kevin Fiala",,W,SUI,TBD,,831076,3,1,,3.0619,5.1184,28.1697,0,0,0,0,0,0.1001,0.2557,8.1803,0.3558,102.23,86.84,121.25,0,,18784,7.274,70.83,20.9,,,29972,1,14.86,21.29,205
14362,"Roman Josi",,D,SUI,TBD,,547488,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,14362,0,0,,,,29957,1,1.15,1.15,206
,1,,D,SUI,TBD,,872725,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,207,"Dean Kukan"
415039,"Philipp Kurashev",,W,SUI,TBD,,1121590,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,415039,0,0,,,,75487,1,1.15,1.15,208
2579014,"Pius Suter",,W,SUI,TBD,,1078254,3,,,0.1884,0.2008,1.5226,0,0,0,0,0,0,0,0.3892,0,4.98,0,12.52,0,,2579014,0.885,3.9,33,,,83293,1,5.89,8.35,209
18983,"Timo Meier",,W,SUI,TBD,,878040,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18983,0,0,,,,30999,1,1.15,1.15,210
35820,"Jonas Siegenthaler",,D,SUI,TBD,,878178,2,,,0.0304,0.1758,0.893,0,0,0,0,0,0,0,0.2062,0,2.49,0,8.4,0,,35820,1.47,2.51,32.6,,,30881,1,4.62,6.6,211
17276,"Nino Niederreiter",,W,SUI,TBD,,550755,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,17276,0,0,,,,30295,1,1.15,1.15,212
4200013,"J.J. Moser",,D,SUI,TBD,,1167037,3,,,0.0539,0.1983,0.9586,0,0,0,0,0,0,0,0.2522,0,2.94,0,8.85,0,,4200013,0.803,2.48,37,,,165063,1,4.62,6.6,213
1120751,"Michael Fora",,D,SUI,TBD,,1120751,4,,,0.0163,0.0511,0.3768,0,0,0,0,0,0,0,0.0674,0,0.96,0,6.35,0,,1120751,0,0.68,,,,,1,4.21,5.95,214
35814,"Denis Malgin",,W,SUI,TBD,,878243,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35814,0,0,,,,31486,1,1.15,1.15,215
742112,"Sven Andrighetto",,W,SUI,TBD,,742112,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,742112,0,0,,,,,1,1.15,1.15,216
920439,"Damien Riat",,W,SUI,TBD,,920439,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,920439,0,0,,,,,1,1.15,1.15,217
681518,"Christoph Bertschy",,C,SUI,TBD,,681518,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,681518,0,0,,,,,1,1.15,1.15,218
870183,"Christian Marti",,D,SUI,TBD,,870183,3,,,0.0163,0.0511,0.3768,0,0,0,0,0,0,0,0.0674,0,0.96,0,6.35,0,,870183,0,0.68,,,,,1,4.21,5.95,219
1510905,"Ken Jager",,C,SUI,TBD,,1510905,4,,,0.0759,0.0877,0.7065,0,0,0,0,0,0,0,0.1636,0,2.15,0,7.77,0,,1510905,0,1.51,,,,,1,4.39,6.24,220
1207664,"Sandro Schmid",,C,SUI,TBD,,1207664,4,,,0.0212,0.0245,0.1974,0,0,0,0,0,0,0,0.0457,0,0.6,0,5.99,0,,1207664,0,0.42,,,,,1,4.21,5.95,221
732732,"Reto Berra",,G,SUI,TBD,,732732,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,732732,0,0,,,,,1,0.58,0,222
1207586,"Simon Knak",,W,SUI,TBD,,1207586,5,,,0.0185,0.0214,0.172,0,0,0,0,0,0,0,0.0399,0,0.52,0,5.91,0,,1207586,0,0.37,,,,,1,4.21,5.95,223
1097648,"Leonardo Genoni",,G,SUI,TBD,,1097648,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1097648,0,0,,,,,1,0.58,0,224
414519,"Akira Schmid",,G,SUI,TBD,,1121606,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,414519,0,0,,,,75421,1,0.58,0,225
415068,"Tim Berni",,D,SUI,TBD,,1121629,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,415068,0.344,0.17,,,,75494,1,1.15,1.15,226
4200359,"Juraj Slafkovsky",5900,W,SVK,SWE,,1264222,1,1,,0.2143,0.3216,2.0683,0,0,0,0,0,0.0686,0.0964,0.5359,0.165,6.77,0,15.59,0,,4200359,2.284,5.87,48.8,,,204713,1,6.89,9.8,227,1.15
4721423,"Simon Nemec",3400,D,SVK,SWE,,1264202,1,1,,0.0886,0.2731,1.7974,0,0,0,0,0,0.0413,0.1288,0.3617,0.1701,4.94,0,12.22,0,,4721423,0.672,3.84,41.2,,,204716,1,5.69,8.09,228,1.45
414966,"Martin Fehervary",4000,D,SVK,SWE,,1121502,1,,,0.0561,0.2018,1.249,0,0,0,0,0,0,0,0.2579,0,3.44,0,9.72,0,,414966,2.199,3.49,38,,,75410,1,4.91,7.02,229,0.86
555980,"Adam Ruzicka",3100,C,SVK,SWE,,1057219,1,2,,0.1224,0.1504,1.6012,0,0,0,0,0,0.0176,0.0296,0.2728,0.0472,4.28,0,10.82,0,,555980,1.125,3.52,,,,83368,1,5.11,7.12,230,1.38
14239,"Tomas Tatar",3700,W,SVK,SWE,,522267,1,1,,0.1506,0.2334,1.603,0,0,0,0,0,0.0426,0.0839,0.384,0.1265,4.95,0,11.89,0,,14239,1.223,4.11,,,,30813,1,5.42,7.7,231,1.34
610858,"Martin Gernat",2600,D,SVK,SWE,,610858,2,2,,0.0272,0.0833,0.8029,0,0,0,0,0,0,0,0.1105,0,1.86,0,7.52,0,,610858,0,1.3,,,,,1,4.42,6.27,232,0.72
1058191,"Libor Hudacek",2600,W,SVK,SWE,,1058191,3,1,,0.089,0.1007,1.0601,0,0,0,0,0,0,0,0.1897,0,2.87,0,9.24,0,,1058191,0,2,,,,,1,4.98,7.02,233,1.1
1137267,"Adam Liska",2700,W,SVK,SWE,,1137267,4,,,0.0706,0.0799,0.8406,0,0,0,0,0,0,0,0.1505,0,2.27,0,7.77,0,,1137267,0,1.58,,,,,1,4.3,6.03,234,0.84
4900970,"Dalibor Dvorsky",3800,C,SVK,SWE,,1364159,3,1,,0.131,0.1721,1.3821,0,0,0,0,0,0.0459,0.0783,0.3031,0.1242,4.1,0,10.73,0,,4900970,1.436,3.64,43.9,,,260559,1,5.18,7.34,235,1.08
35941,"Erik Cernak",3800,D,SVK,SWE,,878164,2,,,0.0304,0.1674,1.0336,0,0,0,0,0,0,0,0.1978,0,2.7,0,8.68,0,,35941,2.257,3.01,31.5,,,40248,1,4.67,6.64,236,0.71
612967,"Peter Ceresnak",2700,D,SVK,SWE,,612967,3,2,,0.0216,0.0663,0.6396,0,0,0,0,0,0,0,0.0879,0,1.48,0,6.89,0,,612967,0,1.03,,,,,1,4.23,5.97,237,0.55
4579470,"Milos Kelemen",2900,W,SVK,SWE,,1156057,2,,,0.0853,0.0816,1.2209,0,0,0,0,0,0,0,0.1669,0,2.99,0,9.43,0,,4579470,1.301,2.71,,,,247071,1,5.03,7.06,238,1.03
415196,"Martin Pospisil",4200,C,SVK,SWE,,1121575,2,2,,0.0973,0.2071,1.8692,0,0,0,0,0,0.0144,0.0346,0.3044,0.049,4.8,0,11.85,0,,415196,4.126,5.37,33.5,,,75454,1,5.51,7.76,239,1.14
5277877,"Pavol Regenda",4800,W,SVK,SWE,,1372633,2,2,,0.2068,0.1882,2.1085,0,0,0,0,0,0.0318,0.0349,0.395,0.0667,6.08,0,14.27,0,,5277877,1.932,5.1,35.9,,,246353,1,6.4,8.92,240,1.27
,1,2500,D,SVK,SWE,,554493,3,,,0.0218,0.0667,0.6432,0,0,0,0,0,0,0,0.0885,0,1.49,,,0,,,,,,,,,,,,241,"Martin Marincin",0.6
1207574,"Oliver Okuliar",3200,W,SVK,SWE,,1207574,3,,,0.0569,0.0643,0.6773,0,0,0,0,0,0,0,0.1212,0,1.82,0,7.23,0,,1207574,0,1.28,,,,,1,4.23,5.97,242,0.57
969180,"Matus Sukel",2700,C,SVK,SWE,,969180,4,,,0.0569,0.0643,0.6773,0,0,0,0,0,0,0,0.1212,0,1.82,0,7.23,0,,969180,0,1.28,,,,,1,4.23,5.97,243,0.67
1139837,"Michal Ivan",2500,D,SVK,SWE,,1139837,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1139837,0,0,,,,,1,1.15,1.15,244,0
1372632,"Samuel Takac",2500,W,SVK,SWE,,1372632,4,,,0.0345,0.039,0.4106,0,0,0,0,0,0,0,0.0735,0,1.1,0,6.49,0,,1372632,0,0.77,,,,,1,4.21,5.95,245,0.44
6078971,"Samuel Hlavaj",7400,G,SVK,SWE,,1207560,,,B,0,0,0,0,0.1852,28.1802,4.1653,0.0134,0,0,0,0,9.13,-2.2,23.13,0,,6078971,0,5.52,,,,345447,1,10.94,13.13,246,1.23
1432388,"Adam Gajan",7400,G,SVK,SWE,,1432388,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1432388,0,0,,,,,1,0.58,0,247,0
,1,2800,W,SVK,SWE,,743270,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,248,"Peter Cehlarik",0
1166646,"Patrik Koch",2900,D,SVK,SWE,,1166646,4,,,0.0003,0.0323,0.0706,0,0,0,0,0,0,0,0.0326,0,0.27,0,5.66,0,,1166646,0.268,0.34,,,,,1,4.21,5.95,249,0.09
1447509,"Stanislav Skorvanek",7400,G,SVK,SWE,,1447509,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447509,0,0,,,,,1,0.58,0,250,0
35895,"Joel Eriksson Ek",5400,C,SWE,SVK,,878051,1,1,,0.4185,0.4551,3.2587,0,0,0,0,0,0.115,0.1253,0.8736,0.2403,11.63,2.05,23.47,0,,35895,1.829,8.62,16,,,31428,1,9.25,13.08,251,2.15
34592,"William Nylander",7500,W,SWE,SVK,,831073,1,1,,0.5425,0.7506,3.1715,0,0,0,0,0,0.1591,0.293,1.2931,0.4521,14.28,3.61,27.46,0,,34592,0.318,9.81,15.4,,,30259,1,10.3,14.84,252,1.9
35951,"Adrian Kempe",5100,W,SWE,SVK,,831097,1,,,0.3524,0.3102,2.4077,0,0,0,0,0,0,0,0.6626,0,8.56,0.25,18.83,0,,35951,1.446,6.49,12.7,,,31505,1,8.02,11.33,253,1.68
414732,"Rasmus Dahlin",6900,D,SWE,SVK,,1097019,1,1,,0.2349,0.7119,2.6661,0,0,0,0,0,0.1197,0.3183,0.9468,0.438,10.18,1.68,20.68,0,,414732,1.45,7.87,19.4,,,75381,1,8.2,12.02,254,1.48
