PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,OWNERSHIP
17172,"Mark Stone",6400,W,VGK,CHI,8403730,556369,1,1,,0.4024,0.7543,2.446,0.5004,0,0,0,0,0.123,0.2513,1.1567,0.3743,12.41,1.94,9.62,13.95,1,2.44,24.72,14,,17172,0.645,8.89,18.5,185,180961,31019,0,
31746,"Radek Faksa",2500,C,DAL,MTL,8403630,659857,4,,,0.078,0.1228,0.73,0.5245,0,0,0,0,0,0,0.2008,0,3.27,1.31,4.47,6.32,2,0,8.99,0,,31746,1.16,2.79,11.3,181,1954,30523,1,40
34619,"Scott Wedgewood",8100,G,COL,FLA,8403610,554543,,,C,0,0,0,0,0.5652,27.3389,3.058,0.0545,0,0,0,0,13.4,1.65,8.63,10.94,3,4.46,24.45,8.3,,34619,0,10.62,,176,2155,29973,0,
34585,"Mike Matheson",4500,D,MTL,DAL,8403630,659869,1,,,0.0946,0.2568,1.5584,2.1316,0,0,0,0,0,0,0.3514,0,8.4,1.87,5.96,8.4,4,2.23,16.03,1.7,,34585,0.911,5.74,24.4,162,2017,30000,0,
35776,"Danton Heinen",2500,W,CBJ,PIT,8403600,831469,2,,,0.1257,0.2198,1.0143,0.4699,0,0,0,0,0,0,0.3455,0,4.52,1.81,5.33,7.63,5,0,11.34,3,,35776,0.983,3.61,11.9,171,2023,31458,1,
34514,"Phillip Danault",3000,C,MTL,DAL,8403630,600128,3,,,0.1362,0.2097,1.2173,0.6449,0,0,0,0,0,0,0.3459,0,5.17,1.72,5.41,7.7,6,0,12.09,0.3,,34514,0.9,3.97,14.7,162,2017,31116,0,
2578776,"Justin Brazeau",3600,W,PIT,CBJ,8403600,956418,2,2,,0.2473,0.243,1.6535,0.6146,0,0,0,0,0.0339,0.0425,0.4903,0.0764,6.98,1.94,6.48,9.13,7,0.27,15.27,6,,2578776,1.83,5.68,13.3,159,1927,82518,0,
556106,"Jalen Chatfield",2600,D,CAR,NJD,8403680,893575,2,,,0.083,0.1967,1.4791,1.2474,0,0,0,0,0,0,0.2797,0,6.16,2.37,5.45,7.6,8,0.51,13.14,1,,556106,0.972,4.5,19.6,165,2181,37855,0,
34611,"Anthony Mantha",4100,W,PIT,CBJ,8403600,741457,2,1,,0.2648,0.3313,1.7756,0.5061,0,0,0,0,0.0772,0.1156,0.5961,0.1928,7.62,1.86,7.3,10.42,9,0.06,16.96,6,,34611,0.915,5.75,15.4,159,1927,30621,0,
18545,"Shayne Gostisbehere",5300,D,CAR,NJD,8403680,680770,2,1,,0.1193,0.5327,1.7214,1.2227,0,0,0,0,0.0587,0.2358,0.652,0.2945,8.54,1.61,7.02,10.32,10,1.27,17.53,3.3,,18545,0.678,6.28,20.4,165,2181,30044,0,
31684,"Ben Hutton",3200,D,VGK,CHI,8403730,681485,1,2,,0.0765,0.204,1.5773,1.0164,0,0,0,0,0.014,0.0193,0.2805,0.0333,5.85,1.83,5.12,7.23,11,0.55,12.4,2.3,,31684,0.791,4.28,16.1,185,180961,30700,0,
2296155,"Yegor Chinakhov",2700,W,PIT,CBJ,8403600,1209293,3,2,,0.2099,0.2295,1.778,0.4325,0,0,0,0,0.0287,0.0353,0.4394,0.064,6.48,2.4,6.47,9.12,12,0,14.76,4.7,,2296155,1.288,5.06,13.4,159,1927,158667,0,
17113,"Valeri Nichushkin",5100,W,COL,FLA,8403610,741413,2,1,,0.3391,0.4467,2.4078,0.4883,0,0,0,0,0.0806,0.1755,0.7858,0.2561,10,1.96,8.48,12.14,13,1.21,20.85,13.8,,17113,1.101,7.4,19.8,176,2155,30530,0,
34598,"Noel Acciari",2500,W,PIT,CBJ,8403600,873205,4,,,0.1219,0.1247,1.0338,1.1282,0,0,0,0,0,0,0.2466,0,5.17,2.07,5.12,7.17,14,0,11.72,1.3,,34598,1.936,4.36,13.5,159,1927,31008,0,
34834,"Jason Dickinson",2700,C,CHI,VGK,8403730,741469,2,,,0.1549,0.1881,1.232,0.8222,0,0,0,0,0,0,0.343,0,5.54,2.05,5.28,7.43,15,0.07,12.3,2,,34834,1.623,4.55,16.3,170,2205,30521,1,
896240,"Victor Olofsson",2700,W,COL,FLA,8403610,831548,3,2,,0.1776,0.1792,1.2905,0.298,0,0,0,0,0.0321,0.0337,0.3568,0.0658,4.92,1.82,5.68,8.03,16,0,12.19,1.7,,896240,0.378,3.59,10.9,176,2155,81307,0,
17150,"Taylor Hall",3100,W,CAR,NJD,8403680,550751,2,2,,0.1735,0.2929,1.6109,0.5395,0,0,0,0,0.0287,0.0699,0.4664,0.0986,6.38,2.06,6.09,8.69,17,0.07,14.18,3.3,,17150,0.662,4.74,14.4,165,2181,30960,0,
2296000,"Anton Lundell",5200,C,FLA,COL,8403610,1248081,1,2,,0.2532,0.3989,2.1815,0.7818,0,0,0,0,0.0298,0.0734,0.6521,0.1032,9.04,1.74,7.2,10.31,18,1.58,18.26,7.3,,2296000,1.257,6.76,18.1,166,2047,158644,1,
6881419,"Justin Hryckowian",2500,W,DAL,MTL,8403630,1505690,3,,,0.1359,0.1809,1.0643,0.3861,0,0,0,0,0,0,0.3168,0,4.35,1.74,5.15,7.31,19,0,10.94,1,,6881419,1.368,3.67,12.1,181,1954,501678,1,
14293,"Jeff Petry",2500,D,FLA,COL,8403610,542700,3,2,,0.0464,0.2551,0.8792,1.4554,0,0,0,0,0.0155,0.0481,0.3015,0.0636,5.55,2.22,5.22,7.52,20,0.14,12.23,1,,14293,1.354,4.34,15.3,166,2047,30496,1,
16668,"Nathan MacKinnon",10200,C,COL,FLA,8403610,741404,1,1,,0.5833,0.976,4.0746,0.7855,0,0,0,0,0.1961,0.4117,1.5593,0.6078,19.07,1.87,11.82,17.03,21,6.82,34.2,26,,16668,0.709,12.92,21.6,176,2155,30677,0,
