PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FPTS/$,SDK,SFD,REFID,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME
31730,"Alexander Wennberg",4200,C,SJS,WSH,8404440,741444,2,1,,0.1483,0.35,1.1099,1.1005,0,0,0,0,0.0428,0.1055,0.4983,0.1483,6.63,1.58,5.85,8.48,1,0.57,14.12,0,,31730,0.507,4.83,19.7,184,1950,30199,0
18501,"Shea Theodore",5000,D,VGK,TOR,8404520,741466,1,2,,0.1201,0.4303,2.1358,1.4309,0,0,0,0,0.0171,0.0608,0.5504,0.0779,9.13,1.83,6.46,9.25,2,2.44,17.4,0,,18501,0.431,6.26,22.3,185,180961,30663,1
17172,"Mark Stone",6900,W,VGK,TOR,8404520,556369,1,1,,0.4069,0.6464,2.407,0.6185,0,0,0,0,0.1215,0.2102,1.0533,0.3317,11.96,1.73,9.62,13.95,3,1.99,24.27,0,,17172,0.705,8.57,19.5,185,180961,31019,1
31746,"Radek Faksa",2500,C,DAL,UTA,8404540,659857,4,,,0.0664,0.1038,0.694,0.6539,0,0,0,0,0,0,0.1702,0,3.23,1.29,4.46,6.32,4,0,8.94,0,,31746,1.104,2.71,11.1,181,1954,30523,0
17211,"Marcus Foligno",2700,W,MIN,WPG,8404470,522049,3,,,0.1486,0.1604,0.9564,0.5844,0,0,0,0,0,0,0.309,0,4.51,1.67,5.14,7.31,5,0,11.09,0,,17211,2.851,4.5,13,178,1938,30272,1
18467,"Anthony Duclair",3200,W,NYI,EDM,8404510,743259,1,2,,0.2024,0.2492,1.4633,0.5616,0,0,0,0,0.0238,0.0431,0.4516,0.0669,6.2,1.94,6.41,9.07,6,0,14.4,0,,18467,0.571,4.56,15,156,2135,30344,0
36584,"Clayton Keller",7200,W,UTA,DAL,8404540,920216,1,1,,0.3337,0.5698,2.648,0.3962,0,0,0,0,0.1032,0.185,0.9035,0.2882,10.94,1.52,8.76,12.64,7,1.86,22.15,0,,36584,0.322,7.63,19.2,183,2005,32089,1
1279401,"Rodrigo Abols",2500,C,PHI,PIT,8404460,920579,4,,,0.1122,0.1691,1.1737,0.5999,0,0,0,0,0,0,0.2813,0,4.61,1.84,5.18,7.34,8,0,11.24,0,,1279401,1.166,3.71,11.2,158,2229,92052,0
2075138,"Nico Sturm",2500,C,MIN,WPG,8404470,1163937,3,,,0.1244,0.1446,1.0538,0.4862,0,0,0,0,0,0,0.269,0,4.21,1.68,5.01,7.05,9,0,10.62,0,,2075138,1.392,3.56,13.3,178,1938,87741,1
35829,"Logan Stanley",2500,D,WPG,MIN,8404470,920227,3,,,0.04,0.1784,1.0506,1.1864,0,0,0,0,0,0,0.2184,0,4.87,1.95,4.82,6.8,10,0,11.04,0,,35829,1.489,3.94,15.3,169,53599,82920,0
18484,"Adam Lowry",3000,C,WPG,MIN,8404470,607959,3,,,0.1444,0.1985,1.2721,0.7112,0,0,0,0,0,0,0.3429,0,5.38,1.79,5.25,7.4,11,0,12.1,0,,18484,1.937,4.61,15.4,169,53599,30843,0
14246,"Casey Cizikas",2700,C,NYI,EDM,8404510,521884,4,,,0.1064,0.1161,0.9381,0.7125,0,0,0,0,0,0,0.2225,0,4.11,1.52,5.01,7.06,12,0,10.52,0,,14246,1.789,3.65,11.3,156,2135,30928,0
37907,"Connor Clifton",2500,D,PIT,PHI,8404460,744943,3,,,0.0386,0.1926,0.945,1.3718,0,0,0,0,0,0,0.2312,0,5.11,2.04,4.84,6.84,13,0.1,11.31,0,,37907,3.177,4.91,15.9,159,1927,82491,1
34585,"Mike Matheson",3900,D,MTL,BUF,8404410,659869,1,,,0.0914,0.2756,1.5021,1.9922,0,0,0,0,0,0,0.367,0,8.09,2.07,5.96,8.4,14,1.92,15.72,0,,34585,0.885,5.59,23.8,162,2017,30000,0
31745,"Vincent Hinostroza",2500,W,MIN,WPG,8404470,681550,4,,,0.0895,0.1581,0.9058,0.2951,0,0,0,0,0,0,0.2476,0,3.44,1.38,4.95,7,15,0,9.78,0,,31745,0.776,2.76,10.3,178,1938,30786,1
