PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
6228327,"Drake Maye",16500,QB,NEP,SEA,158680,,30.5,20.07,224.06,1.73,0.51,9.83,33.1,0.26,0,0,0,0,20.49,1.24,,0,0%,MAIN,1286803,167238,1,6228327,20.41,20.41,257.16,1.99,257.16,1.99,33.1,0.26,0,13.4,29.46,,
2861810,"Rhamondre Stevenson",13200,RB,NEP,SEA,158680,,0,0,0,0,0,14.32,54.12,0.49,4.4,3.24,24.56,0.2,15.35,1.16,,0,0%,MAIN,1174682,93719,2,2861810,15.27,13.65,78.68,0.69,54.12,0.49,78.68,0.69,0,8.3,25.42,,
8223312,"TreVeyon Henderson",5700,RB,NEP,SEA,158680,,0,0,0,0,0,4.42,16.21,0.15,1.39,1.06,7.48,0.06,4.66,0.82,,0,0%,MAIN,1287837,169972,3,8223312,4.63,4.1,23.69,0.21,16.21,0.15,23.69,0.21,0,1.47,12.74,,
1247803,"D'Ernest Johnson",600,RB,NEP,SEA,158680,,0,0,0,0,0,0.11,0.41,0,0.03,0.02,0.19,0,0.08,0.13,,0,0%,MAIN,839043,88158,4,1247803,0.08,0.07,0.6,0,0.41,0,0.6,0,0,0,0.16,,
21625,"Stefon Diggs",12900,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,6.11,4.09,48.62,0.41,11.63,0.9,,0,0%,MAIN,694041,8606,5,21625,11.62,9.57,48.62,0.41,0,0,48.62,0.41,0,5.42,21.07,,
36971,"Mack Hollins",5400,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,4.1,2.57,31.86,0.27,7.42,1.37,,0,0%,MAIN,702808,33548,6,36971,7.41,6.12,31.86,0.27,0,0,31.86,0.27,0,2.57,15.37,,
4688005,"Kayshon Boutte",8400,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,3.92,2.46,30.65,0.26,7.1,0.85,,0,0%,MAIN,1213362,145436,7,4688005,7.08,5.85,30.65,0.26,0,0,30.65,0.26,0,2.53,15.63,,
4688003,"Demario Douglas",4800,WR,NEP,SEA,158680,,0,0,0,0,0,0.03,0.11,0,1.46,0.98,11.23,0.08,2.59,0.54,,0,0%,MAIN,1175693,142312,8,4688003,2.58,2.09,11.34,0.08,0.11,0,11.34,0.08,0,0,7.12,,
8223311,"Kyle Williams",4200,WR,NEP,SEA,158680,,0,0,0,0,0,0,0,0,0.84,0.46,6.64,0.06,1.48,0.35,,0,0%,MAIN,1227157,145222,9,8223311,1.48,1.25,6.64,0.06,0,0,6.64,0.06,0,0,2.96,,
35576,"Austin Hooper",3000,TE,NEP,SEA,158680,,0,0,0,0,0,0,0,0,1.75,1.2,12.48,0.08,2.92,0.97,,0,0%,MAIN,739424,26421,10,35576,2.91,2.31,12.48,0.08,0,0,12.48,0.08,0,0,7.7,,
