PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FPTS/$,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,OWNERSHIP
37814,"Luke Kennard",3300,PG/SG,ATL,NYK,157044,887661,-,14,4.34,1.26,1.19,0.93,0.43,0.49,0.01,5.53,5.6,6.79,0.5,2.45,1.14,0.55,2.13,0.49,0.44,3.27,1.48,8.71,8.71,8.95,2.71,0.12%,135,127,SAT,38279,2,37814,4.67,14.43,0,0,0.05,4.74,7.11,8.95,11.06,14.48,16.06,22.38,
409063,"Trae Young",9000,PG,ATL,NYK,157044,1060978,Q,32,22.19,2.01,8.35,2.63,2.7,0.99,0.35,30.54,24.2,32.55,1.34,10.36,8.87,3.75,7.82,7.95,6.8,16.69,6.38,38.45,38.45,40.35,4.48,0.41%,135,127,SAT,75299,3,409063,30.95,50.41,1.49,1.49,6.61,31.02,36.32,40.35,44.39,50.69,53.24,65.57,
1115445,"Nickeil Alexander-Walker",6700,SG/SF,ATL,NYK,157044,1067668,-,30,15.55,3.02,2.08,2.01,1.6,0.72,0.49,17.63,18.57,20.65,1.21,5.1,8.22,3.61,5.26,2.79,2.32,13.48,5.62,24.32,24.32,25.07,3.74,0.07%,135,127,SAT,69666,4,1115445,17.98,33.35,0.14,0.14,0.82,18.16,22,25.07,28.65,33.77,35.81,44.77,
2439277,"Onyeka Okongwu",7500,C,ATL,NYK,157044,1185367,,34,15.97,7.84,3.13,1.28,1.45,1.15,1.28,19.1,23.81,26.94,2.43,10.97,8.75,4.61,3.73,3.85,2.92,12.48,5.89,35.91,35.91,35.59,4.75,2.37%,135,127,SAT,91845,5,2439277,27.3,44.27,2.12,2.12,8.02,27.19,31.64,35.59,39.05,44.24,46.46,57.59,
2439347,"Vit Krejci",3600,SG/SF,ATL,NYK,157044,1257428,,21,7.9,1.99,0.92,1.89,0.65,0.6,0.17,8.82,9.89,10.81,0.77,2.91,1.61,0.82,4.23,0.78,0.57,5.84,2.71,13.33,13.33,13.93,3.87,0.13%,135,127,SAT,161284,6,2439347,8.19,20.73,0.36,0.36,2.25,8.1,11.4,13.93,16.46,20.77,22.54,29.38,
3005263,"Jalen Johnson",9700,PF,ATL,NYK,157044,1230356,,36,24.98,11.15,7.79,1.42,3.12,1.12,0.61,32.77,36.13,43.92,1.73,18.94,16.26,8.1,4.06,5.79,4.52,20.32,9.52,52.12,52.12,54.62,5.63,33.78%,135,127,SAT,165214,7,3005263,44.21,65.54,36.34,36.34,35.8,44.1,50.11,54.62,58.88,65.64,68.68,81.18,
3587993,"Dyson Daniels",7000,PG/SG,ATL,NYK,157044,1357745,,34,13.57,6.17,4.57,0.6,2.05,1.34,0.34,18.14,19.74,24.31,1.68,10.74,10.89,5.22,2.26,2.21,1.34,13.15,5.82,30.82,30.82,30.91,4.42,0.49%,135,127,SAT,195261,9,3587993,23.53,39.14,0.89,0.89,3.55,23.37,27.64,30.91,34.18,39.2,41.21,51.01,
4388493,"Keaton Wallace",3100,PG,ATL,NYK,157044,1063166,,2,0.81,0.28,0.22,0.13,0.1,0.07,0.02,1.03,1.09,1.31,0.09,0.5,0.32,0.14,0.38,0.17,0.14,0.7,0.27,1.65,1.65,1.69,0.55,0.22%,135,127,SAT,245561,10,4388493,0.55,3.41,0,0,0,0,0,1.69,2.7,4.73,6.08,10.14,
4878163,"Mouhamed Gueye",3200,PF/C,ATL,NYK,157044,1325101,,8,2.85,1.99,0.44,0.26,0.29,0.21,0.27,3.29,4.84,5.28,0.48,2.43,1.64,0.78,0.73,0.66,0.5,2.37,1.04,7.05,7.05,6.94,2.17,0.12%,135,127,SAT,90129,11,4878163,3.48,11.08,0,0,0,3.34,5.4,6.94,8.48,11.05,12.08,17.22,
6412725,"Zaccharie Risacher",4000,SF,ATL,NYK,157044,1432544,,21.5,7.93,3.18,1.4,1.1,0.51,0.74,0.47,9.33,11.11,12.51,1.21,4.58,3.97,1.83,3.22,1.39,0.97,7.19,2.93,16.97,16.97,16.72,4.18,0.16%,135,127,SAT,368366,13,6412725,11.07,22.85,0.47,0.47,2.28,10.98,14.22,16.72,19.22,22.96,24.48,32.44,
