PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,FPTS/$,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,OWNERSHIP
13563,"Kirk Cousins",5100,QB,ATL,NOS,147585,,31.92,20.41,207.26,1.63,0.69,0.7,1.52,0.04,0,0,0,0,14.68,2.88,32.68,2.09,1.57%,MAIN,403308,2307,1,13563,14.67,14.67,208.78,1.67,208.78,1.67,1.52,0.04,0,8.46,22.71,1.78,
3491931,"Tyler Allgeier",4700,RB,ATL,NOS,147585,,0,0,0,0,0,9.38,39.93,0.38,0.87,0.69,5.18,0.04,7.71,1.64,17.06,0.24,0.13%,MAIN,1131198,125422,2,3491931,7.67,7.32,45.11,0.42,39.93,0.38,45.11,0.42,0,3.37,17.19,1.5,
4687512,"Bijan Robinson",8700,RB,ATL,NOS,147585,,0,0,0,0,0,17.69,86.3,0.66,7.41,5.39,43.26,0.31,25.58,2.94,71.7,57.52,41.63%,MAIN,1228244,123168,3,4687512,25.49,22.79,129.56,0.97,86.3,0.66,129.56,0.97,0,16.24,37.63,40.2,
982204,"David Sills",3400,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,2.17,1.26,12.65,0.1,3.12,0.92,6.22,0.02,0.00%,MAIN,866973,65587,4,982204,3.11,2.48,12.65,0.1,0,0,12.65,0.1,0,0,8.5,0.14,
1844218,"Darnell Mooney",3900,WR,ATL,NOS,147585,,0,0,0,0,0,0.01,0.04,0,3.52,2.08,24.8,0.16,5.53,1.42,10.74,0.27,0.12%,MAIN,912027,62802,5,1844218,5.52,4.48,24.84,0.16,0.04,0,24.84,0.16,0,1.58,12.91,0.56,
3491928,"Drake London",6900,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,8.26,5.73,60.58,0.49,14.98,2.17,33.08,6.65,10.59%,MAIN,1178741,140160,6,3491928,14.95,12.08,60.58,0.49,0,0,60.58,0.49,0,7.74,25.29,8.96,
4773069,"Dylan Drummond",3000,WR,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.76,1.08,9.49,0.08,2.5,0.83,5.24,0.04,0.00%,MAIN,1108534,48414,7,4773069,2.49,1.95,9.49,0.08,0,0,9.49,0.08,0,0,6.71,0.04,
1849814,"Charlie Woerner",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,1.13,0.75,6.06,0.07,1.77,0.71,4.54,0.02,0.01%,MAIN,922040,58179,8,1849814,1.77,1.39,6.06,0.07,0,0,6.06,0.07,0,0,3.54,0.14,
2862126,"Kyle Pitts",5500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,6.63,4.37,45.22,0.39,11.29,2.05,23.94,1.99,2.80%,MAIN,1123026,54917,9,2862126,11.25,9.06,45.22,0.39,0,0,45.22,0.39,0,4.89,21.21,6.06,
3491690,"Teagan Quitoriano",2500,TE,ATL,NOS,147585,,0,0,0,0,0,0,0,0,0.16,0.1,1.05,0.01,0.26,0.1,0.84,0,0.00%,MAIN,1128538,63778,10,3491690,0.26,0.21,1.05,0.01,0,0,1.05,0.01,0,0,0.52,0.02,
