PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
18421,"Cleveland Browns",,DST,CLE,BUF,147547,,0,0,0,0,0,0,0,0,0,0,0,0,4.79,4.79,4.79,0,0,0,0,0,0,0,-0.03,11.07,4.84,34.82,3.73,3.33%,MAIN,329,8470,57,18421,
4687580,"Bryce Young",,QB,CAR,TBB,147546,,33.72,20.62,208.29,1.46,0.68,3.99,14.63,0.09,0,0,0,0,15.66,15.61,15.61,222.92,1.55,222.92,1.55,14.63,0.09,0,9.68,23.63,2.6,41.62,2.74,2.19%,MAIN,1213257,116811,58,4687580,
1844583,"Rico Dowdle",,RB,CAR,TBB,147546,,0,0,0,0,0,12.07,55.12,0.41,3.67,2.68,18.16,0.1,13.26,13.2,11.86,73.28,0.51,55.12,0.41,73.28,0.51,0,7.27,22.45,5.94,33.58,3.74,2.35%,MAIN,933480,53384,59,1844583,
2862163,"Chuba Hubbard",,RB,CAR,TBB,147546,,0,0,0,0,0,7.39,30.88,0.25,3.37,2.36,15.66,0.09,9.03,9,7.82,46.54,0.34,30.88,0.25,46.54,0.34,0,4.18,17.34,1.64,20.24,1.09,0.83%,MAIN,1062047,46456,60,2862163,
8228396,"Trevor Etienne",,RB,CAR,TBB,147546,,0,0,0,0,0,0.33,1.56,0.01,0.27,0.18,1.25,0.01,0.58,0.58,0.49,2.81,0.02,1.56,0.01,2.81,0.02,0,0,1.16,0,0.12,0,0.00%,MAIN,1394803,238273,61,8228396,
4716517,"Brycen Tremayne",,WR,CAR,TBB,147546,,0,0,0,0,0,0,0,0,0.72,0.47,4.6,0.03,1.11,1.11,0.87,4.6,0.03,0,0,4.6,0.03,0,0,2.22,0,1.58,0.02,0.00%,MAIN,1123525,132163,62,4716517,
6227778,"Jalen Coker",,WR,CAR,TBB,147546,,0,0,0,0,0,0,0,0,6.04,3.9,42.49,0.27,9.91,9.88,7.93,42.49,0.27,0,0,42.49,0.27,0,4.4,18.43,8.2,34.96,4.89,5.07%,MAIN,1218753,134299,63,6227778,
6227782,"Xavier Legette",,WR,CAR,TBB,147546,,0,0,0,0,0,0.08,0.28,0,4.75,2.69,26.48,0.21,6.62,6.61,5.26,26.76,0.21,0.28,0,26.76,0.21,0,2.36,14.3,1.26,20.24,1.21,1.54%,MAIN,1180321,138501,64,6227782,
8216948,"Tetairoa McMillan",,WR,CAR,TBB,147546,,0,0,0,0,0,0,0,0,7.68,4.68,57.28,0.45,13.44,13.41,11.07,57.28,0.45,0,0,57.28,0.45,0,6.42,24.34,10.82,37.2,8.16,11.67%,MAIN,1380576,239536,65,8216948,
8228394,"Jimmy Horn",,WR,CAR,TBB,147546,,0,0,0,0,0,0.64,3.76,0.02,1.03,0.64,6.28,0.05,2.06,2.05,1.73,10.04,0.07,3.76,0.02,10.04,0.07,0,0,5.67,0.04,3.44,0.07,0.02%,MAIN,1322393,168229,66,8228394,
2862165,"Tommy Tremble",,TE,CAR,TBB,147546,,0,0,0,0,0,0,0,0,2.16,1.36,11.73,0.09,3.06,3.05,2.37,11.73,0.09,0,0,11.73,0.09,0,0,8.41,0.32,8.16,0.24,0.08%,MAIN,1130555,138593,67,2862165,
6227780,"Ja'Tavion Sanders",,TE,CAR,TBB,147546,,0,0,0,0,0,0,0,0,3.08,2.23,17.84,0.13,4.77,4.75,3.63,17.84,0.13,0,0,17.84,0.13,0,0.8,11.09,0.9,14.18,0.48,0.21%,MAIN,1326628,170968,68,6227780,
8228395,"Mitchell Evans",,TE,CAR,TBB,147546,,0,0,0,0,0,0,0,0,0.96,0.66,5.86,0.04,1.48,1.47,1.14,5.86,0.04,0,0,5.86,0.04,0,0,2.96,0.04,3.14,0.07,0.02%,MAIN,1289471,169321,69,8228395,
8250519,"Ryan Fitzgerald",,K,CAR,TBB,147546,,0,0,0,0,0,0,0,0,0,0,0,0,7.54,7.54,7.54,0,0,0,0,0,0,6.75,2.8,13.4,,,0,0.00%,MAIN,1176373,171446,70,8250519,
18443,"Tampa Bay Buccaneers",,DST,TBB,CAR,147546,,0,0,0,0,0,0,0,0,0,0,0,0,6.17,6.17,6.17,0,0,0,0,0,0,0,2,11.94,6.62,37.78,3.12,1.40%,MAIN,362,8492,71,18443,
6227816,"Caleb Williams",,QB,CHI,GBP,147545,,30.54,18.52,202.69,1.56,0.36,3.98,13.32,0.24,0,0,0,0,16.86,16.82,16.82,216.01,1.8,216.01,1.8,13.32,0.24,0,10.23,25.48,,,0,0.00%,SAT,1286445,171060,72,6227816,
982875,"Travis Homer",,RB,CHI,GBP,147545,Q,0,0,0,0,0,0.21,0.95,0.01,0.03,0.02,0.21,0,0.2,0.19,0.18,1.16,0.01,0.95,0.01,1.16,0.01,0,0,0.4,,,0,0.00%,SAT,922484,52386,73,982875,
1844244,"D'Andre Swift",,RB,CHI,GBP,147545,Q,0,0,0,0,0,12.91,55.16,0.47,2.68,1.96,14.66,0.09,12.49,12.43,11.45,69.82,0.56,55.16,0.47,69.82,0.56,0,6.32,21.61,,,0,0.00%,SAT,1069808,58120,74,1844244,
8228422,"Kyle Monangai",,RB,CHI,GBP,147545,,0,0,0,0,0,10.38,43.73,0.37,2.51,1.52,12.54,0.09,9.88,9.81,9.05,56.27,0.46,43.73,0.37,56.27,0.46,0,4.69,19.12,,,0,0.00%,SAT,1250886,136192,75,8228422,
328733,"D.J. Moore",,WR,CHI,GBP,147545,,0,0,0,0,0,0.8,3.99,0.03,6.71,3.8,46.33,0.46,11.97,11.95,10.05,50.32,0.49,3.99,0.03,50.32,0.49,0,5.39,22.32,,,0,0.00%,SAT,877790,75269,76,328733,
982543,"Olamide Zaccheaus",,WR,CHI,GBP,147545,,0,0,0,0,0,0.4,1.98,0.01,4.82,2.92,30.93,0.32,8.23,8.21,6.75,32.91,0.33,1.98,0.01,32.91,0.33,0,2.97,16.92,,,0,0.00%,SAT,883976,53868,77,982543,
1844099,"Devin Duvernay",,WR,CHI,GBP,147545,,0,0,0,0,0,0,0,0,2.15,1.41,13.6,0.14,3.6,3.6,2.89,13.6,0.14,0,0,13.6,0.14,0,0,9.9,,,0,0.00%,SAT,920756,51057,78,1844099,
8268095,"Jahdae Walker",,WR,CHI,GBP,147545,,0,0,0,0,0,0,0,0,0.5,0.29,3.43,0.03,0.81,0.81,0.66,3.43,0.03,0,0,3.43,0.03,0,0,1.62,,,0,0.00%,SAT,1465213,282939,79,8268095,
3757853,"Maurice Alexander",,WR,CHI,GBP,147545,,0,0,0,0,0,0,0,0,0.06,0.04,0.37,0,0.08,0.08,0.06,0.37,0,0,0,0.37,0,0,0,0.16,,,0,0.00%,SAT,886243,183781,80,3757853,
328366,"Durham Smythe",,TE,CHI,GBP,147545,,0,0,0,0,0,0,0,0,0.34,0.23,2.19,0.01,0.51,0.51,0.39,2.19,0.01,0,0,2.19,0.01,0,0,1.02,,,0,0.00%,SAT,749968,75120,81,328366,
1844217,"Cole Kmet",,TE,CHI,GBP,147545,,0,0,0,0,0,0,0,0,4.26,2.84,28.51,0.16,6.64,6.61,5.19,28.51,0.16,0,0,28.51,0.16,0,2.37,14.01,,,0,0.00%,SAT,1066765,53643,82,1844217,
8216973,"Colston Loveland",,TE,CHI,GBP,147545,,0,0,0,0,0,0,0,0,6.47,4.61,48.91,0.25,11.1,11.06,8.75,48.91,0.25,0,0,48.91,0.25,0,5.34,19.99,,,0,0.00%,SAT,1378821,238444,83,8216973,
18324,"Cairo Santos",,K,CHI,GBP,147545,,0,0,0,0,0,0,0,0,0,0,0,0,8.65,8.65,8.65,0,0,0,0,0,0,7.51,3.74,15.35,,,0,0.00%,SAT,546669,6543,84,18324,
18425,"Green Bay Packers",,DST,GBP,CHI,147545,,0,0,0,0,0,0,0,0,0,0,0,0,5.37,5.37,5.37,0,0,0,0,0,0,0,0.76,11.92,,,0,0.00%,SAT,335,8474,85,18425,
1844126,"Joe Burrow",,QB,CIN,MIA,147557,,36.06,24.55,254.97,1.97,0.61,2.04,5.48,0.1,0,0,0,0,19.29,19.27,19.27,260.45,2.07,260.45,2.07,5.48,0.1,0,12.11,28.28,6.62,47.94,3.1,4.40%,MAIN,878785,64500,86,1844126,
36977,"Samaje Perine",,RB,CIN,MIA,147557,,0,0,0,0,0,7.12,30.23,0.28,2.02,1.6,14.01,0.08,8.16,8.13,7.33,44.24,0.36,30.23,0.28,44.24,0.36,0,3.58,16.53,2.64,24.08,1.33,0.67%,MAIN,820734,33673,87,36977,
4687629,"Chase Brown",,RB,CIN,MIA,147557,,0,0,0,0,0,11.79,52.87,0.47,5.26,4.04,27.21,0.21,16.27,16.2,14.18,80.08,0.68,52.87,0.47,80.08,0.68,0,9.19,26.28,11.74,44.86,8.19,6.37%,MAIN,1123379,56372,88,4687629,
8228448,"Tahj Brooks",,RB,CIN,MIA,147557,,0,0,0,0,0,0.72,3.03,0.03,0.04,0.03,0.21,0,0.53,0.53,0.51,3.24,0.03,3.03,0.03,3.24,0.03,0,0,1.06,0,0.1,0,0.00%,MAIN,1228730,139774,89,8228448,
2861551,"Ja'Marr Chase",,WR,CIN,MIA,147557,,0,0,0,0,0,0.31,1.07,0.01,10.7,7.22,91.09,0.69,21.64,21.61,18,92.16,0.7,1.07,0.01,92.16,0.7,0,12.53,34.84,21.68,51.06,15.2,24.07%,MAIN,1109979,64586,90,2861551,
4687627,"Charlie Jones",,WR,CIN,MIA,147557,Q,0,0,0,0,0,0,0,0,0.42,0.28,2.78,0.03,0.74,0.73,0.59,2.78,0.03,0,0,2.78,0.03,0,0,1.48,0,1.16,0.06,0.02%,MAIN,1067132,44375,91,4687627,
4687628,"Andrei Iosivas",,WR,CIN,MIA,147557,,0,0,0,0,0,0.01,0.05,0,3.27,1.98,24.39,0.21,5.68,5.67,4.68,24.44,0.21,0.05,0,24.44,0.21,0,1.63,13.4,1.12,13.54,0.66,0.42%,MAIN,1124851,146589,92,4687628,
4688248,"Mitchell Tinsley",,WR,CIN,MIA,147557,,0,0,0,0,0,0,0,0,3.21,1.5,20.07,0.21,4.76,4.75,4,20.07,0.21,0,0,20.07,0.21,0,0.29,13.09,0.36,11.8,0.44,0.31%,MAIN,1215305,142727,93,4688248,
328364,"Mike Gesicki",,TE,CIN,MIA,147557,,0,0,0,0,0,0,0,0,5.81,4.13,39.62,0.28,9.81,9.77,7.7,39.62,0.28,0,0,39.62,0.28,0,4.41,18.58,13.68,40.34,5.9,6.03%,MAIN,836152,75263,94,328364,
973054,"Noah Fant",,TE,CIN,MIA,147557,Q,0,0,0,0,0,0,0,0,2.18,1.61,14.88,0.11,3.75,3.74,2.93,14.88,0.11,0,0,14.88,0.11,0,0.2,10.14,1.18,11.98,0.32,0.12%,MAIN,923911,51175,95,973054,
981992,"Drew Sample",,TE,CIN,MIA,147557,,0,0,0,0,0,0,0,0,1.23,0.95,6.53,0.06,1.95,1.95,1.47,6.53,0.06,0,0,6.53,0.06,0,0,5.36,0.52,8.2,0.14,0.05%,MAIN,837824,49309,96,981992,
328798,"Tanner Hudson",,TE,CIN,MIA,147557,,0,0,0,0,0,0,0,0,1.92,1.41,13.12,0.09,3.25,3.24,2.53,13.12,0.09,0,0,13.12,0.09,0,0,8.94,0.98,12.26,0.27,0.09%,MAIN,1115394,40467,97,328798,
2861548,"Evan McPherson",,K,CIN,MIA,147557,,0,0,0,0,0,0,0,0,0,0,0,0,9.01,9.01,9.01,0,0,0,0,0,0,7.89,4.1,15.41,,,0,0.00%,MAIN,1122995,54850,98,2861548,
18430,"Miami Dolphins",,DST,MIA,CIN,147557,,0,0,0,0,0,0,0,0,0,0,0,0,5.33,5.33,5.33,0,0,0,0,0,0,0,0.78,11.1,4.04,34.2,1.9,1.03%,MAIN,345,8479,99,18430,
8228473,"Shedeur Sanders",,QB,CLE,BUF,147547,,29.03,16.83,184.39,0.97,1.01,4.94,14.49,0.07,0,0,0,0,12.18,12.12,12.12,198.88,1.04,198.88,1.04,14.49,0.07,0,6.97,18.94,0.78,27.88,0.48,0.65%,MAIN,1272321,174956,100,8228473,
8223000,"Quinshon Judkins",,RB,CLE,BUF,147547,,0,0,0,0,0,19.22,64.07,0.53,2.55,1.95,12.79,0.07,13.32,13.2,12.22,76.86,0.6,64.07,0.53,76.86,0.6,0,6.71,23.78,5.14,31.54,5.82,6.48%,MAIN,1383807,232887,101,8223000,
8244748,"Raheim Sanders",,RB,CLE,BUF,147547,,0,0,0,0,0,0.45,1.53,0.01,0.34,0.22,1.84,0.01,0.67,0.67,0.56,3.37,0.02,1.53,0.01,3.37,0.02,0,0,1.34,0,0.12,0,0.00%,MAIN,1285895,169694,102,8244748,
981990,"Trayveon Williams",,RB,CLE,BUF,147547,,0,0,0,0,0,2.31,6.61,0.06,2.17,1.5,9.58,0.06,3.82,3.8,3.05,16.19,0.12,6.61,0.06,16.19,0.12,0,0.44,10.28,0.02,4.66,0.03,0.03%,MAIN,910605,65923,103,981990,
1844833,"Jerry Jeudy",,WR,CLE,BUF,147547,,0,0,0,0,0,0,0,0,5.23,3.08,39.45,0.18,8.22,8.2,6.66,39.45,0.18,0,0,39.45,0.18,0,2.97,16.6,3.78,22.52,1.48,1.36%,MAIN,973935,63591,104,1844833,
4687650,"Cedric Tillman",,WR,CLE,BUF,147547,,0,0,0,0,0,0,0,0,2.62,1.53,17.51,0.08,3.76,3.75,2.98,17.51,0.08,0,0,17.51,0.08,0,0,9.63,0.24,7.66,0.12,0.16%,MAIN,1124664,66189,105,4687650,
6228432,"Malachi Corley",,WR,CLE,BUF,147547,,0,0,0,0,0,0.02,0.09,0,1.08,0.66,6.22,0.03,1.47,1.46,1.13,6.31,0.03,0.09,0,6.31,0.03,0,0,2.94,0.04,1.68,0.03,0.03%,MAIN,1215291,142762,106,6228432,
8268155,"Gage Larvadain",,WR,CLE,BUF,147547,,0,0,0,0,0,0,0,0,2.24,1.28,13.43,0.07,3.04,3.03,2.39,13.43,0.07,0,0,13.43,0.07,0,0,8.36,0.18,7.76,0.32,0.13%,MAIN,1323007,172942,107,8268155,
9683249,"Isaiah Bond",,WR,CLE,BUF,147547,,0,0,0,0,0,0.3,1.32,0.01,2.81,1.66,23.56,0.09,4.75,4.74,3.91,24.88,0.1,1.32,0.01,24.88,0.1,0,0.21,11.2,0.4,11.12,0.38,0.49%,MAIN,1398503,233809,108,9683249,
4715678,"Blake Whiteheart",,TE,CLE,BUF,147547,,0,0,0,0,0,0,0,0,0.76,0.46,3.93,0.03,1.03,1.02,0.79,3.93,0.03,0,0,3.93,0.03,0,0,2.06,0,2.28,0.03,0.01%,MAIN,1109731,43416,109,4715678,
8222999,"Harold Fannin",,TE,CLE,BUF,147547,,0,0,0,0,0,0,0,0,9.14,5.73,56.93,0.35,13.8,13.75,10.88,56.93,0.35,0,0,56.93,0.35,0,6.68,24.85,19.82,45.94,18,21.98%,MAIN,1394752,235727,110,8222999,
6227809,"Brenden Bates",,TE,CLE,BUF,147547,,0,0,0,0,0,0,0,0,0.38,0.23,2.19,0.01,0.51,0.51,0.39,2.19,0.01,0,0,2.19,0.01,0,0,1.02,0,0.58,0.03,0.01%,MAIN,1113381,56021,111,6227809,
4715807,"Andre Szmyt",,K,CLE,BUF,147547,,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6.4,6.4,0,0,0,0,0,0,5.7,1.7,12.74,,,0,0.00%,MAIN,1066885,48721,112,4715807,
18417,"Buffalo Bills",,DST,BUF,CLE,147547,,0,0,0,0,0,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,0,0,0,0,4.42,15.35,11.04,51.4,8.06,8.30%,MAIN,324,8466,113,18417,
35539,"Dak Prescott",,QB,DAL,LAC,147551,,36.32,24.75,261.65,1.85,0.82,2.39,8.4,0.11,0,0,0,0,19.27,19.24,19.24,270.05,1.96,270.05,1.96,8.4,0.11,0,12.24,27.73,7.54,50.92,4.29,2.32%,MAIN,591816,26479,114,35539,
2862245,"Javonte Williams",,RB,DAL,LAC,147551,,0,0,0,0,0,14.75,64.82,0.72,2.97,2.25,13.34,0.13,15.29,15.25,14.12,78.16,0.85,64.82,0.72,78.16,0.85,0,7.77,26.3,7.18,33.46,9.32,14.69%,MAIN,1107881,51941,115,2862245,
4857291,"Hunter Luepke",,RB,DAL,LAC,147551,,0,0,0,0,0,0.3,1.13,0.01,0.77,0.6,4.7,0.03,1.42,1.41,1.11,5.83,0.04,1.13,0.01,5.83,0.04,0,0,2.84,0.02,0.58,0.01,0.00%,MAIN,1130976,54709,116,4857291,
3515762,"Malik Davis",,RB,DAL,LAC,147551,,0,0,0,0,0,3.03,11.42,0.15,0.5,0.36,2.86,0.02,2.8,2.79,2.61,14.28,0.17,11.42,0.15,14.28,0.17,0,0.53,7.7,0.06,1.98,0.02,0.02%,MAIN,975028,187724,117,3515762,
1844578,"CeeDee Lamb",,WR,DAL,LAC,147551,,0,0,0,0,0,0.5,2.54,0.01,10.04,6.85,79.9,0.42,18.46,18.43,15,82.44,0.43,2.54,0.01,82.44,0.43,0,10.87,29.72,17.6,46.9,11.74,8.22%,MAIN,1062020,54073,118,1844578,
3491429,"George Pickens",,WR,DAL,LAC,147551,,0,0,0,0,0,0,0,0,8.79,5.57,70.66,0.49,16.08,16.05,13.26,70.66,0.49,0,0,70.66,0.49,0,8.68,27.42,13.56,39.74,8.71,5.69%,MAIN,1172053,93289,119,3491429,
3757806,"KaVontae Turpin",,WR,DAL,LAC,147551,,0,0,0,0,0,0.99,5.03,0.03,1.93,1.3,14.81,0.08,3.93,3.92,3.27,19.84,0.11,5.03,0.03,19.84,0.11,0,0.7,9.86,0.08,8.48,0.3,0.20%,MAIN,865958,62263,120,3757806,
4687579,"Jonathan Mingo",,WR,DAL,LAC,147551,,0,0,0,0,0,0,0,0,0.56,0.3,3.41,0.02,0.76,0.76,0.61,3.41,0.02,0,0,3.41,0.02,0,0,1.52,0,1.02,0.02,0.00%,MAIN,1176782,143483,121,4687579,
6227901,"Ryan Flournoy",,WR,DAL,LAC,147551,,0,0,0,0,0,0,0,0,4.01,2.84,29.96,0.17,6.85,6.83,5.41,29.96,0.17,0,0,29.96,0.17,0,2.71,13.84,1.76,22.66,1.5,0.91%,MAIN,1393832,232691,122,6227901,
3491809,"Jake Ferguson",,TE,DAL,LAC,147551,,0,0,0,0,0,0,0,0,5.04,3.69,31.1,0.36,8.96,8.93,7.08,31.1,0.36,0,0,31.1,0.36,0,3.59,17.36,10.5,33.56,3.18,1.33%,MAIN,1065361,49557,123,3491809,
4687679,"Luke Schoonmaker",,TE,DAL,LAC,147551,,0,0,0,0,0,0,0,0,1.11,0.74,6.27,0.08,1.84,1.83,1.46,6.27,0.08,0,0,6.27,0.08,0,0,3.68,0.36,8.02,0.14,0.05%,MAIN,1130242,55014,124,4687679,
6227896,"Brevyn Spann-Ford",,TE,DAL,LAC,147551,,0,0,0,0,0,0,0,0,0.61,0.41,3.23,0.04,0.97,0.97,0.76,3.23,0.04,0,0,3.23,0.04,0,0,1.94,0.04,3.56,0.06,0.02%,MAIN,1108202,44276,125,6227896,
4947257,"Brandon Aubrey",,K,DAL,LAC,147551,,0,0,0,0,0,0,0,0,0,0,0,0,10.13,10.13,10.13,0,0,0,0,0,0,8.57,4.65,17.27,,,0,0.00%,MAIN,1454349,280333,126,4947257,
18439,"Los Angeles Chargers",,DST,LAC,DAL,147551,,0,0,0,0,0,0,0,0,0,0,0,0,5.73,5.73,5.73,0,0,0,0,0,0,0,0.4,12.8,6.22,39.64,3.94,4.05%,MAIN,357,8488,127,18439,
6227935,"Bo Nix",,QB,DEN,JAC,147553,,35.68,23.25,227.59,1.76,0.7,4.57,19.56,0.27,0,0,0,0,19.3,19.26,19.26,247.15,2.03,247.15,2.03,19.56,0.27,0,12.08,28.56,10.74,55.54,9.11,9.64%,MAIN,1161899,91530,128,6227935,
4773040,"Jaleel McLaughlin",,RB,DEN,JAC,147553,,0,0,0,0,0,4.92,22.33,0.16,0.62,0.49,2.42,0.02,4.03,4.02,3.77,24.75,0.18,22.33,0.16,24.75,0.18,0,1.61,10.61,0.2,6.62,0.1,0.07%,MAIN,1271738,173596,129,4773040,
3491354,"Tyler Badie",,RB,DEN,JAC,147553,,0,0,0,0,0,1.15,4.95,0.04,1.37,0.97,6.08,0.05,2.6,2.58,2.09,11.03,0.09,4.95,0.04,11.03,0.09,0,0.01,7.15,0,1.7,0.04,0.01%,MAIN,1124338,50826,130,3491354,
8223044,"RJ Harvey",,RB,DEN,JAC,147553,,0,0,0,0,0,11.81,51.51,0.51,4.29,3.53,21.84,0.19,15.06,14.98,13.21,73.35,0.7,51.51,0.51,73.35,0.7,0,7.97,24.82,5.8,36.26,8.9,12.71%,MAIN,1172401,132462,131,8223044,
328827,"Courtland Sutton",,WR,DEN,JAC,147553,,0,0,0,0,0,0,0,0,8.82,5.45,62.49,0.51,15.1,15.07,12.34,62.49,0.51,0,0,62.49,0.51,0,7.81,25.82,15.52,49.02,17.49,19.80%,MAIN,838878,40663,132,328827,
4687701,"Marvin Mims",,WR,DEN,JAC,147553,,0,0,0,0,0,0.97,4.27,0.01,2.46,1.68,17.98,0.12,4.67,4.65,3.81,22.25,0.13,4.27,0.01,22.25,0.13,0,1.15,10.94,0.32,11.36,0.74,0.41%,MAIN,1213799,138890,133,4687701,
6227934,"Troy Franklin",,WR,DEN,JAC,147553,,0,0,0,0,0,0.49,1.38,0.01,5.57,3.35,37.54,0.29,9.07,9.05,7.37,38.92,0.3,1.38,0.01,38.92,0.3,0,3.92,17.44,2.9,20.98,1.7,1.10%,MAIN,1286176,170594,134,6227934,
8223043,"Pat Bryant",,WR,DEN,JAC,147553,Q,0,0,0,0,0,0,0,0,4.32,2.72,32.06,0.22,7.29,7.28,5.92,32.06,0.22,0,0,32.06,0.22,0,2.61,14.92,3.6,27.34,4.26,2.84%,MAIN,1305866,170072,135,8223043,
982599,"Lil'Jordan Humphrey",,WR,DEN,JAC,147553,,0,0,0,0,0,0,0,0,1.22,0.81,7.62,0.06,1.93,1.92,1.51,7.62,0.06,0,0,7.62,0.06,0,0,3.86,0,3.8,0.18,0.07%,MAIN,920758,51064,136,982599,
36968,"Evan Engram",,TE,DEN,JAC,147553,,0,0,0,0,0,0,0,0,4.9,3.43,28.31,0.21,7.51,7.48,5.76,28.31,0.21,0,0,28.31,0.21,0,2.94,15.3,8.12,36.62,4.9,3.76%,MAIN,749185,33338,137,36968,
1844770,"Adam Trautman",,TE,DEN,JAC,147553,,0,0,0,0,0,0,0,0,1.73,1.13,10.81,0.08,2.68,2.67,2.1,10.81,0.08,0,0,10.81,0.08,0,0,7.37,0.48,8.26,0.38,0.13%,MAIN,875444,50142,138,1844770,
4773039,"Nate Adkins",,TE,DEN,JAC,147553,,0,0,0,0,0,0,0,0,0.38,0.28,2.11,0.02,0.61,0.61,0.47,2.11,0.02,0,0,2.11,0.02,0,0,1.22,0,1.5,0.02,0.01%,MAIN,1132517,147718,139,4773039,
35411,"Wil Lutz",,K,DEN,JAC,147553,,0,0,0,0,0,0,0,0,0,0,0,0,7.96,7.96,7.96,0,0,0,0,0,0,7.19,3.27,13.96,,,0,0.00%,MAIN,700299,26281,140,35411,
18428,"Jacksonville Jaguars",,DST,JAC,DEN,147553,,0,0,0,0,0,0,0,0,0,0,0,0,4.97,4.97,4.97,0,0,0,0,0,0,0,0.27,11.25,3.92,30.44,1.26,0.62%,MAIN,365,8477,141,18428,
35673,"Jared Goff",,QB,DET,PIT,147556,,32.82,22.65,268.64,2.23,0.57,1.27,1.55,0.02,0,0,0,0,20.25,20.24,20.24,270.19,2.25,270.19,2.25,1.55,0.02,0,12.92,29.44,9.7,53.78,13.54,10.31%,MAIN,727837,29304,142,35673,
982082,"David Montgomery",,RB,DET,PIT,147556,,0,0,0,0,0,7.9,33.33,0.5,1.74,1.34,11.34,0.08,9.25,9.21,8.54,44.67,0.58,33.33,0.5,44.67,0.58,0,3.52,18.6,1.88,19.12,0.7,2.16%,MAIN,946739,63253,143,982082,
4687730,"Jahmyr Gibbs",,RB,DET,PIT,147556,,0,0,0,0,0,15.43,71.84,0.65,7.23,5.53,46.89,0.38,24.51,24.43,21.66,118.73,1.03,71.84,0.65,118.73,1.03,0,15.47,36.23,32.42,67.56,30.79,23.95%,MAIN,1214154,146244,144,4687730,
4715839,"Jacob Saylors",,RB,DET,PIT,147556,,0,0,0,0,0,0.1,0.43,0,0.04,0.03,0.24,0,0.1,0.1,0.08,0.67,0,0.43,0,0.67,0,0,0,0.2,,,0,0.00%,MAIN,1131457,147717,145,4715839,
35608,"Kalif Raymond",,WR,DET,PIT,147556,,0,0,0,0,0,0,0,0,1.31,0.91,10.08,0.09,2.45,2.45,1.99,10.08,0.09,0,0,10.08,0.09,0,0,6.74,0.1,5.56,0.33,0.11%,MAIN,692660,25842,146,35608,
2861659,"Amon-Ra St. Brown",,WR,DET,PIT,147556,,0,0,0,0,0,0.5,2.29,0,10.82,7.62,96.15,0.78,23.7,23.66,19.85,98.44,0.78,2.29,0,98.44,0.78,0,13.46,35.24,38.44,67.94,37.43,25.48%,MAIN,1127106,56173,147,2861659,
3491483,"Jameson Williams",,WR,DET,PIT,147556,,0,0,0,0,0,1,4.57,0.01,7.26,4.45,69.95,0.57,15.77,15.74,13.51,74.52,0.58,4.57,0.01,74.52,0.58,0,7.7,27.6,13.42,40.32,11.08,14.76%,MAIN,1175184,134955,148,3491483,
8223065,"Isaac TeSlaa",,WR,DET,PIT,147556,,0,0,0,0,0,0,0,0,1.53,1.04,13.04,0.11,3,2.99,2.47,13.04,0.11,0,0,13.04,0.11,0,0,8.25,0.18,9.2,0.86,0.24%,MAIN,1441362,258713,149,8223065,
1018905,"Tom Kennedy",,WR,DET,PIT,147556,,0,0,0,0,0,0,0,0,0.08,0.05,0.66,0.01,0.18,0.18,0.15,0.66,0.01,0,0,0.66,0.01,0,0,0.36,0,0.18,0.06,0.01%,MAIN,837087,67701,150,1018905,
36910,"Anthony Firkser",,TE,DET,PIT,147556,,0,0,0,0,0,0,0,0,0.81,0.58,5.68,0.06,1.5,1.5,1.21,5.68,0.06,0,0,5.68,0.06,0,0,3,0.16,5.9,0.14,0.05%,MAIN,767297,33123,151,36910,
2873657,"Shane Zylstra",,TE,DET,PIT,147556,,0,0,0,0,0,0,0,0,1.92,1.35,12.63,0.15,3.5,3.49,2.81,12.63,0.15,0,0,12.63,0.15,0,0,9.63,1.06,12.24,0.74,0.24%,MAIN,1284247,163111,152,2873657,
1844743,"Giovanni Ricci",,TE,DET,PIT,147556,,0,0,0,0,0,0,0,0,0.08,0.05,0.56,0.01,0.17,0.17,0.14,0.56,0.01,0,0,0.56,0.01,0,0,0.34,0,0.7,0.04,0.01%,MAIN,885940,56294,153,1844743,
5072171,"Jake Bates",,K,DET,PIT,147556,,0,0,0,0,0,0,0,0,0,0,0,0,9.94,9.94,9.94,0,0,0,0,0,0,8.59,4.66,16.1,,,0,0.00%,MAIN,1236651,141936,154,5072171,
18438,"Pittsburgh Steelers",,DST,PIT,DET,147556,,0,0,0,0,0,0,0,0,0,0,0,0,3.97,3.97,3.97,0,0,0,0,0,0,0,-0.87,9.93,4.2,31.18,1.26,0.69%,MAIN,356,8487,155,18438,
1844276,"Jordan Love",,QB,GBP,CHI,147545,,30.34,19.65,230.77,1.62,0.54,4.23,12.38,0.11,0,0,0,0,17.44,17.4,17.4,243.15,1.73,243.15,1.73,12.38,0.11,0,10.85,25.81,,,0,0.00%,SAT,912137,49745,156,1844276,
